comment_id,comment,intent,primary_driver,value_orientation,affect
8cfb4ab7ce7e,"This really hits close to home. Aile ko bela ta if a student jolle mehenat garera ramro sanga padhna sakxa  has only so few options if he/she wants to secure their future. Kita Kathmandu ayera interest na bhayeni MBBS/engineering/CA jasta course whose scope is slowly drying in the country liyera padha kita Bidesh nai jau. Aru course haru liyeni gambling jasto situation huna aunxa (Ramro job payela kinai, ramro k bhanne job nai payela ki nai bhanera) . At least bidesh ma gayera bhada Majera bhayeni money source hunxa ra ramro garna sake afno future gen ko life ta secure hunxani. These are the thoughts that every student has in their mind.",Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
e733ab3305cf,I am in UAE right now doing my internship . Yeta aya pachi desh ko halat dhekhera auna maan lagako chaina. Ayera k garna politics ra economy dekhera hope nai audaina k garna vhanera . Din dinai corruption crime,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Hopeful/Motivated
9ddd899bf0bb,Ma bidesh najane vanera Nepal baseko. Startup pani cha thikai chalirako cha ra morning ma  class padhune  garya chu. Kamai naramro chaina. Tara aba chai yaha pugyo jasto lagna thaleko  cha. Main<br> Reasons chai security needs and government facilities. Uta Jane bittikai yaha ko jasto ta hune haina tara jane decision banaudai chu. Euta arko reason yaha vane jasto sathi chai chainan kohi US kohi Canada testai chan. Malai pull factor le vanda pani push factor le badhi effect gariraa kocha decision lina ko lagi. Ajhai pani government le ramro policy banaye jadina vaniraa chu heram k huncha.,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
a689ff529cea,this is a reality of nepali people 😢😢😢😢,Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
6710d0cc3eb0,Bitter But It’s Truth Reality Of Our Country 😢,Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
4b06afef77b3,Are you think TU is going as world going?,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
3e1bb396c82b,"PS: Be careful reading the statistics and visualization out here as the video is disclaimed for educational pupose !!! The figures he puts in - 3 million,  should have been 30 million because1 crore is equal to 10 millions . And something is wrong with the bar chart at the start . It doesn&#39;t make sense. The yellow bar should have been way down . No way irepresents the yellow bar represents 1/6 (56 lakh) of the total sum (presuming the white bar reads 3 crores not 3 million).",Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
a3092ccf8a52,It&#39;s reality ..,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
03c88af3d875,Tapai haru jastai manche politics maa janu paryo.. desh maa basum ki socheko tara maan mardai gacha sabai bujhda...,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
1444cdeeeddc,Planning old age care business,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
12631eb3af70,There is no reason to stay in Nepal except  parents and family.<br><br>￼,Anti-Migration,Family Obligation,Collectivist-Family,Pragmatic
65c06f2e947c,12 pass hune bitikai <br>Sab ielts pte garera Australia Canada new Zealand tarfa.,Pro-Migration,Economic Necessity,Individualist-Self,Pragmatic
26432b414595,my heartbeat is increasing at very faster rate,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
a854ad8b2334,Ma pani bachelor (BBA)  sakera baseko kaam xain<br>Kina basnu Nepal,Pro-Migration,Economic Necessity,Individualist-Self,Angry/Frustrated
c0dccc4d1163,100 kilo gold ko barema kina kunai youtuber le nadekhako????🤔🤔🤔,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
989117eded20,But in trend people are shouting go to your own village? why you came here in cities living agriculture lands and house ?so why because there is nothing provided by the govt?,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Pragmatic
0072cdd84955,we want continuously this type of podcast on this channel,Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
fb62a3fdaa29,I felt it when he says hamro sathi ko circle syanosyano hudai gaxa sav baira gayara,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
091b71a9f7ed,You are great brother I appreciate you and your team❤❤,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
eb03b6945cb5,Ma kunai party ko jhole nabhako le ma bahira janu badhya chu,Pro-Migration,Systemic/Political Anger,Individualist-Self,Pragmatic
b8258e0bfb16,Your interview taste like bitter sirup but i have my uk flight on  August 22,Pro-Migration,Economic Necessity,Individualist-Self,Pragmatic
a641408bd34d,Bidesh gayena vane you are a failure. Sad reality.,Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
54e1ce0a20b4,नेपालीहरू विदेश गैरा’को छैन; देश छोडीरा’को छ। This is deep😢,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Despairing/Sad
c6d51d67607f,"Last week, we went to The Sushant Pradhan Podcast, and we talked about IN-Depth Story, Politics, Media, Brain Drain, Movies and many more. <br>Link to the podcast;<br><br><a href=""https://www.youtube.com/watch?v=lk9CCsedKdg"">https://youtu.be/lk9CCsedKdg</a>",Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
b95cbfb9f175,"I&#39;m studying BBs third year right now . But , Most of my classmates already went to out country after+2 and they almost settle their life there. But , im here in nepal IDK what i have to do ? Our education system is totally frustrating and disappointing for students like me . 😢😡",Neutral/Observation,Systemic/Political Anger,Individualist-Self,Despairing/Sad
66422bc3e067,Watching while premièring,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
fc350fc9db15,full podcast  hari sakya,Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
d83624de4cb6,I&#39;m 20 but felted manxe bidesh gayrako xain k manxe desh xadi rako xa 😓🥺🩹,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Despairing/Sad
0a80c112326f,Getting ready,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
e9f0ab315e77,Touched with : देश छाड्ने  धेरै कारण छन तर देशमै बस्ने एक मात्र कारण माया😢,Neutral/Observation,Patriotism/Love,Individualist-Self,Despairing/Sad
0d53f52329a4,"aafono janamabhumi ko kaslai maya hudaina hola hjr <br>engineer, doctor ra loksewa bahek aaru option nei xaina",Neutral/Observation,Family Obligation,Individualist-Self,Pragmatic
20cd2362b3e3,marji le hoina forced le  matra health fit nahunale,Trapped/Regretful,Economic Necessity,Individualist-Self,Pragmatic
4b65393149ca,Desh ko ki boyfriend ko,Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
ad7654b56659,"एउटा पार्टीले १० वर्षमा स्वीजरल्याण्ड बनाउँछु भनेर भाषण गरेको सुनेको थिए सानो हुँदा अहिले ठूलो भएपछि नेपाली लाई संसार को सबै देश जान बाध्य बनाएको देख्दा गर्भ लागेर आउछ । यही हो परिवर्तन भनेको , देश नघुमेको लाई विदेश घुमाउन प्रोत्साहन गर्ने सरकार को जय होस ।",Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
aa91f0ab957e,उहिले त बिदेश जानु पाए पो जान्थे खालि भारत भुटान र बर्मा गयो उतै हरायो ।,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
a3ea1f07cb99,a mula j pani maobadi lai dosh lara hunxa?,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
095f0d9b2e65,बारम्बार सासन बेबस्था बदलिएपनि नेपाल को सासन भने ब्राह्मण बादि कै हत मा भएको कारण ले हो देश नबनेको ‌।<br>यो देश को सेना पुलिस सरलारि कर्मचारी हरूमा बाहुन बाहेक अरू जतकोले कैलेपनि प्रमोसण पउँदैन ।<br>काङ्रेस एमाले माओवादि जुनसुकै पार्टी मा हेरेपनि सभापति उप सभापति बहुन बाहेक अरू हुन पाउँदैन ।<br>यो देशको प्रधानमन्त्री राष्ट्रपति सेनापति न्यायाधीश बन्न ब्राह्मण बादि धरमा जन्मनु पर्छ ।,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
1656d0999abd,​@rameshkhadka5681<br>किनकि ब्राह्मण बादि बौ हजुरबुवाको रगत शरिर मा बग्छ । <br>जनयुद्द भन्दा पहिला ब्राम्हण र राना बाहेक अरू दोस्रो दर्जाको नागरिक थिए।,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
8270cebecdbd,Desh xadne hajar karan hola tara basne aauta kura xa Maya😊❤,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
aff0dc523583,Mayalu nai bideshiye paxi k ko lagi basnu yaha!,Pro-Migration,Patriotism/Love,Individualist-Self,Pragmatic
b8385ae9739a,Sabaii nepali ko yeii Maya dheraii hunu pariyo 🥺🥺Tara xainan<br>Hope Nepal will be better someday,Neutral/Observation,Patriotism/Love,Individualist-Self,Hopeful/Motivated
064ddf9ed95d,Visa reject vaye paxi desh ko maya lagiaalxa ni 😂,Trapped/Regretful,Patriotism/Love,Individualist-Self,Pragmatic
8f245c727e3c,एक तर्फी माया ले के गर्नु हजुर भाग्य ले लात हाने पछि अनि समय ले घात गरे पनि kasaiko के ही लाग्दैन रैछ 😢,Neutral/Observation,Patriotism/Love,Individualist-Self,Despairing/Sad
53854b46aa32,Ma ni 29 nahuda samma estai sochera baseko ho,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
20fb5aae0840,Hahaha never Jati janxa Teti manxe ajai nepal manj bandai janxa nepal ma opportunity xaina baira janu parxa kei thulo garna baye Jani competition xa bro jana janxa ajai nepal student ko padai sitixa ani feri student ni janxa so no chance,Anti-Migration,Patriotism/Love,Collectivist-Nation,Pragmatic
303bb1b1f1d7,So it never ended,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
d1db65a9d1d6,"Yo IDS YouTube channel maa, aja samma upload vayeko video madhya best video lagyo malai xa. Malai feri pani ekpatak sochna badhya banayo. ""Nepal maii basau ki bahira jau?"".<br>.<br>Appreciated 🎉",Anti-Migration,Patriotism/Love,Individualist-Self,Pragmatic
5c6c6ff2fcfc,I'm also brother 😢,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Despairing/Sad
9c30c0059b3c,K Halo jotnu basnu Ani paisa Pani hudaina family kasari palxau😂,Neutral/Observation,Economic Necessity,Collectivist-Family,Pragmatic
c92b16ef28ab,Bhai na aau gara deshmai aafnai desh ramro chha yeha paisa chha khusi self respect ani aafno manchhe jo huda timi harna ni tayar chhau koi ni hunna 😌,Anti-Migration,Economic Necessity,Collectivist-Nation,Pragmatic
1f2642d2d0ea,नेपालमै गएर केही गर्छु भन्दा भन्दै UAE 🇦🇪 मा १४ बर्ष भएको म एउटा गतिलो उदाहरण,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
9d6bb6294bc7,Same here,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
7d8c89fe4c14,नेपाल मा केहि छैन । लुटन र ठग्न सक्नुहुन्छ भनेमात्र एता आउनु ठिक हो ।,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
819e18d6e261,khatrrai paisa pathaunu bhayo hola nepal ma tesobhaye?,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
3c29fda2ddf7,In the era of leaving the nation we are here to rebuild it<br><br>We are not alone let's believe in it and  work for it ✊,Anti-Migration,Economic Necessity,Collectivist-Nation,Hopeful/Motivated
631ef16eaf5b,@roshanmahato6079 comment chai bahira desh basera ho 😂,Pro-Migration,Patriotism/Love,Collectivist-Nation,Pragmatic
31f62bb5a616,@Elitemotivation-o2w  aaile samma Testo din aako xaina,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
6f084bb6ec3f,Bhai u Will also come foreign don't worry,Pro-Migration,Economic Necessity,Individualist-Self,Despairing/Sad
3e0a82fc58a3,"Vanna sajilo xa bro , desh chalai nai veda garu le xan, nepal ko top university tu ko halat testo xa opportunities kei xaina desh ma, unemployment matra , yessari hunxa hola desh developed 300 barsa samma",Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
ca23f52343d7,अब नेपालमा परिवर्तन को खाँचो छ<br>हामीलाई यी पुराना नेता मन्त्री हैन देश को लागि केही गर्ने एउटा leader चायको छ,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
173077d5e67c,पहिला त हामी जनता को चेतना स्तर बृद्धि गर्न आवश्यक छ।।,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
3d69f71f3aa4,Jun sarkar le Nepal ma change layaune try garne ho tyo sarkar fix dhalne ho kinaki nepali haru    actual ma change chahadainan. Jo change laune try garxa tesko birudha nepali Janta andolan garxan,Anti-Migration,Systemic/Political Anger,Individualist-Self,Hopeful/Motivated
5912845581fd,Nepali sab veda haru hun pache aaba chunab ma taha huncha nepali lai k chaicha vaanara,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
cc8210b10753,I’m in canada I feel like I am a modern slave <br>We are here by design,Trapped/Regretful,Economic Necessity,Individualist-Self,Pragmatic
d7e13d8b9a7d,exactly i feel the same from sydney,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
aab5ab6f84e4,Kehi vision bokney kehi learn garney materialistic kura ko paxi na lagney show off nagarney hardwork garera paisa save garney family ko problem solve garney kei paisa ra ramro plan bokera nepal aune nepal mah 0 bata start garna dharai garo australia gayeko manxey ley testo sochnu hudaina you are lucky that you got the opportunity to be there enjoy your time learn something invest in yourself then return with some future plans then happily live in nepal,Anti-Migration,Economic Necessity,Collectivist-Family,Pragmatic
e1f358263423,Sad to know 😢,Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
e3f93294662d,म आफै बिदेश छु तर यसरी देश बाट बाहिर जानेको संख्या सुन्दा सारै मन दुख छ।😢,Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
f21d5650da03,विदेशमा काम गर्दागर्दै कति छिटो १६ बर्ष पनि गएछ! हेर्दाहेर्दै उमेरले ४० पुग्न लाग्याछु। जिन्दगी तोर्र्ल्याङ्ग !,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
01d885f83412,So true!!,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
67ceb3120c3d,Foreign is better,Pro-Migration,Economic Necessity,Individualist-Self,Pragmatic
d5557920c6e5,@vermabhaijaan5607why indians are here💀,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
18ccc7900c44,@vermabhaijaan5607 pyaro dhoti afno desh hera hamro haina,Neutral/Observation,Patriotism/Love,Collectivist-Nation,Pragmatic
d0d4d643829b,Kasaile aasha dekhauxa Matlab ?,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
8abb125077b5,@sanjushahi9890 din rat bigreko maatra news matra sunnu parxa positive news le kei hope jagauxa bidesh baseko 7 barsa bhayo nepal ma jhole nabane samma kei garna sakinna yo video herda kei positive paye tei ho,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
136b17f38c93,"समस्या सङ्ग भाग्ने हैन , डटेर लड्ने हाे । जय नेपाल 🇳🇵🎯<br> भबिस्य देशमै छ , एशियामा नै छ",Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Pragmatic
921dbde8e552,Kera cha vawaisa des ma,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
5ab2c645c519,"😂😂 this patroitism wont last my mate, wait till you see the real side of it. You'll get your reality check in mid 30's",Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
69fa64405611,"Politicians Haru lai hereko cha , Tini Haru le Garda desh kasto banayeko cha.",Neutral/Observation,Patriotism/Love,Collectivist-Nation,Pragmatic
5516b5536872,Napis 😂😂😂 विदेश बाट cmnt हान्दै basxhas 😂,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
5f8dadb93880,अब पालो क्रान्ती को हो नेपालमै बसुम येहि केहि गर्न सकिन्छ युवाहरु🔥 Jay Desh Jay Nepal🇳🇵,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
cd459a94e064,प्रचण्ड शेरे केपी जस्ता राडाबानहरु हुदा सम्म केही हुने वाला छैन,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
0425f7d93c3b,Maeley Diploma in civil engineering Garey .<br>Maeley Afno field  job garna khojey kae job payena . <br>Aeley ma language seke Ra xu .,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
b87166b81dda,Sakne le bidesh jane ho,Pro-Migration,Patriotism/Love,Individualist-Self,Pragmatic
d2350dad4469,Bro timle man jiteu yaar ❤❤,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
d3b70255cbe9,don't worry bro take it easy ❤,Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
214331b6bc3c,"I am from a middle-class family. my father earns 25k to 30k per month, and my mom is a housewife. For my better future, my dad is sending me to college, whose monthly fee is 10k per month. My 12th grade is going to finish in 1.5 months. What should I do now? Stay in this country for the next 4 years? What after 4 years? If I were successful in the field I am in, I would earn a maximum of 50k to 2 lakh per month, which has very little chance. Is that sufficient? Okay, my dream is to get a car and buy a house. A house costs around 2.5 cr to 3 cr, which may take around 20 to 25 years for me to buy the house I want, and a car costs 20 to 30 lakhs, which may take 2 to 3 years for me. To complete my dream, it may take 25+ years. I am 18 years old, and at that age, I may be 40 to 45+ years. Will I be happy? Will my parents still be there to see the success they have been waiting for? I am scared of my life in this country.<br>My neighbor's son went to Dubai to work as a staff for 13 years and now has been promoted to manager and earns more than 10 lakhs. He built a beautiful home and owns a car. His parents have gold necklaces, bracelets, and rings. He is 31 years old, I guess, and has a good life. <br>Seeing all this, will I still like to live in this country? Of course not! Yes, I love my country, but can't forget the sacrifices my parents have done for me so far.",Anti-Migration,Family Obligation,Collectivist-Family,Hopeful/Motivated
618a209a26dd,You are right bro...emotional kura garera zindagi chaldaina...voli parents birami huda old agema medical treatment garauda ni hospital bills tirna ko lagi paisa chahinxa philosophical kurale zindagi chaldaina sadhai,Neutral/Observation,Family Obligation,Collectivist-Family,Despairing/Sad
8e59cdd4391c,Recent situations of country try to say that you should leave the country.....,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Hopeful/Motivated
94d9527fae0a,Maile ni 18 barsa dekhi kaam garey Nepal ma 8 barsa ani bidesh aaye vai...k garnu 8 barsa ma nakamako paisa 1 barsa nahudae kamainxa...,Anti-Migration,Economic Necessity,Collectivist-Nation,Pragmatic
ff1a3f93ed19,Go to India<br>Lots of opportunities,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
a03cb9594f21,It's completely your choice brother and we respect that. Tara Nepal Mai tyo 10 lakhs vanda badi kamaune ra tyo Vanda ramro lifestyle vayeko manxe haruko example Pani xa. Beauty lies in the eye of the beholder. Timle opportunity dekhdainau vandaima Yaha opportunity navayeko chai pakkai haina. All the best for your future.🎉,Anti-Migration,Economic Necessity,Individualist-Self,Pragmatic
331a3e4a7b4c,"Inspiring video to them who are here, we will do here no matter what",Neutral/Observation,Economic Necessity,Collectivist-Family,Hopeful/Motivated
75ddf965d1cf,26:45...<br>Simple life....<br>सामाजिक सम्मान....<br>खानलाई पुगोस्<br>लाउनलाई पुगोस्<br>समस्या पर्दा समाधान गर्न सकुँ ।....<br>बस यति चाहन्छु।,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
437bcc3eaadf,Ani buwa aama le rin liyera padhayeko ko rin kasari tirxn t  sab ko family ek jasto hudaina,Neutral/Observation,Family Obligation,Collectivist-Family,Pragmatic
40589c02d33c,Yo ta sabai ko chahana nai hunchha tara baddo umer ra baddo jimmebari le afno lagi bhanda ni aru ko lagi bachne garaidinchha sir,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
5cc51ac794e6,"Google a term ""Hierarchy of needs""",Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
55cee14cfaee,"24:34 <br><br>""""""बाबु, अब तिम्रो साथी त हामीलाई<br>एक्लै छाडेर जाने भयो। यो गएसी हाम्रो छोरा भन्नु नै तिमी नै हौ, यसो कहिले के उ नाहुँदा पनि आउँदै गर्नु है। """"""<br>This line hits ❤",Neutral/Observation,Economic Necessity,Collectivist-Family,Pragmatic
094e47d24ef1,"Currently, I am government job holder whereas most of my friends are in US, Australia and other European countries. They are earning a lot of money in comparison to me. Truely speaking, I havent take any money from our service taker. But the vision of our people towards government job holder is really negative which constantly motive me to resign from the job 😢<br>This video is encouraging me to stay here and serve nation and seek future , no matter what!!! Thank you so much !!",Anti-Migration,Economic Necessity,Collectivist-Nation,Despairing/Sad
74433de368b9,same here sir👏,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
868ef58d2510,Same here sir! Australia apply garau ki bhanne soch thiyo!🥲,Pro-Migration,Economic Necessity,Individualist-Self,Despairing/Sad
6411fbcc4d1f,"As someone who stayed abroad for almost a decade and currently in Nepal, my view points on why Youths are leaving (and will continue to leave):<br>1) Pressure from family and society. Aruko chora chori le esto garyo testo kinyo etc. People here feel discouraged.<br>2) To much talk only about politics jata gaye pani. Blaming Netas for everything while not realizing how corrupt we have become. Corruption in rampant in this country. <br>3) Blame game, j ni arulai dos layo. <br>4) Country cant just survive on IT sector ko ali ali jobs, we need to create niche exports for long-term to create jobs outside IT.  <br>5) People need to stop being individualistic and work for greater good. <br><br>6) Solid Development roadmaps.<br><br>I am still bullish on Nepal and will continue to work here till its possible to sustain livelihood.",Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Angry/Frustrated
f16812199476,1 no chahi ekdam malai ni relatable bhayo hau nepal mai basera khi garchu government job nai garchu bhanda pani kahilay selection huncha tyati kamai ley k huncha bhanera dimag kharab gardinu huncha relative family neighbor ley😢,Anti-Migration,Economic Necessity,Collectivist-Family,Despairing/Sad
819b3deb8b6e,Bahera bata paisa kamayara aaune ane nepal aayara thulo kura garne,Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
7171a90dd3ba,​@chandratamang2487 gharbata bidesh gainas vanera lyang lyang garxan yaar.,Pro-Migration,Family Obligation,Collectivist-Nation,Pragmatic
83bb7a95eb8e,1 no. Line relates to me 😢also,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Despairing/Sad
4d1480da1770,"After finishing my MBA, I find myself in Kathmandu, preparing for the IELTS to pursue my dreams of following in my uncle's footsteps to the USA. However, my deep love for my country keeps pulling me back, making it difficult to leave. I'm torn between my aspirations and my affection for home, unsure how long I can resist the urge to stay.😭😭",Anti-Migration,Economic Necessity,Collectivist-Nation,Despairing/Sad
ab9300de86d1,"Same here, just graduated in civil engineering, and looking for assistantship of USA. Moreover, I couldn't get something worthy on freelancing for us.😭",Pro-Migration,Economic Necessity,Individualist-Self,Despairing/Sad
d1e5cd2011d9,Bro I am also an MBA graduate but there's lack of good opportunities for us here.,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
e1927e78ddb8,Same here bro<br>.. Freelancing,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
b5ac52506377,"i am crying right now ,<br>mero sathiharu and relatives almost sabai bidesh gayeka xan ,malai pani bidesh jau bhanera dherai choti bhaniyo but i am stydying Bsc CSIT in nepal right now and i want a better nepal by investing myself in my own country ,<br><br>dhanyabadd dai yo video le yedi yeuta matra 12th pass gareko student lai nepal mai basna prerit garxa bhane pani Nepal lai faida hune xa",Anti-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
b7d6736b998e,Only channel who deserves millions of views and subscribers ❤<br>म अहिले civil engineering दोस्रो वर्ष अध्यन गर्दै छु। मेरो पहिले बाट नै आफ्नो देश मा केहि गर्छु भन्न्यो धारणा थ्यो र हुने पनि छ।यो विडियो हेर्दा झन् म भित्र बाटै यही केही गर्नेछु भन्ने भावना पलायो।,Neutral/Observation,Economic Necessity,Collectivist-Family,Pragmatic
22b98df7e722,15k salary 😂😂,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
0b7cf347eedc,Thag thaag nagari ta kamai huna garo hola. Hope and good luck bro,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
e56aefe3de39,M t sure bhae dai yo video hrda hrdai sure aba + 2 paxi yehi basxu <br>I will try j soche xu tq u for the vdo <br>Hope my cmt to motivate u to make content guyz wish me a luck for upcoming days 💪🏾💪🏾,Anti-Migration,Economic Necessity,Individualist-Self,Hopeful/Motivated
77cc165156db,"well for me, its been already 10 years living with my wife in australia and finally we reach in conclusion of returning back to our motherland as we are already prepared before and make a initial mindset to return back in nepal anyhow....<br>It doesnt matter what other says but rather follow your guts that doesnt make you regret<br>its us making our life challenging for 3 basic thing: food, shelter and clothing<br>yo short life ko lagi yeti saharai struggle kina jaba ki after 2nd generation pa6i tmi ko ho and tmro identity nai yo sansar ma pani thiyeu bhane tmro nati natini le pani birsisakeko hun6a so i would say enjoy your life<br>Be serious but dont make life too complicated<br>Because gora haru ko hamro jati love attachment hudaina and last ma kamayera basna jane old orphanage (age care) plus mortgage debt trap ma fasne ta ho jindagi bhari nai<br>Note<br>aba marera lanu nai k 6a ra jindagi ma<br>ek6in dukha garnu target plan banaunu 10 yrs 15 yrs tespa6i afu pani 35 40 plus hun6a baki 15 yrs old age tesai katihal6a<br>Plus you will interact with your neighbourhood, your relatives and your loved ones in your own country<br>At least you are fulfiling your respects towards your own country <br>And another thing, you dont have to be soldier to protect country so returning back and serving as retire would be also count as u are doing your responsibility and serving your country<br>Thats my opinion<br>And everyone has their own perception <br>Thank u and sorry if u dont accept my views",Trapped/Regretful,Family Obligation,Collectivist-Nation,Despairing/Sad
e015569b533f,well said brother.. even my brother has same thought like you who is currently at Australia,Pro-Migration,Economic Necessity,Individualist-Self,Pragmatic
7c58b4394657,Dai tapai po aus bata paisa kamayara kai business garne soch hola hame jasto nepal mai baserako hora,Anti-Migration,Economic Necessity,Individualist-Self,Pragmatic
606952c01af4,Thanks for this video. It's very difficult time here in Nepal but there is the light at the end of the tunnel ..  Ma pni aashabadi xu❤❤ 🇳🇵🇳🇵🇳🇵🇳🇵 Jay Nepal,Neutral/Observation,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
b210d0df1c19,Fact & statistics based content with no beraucratic & self serving opinion.<br>This is indeed the Best content I have ever watched in my lifetime.<br>I understand how much you & your team toiled to make this content.<br>Huge respect to the IDS team  ❤,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
c005f57fdc91,"indepth story, Nepali comment , Project kura , misguided Nepal le Nepali youth haru lai sahi guide ra motivate gariraheko ma dhanyabad",Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
86a8bce72bcc,This should be watched by every individual❤ ... Jay Nepal❤,Neutral/Observation,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
afdac126a16a,We are,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
73dbf3ec10d8,most confusing and worst choice 😢 ❤️ Thank you for making video on most awaited and relatable topic -your regular viewer and subscriber Pratik Neupane vlogs..,Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
b30e376b2d55,"देशमा त कसरी बस्ने , दिनभरी काम गरेर  दुई छाक टार्न नै गारो छ! Truth kelaunu vayeko man paro.<br>Support me Guys❤.",Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
492c1c746371,After watching this video many youth including me will be back to Nepal and fight for our existence no matter how hard it will be. Thank you IDS for this wonderful content.,Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
b75b6e4d2508,म 18 बर्ष  को भए देशमै केही गर्छु भन्ने पनि केही छैन र बिदेशमा गएर केही गर्छु भन्ने हो भने बिदेशमै मान्छे दिनहुँ दिन मरिरहेका छन् आखिर हामी नेपाली जाने का होत 😢😩,Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
ed6f2effc743,पुरै स्पिचलेस भएँ। यत्तिको भिडियो ऐले सम्म नेपाली कृयटरले बनाएको देखेको थिन्। धन्यबाद IDS 🙏❤,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
