comment,intent,primary_driver,value_orientation,affect
"Maile Padheko Anusar ,<br>Remittance can not be considered as a part of GDP <br>As GDP is Gross Domestic product - Refers to Income generated by Internal Matters of the Country i.e Production of goods , And other things <br><br>While remittance Can be considered as a part of GNP <br><br>As it includes a specific part i.e. <br>Income From Abroad <br><br>Aba Rahyo Kura Diaspora ko ,<br>Nepali Pan ko maya sablai huncha ,<br>Tara khali remittance le desh banaune ho <br>Pahila Janta jaagna paro <br>Comment garxhan tara elections ko belama masu bhat ma vote Bechne garne hami nepali janta hoo ,<br><br>Ma afai as a student usa padhna aako , Sarkar le education loan rakheko feri khali paper mai chha <br>Bank le sahyog vanya kei pani gardaina , Na rojgar ko awsar <br>Padhne student le mauka paudaina <br>Tei 8 fail 10 fail le desh chalauncha <br>Rin , Samajko tanab , Peer pressure <br>Huda manche wakka dikka layera desh chhodcha <br>Dui chaar janale pathaulan paisa <br>Natra yo vannu parda &quot; Next to Impossible &quot; Vanchu ma ta <br><br>Ani Bidesh ko reality <br>&quot; Indian , Pakistani, Aru kunai country ko manche le baru sahyog garcha , <br>Tara nepali le nepali sahyog garnu &quot; ahha &quot; <br><br>Satya yei ho <br><br>Desh Banauna pahila Neta chinna sikna paro <br>Jasle Bidesh niti lyaos <br>Kutniti garera investment lyaos <br><br>Diplomacy khelos <br>Tara kursi kai diplomacy sakeko chhaina <br>Desh ta parai jaos <br><br>Baaki mero comments le ksaiko chitta dukhe , Maafi Paun <br><br>Jay Desh jay Nepal 🇳🇵",Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
"Same topic ma bhako unfiltered conversation ko lagi yo video hernu hola. <a href=""https://www.youtube.com/live/UgeYdADxqs0?si=-DkhvWdrsjKdxhZb"">https://www.youtube.com/live/UgeYdADxqs0?si=-DkhvWdrsjKdxhZb</a>",Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Finally best video,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
I am open for investment in Nepal. But hard to trust people these days.from New York.,Anti-Migration,Patriotism/Love,Collectivist-Nation,Pragmatic
30 million Nepalese should be watch this video,Neutral/Observation,Economic Necessity,Collectivist-Nation,Hopeful/Motivated
"This isn’t issue for Nepal only rather is issue for all developing nation. Other side of globalization but when globalization stops, we may get chance",Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
"Optimistic video, but the reality of our country is same as Haiti. **Until and unless we get rid of corruption nothing will change**. It is not about the changing &quot;system&quot;. Don&#39;t get mistaken, it doesn&#39;t matter which person or group or clan is ruling the country, it is about if those persons, groups or clans are serving the Nepalese people or not.",Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Hopeful/Motivated
Namaste from Romania 🇷🇴,Neutral/Observation,Patriotism/Love,Individualist-Self,Hopeful/Motivated
"Everyone is waitinhg just for one opportunity to go abroad. Nepal is doomed. Due to short sighted politicians, nepal will remain poor and may be taken over by india in future.",Pro-Migration,Systemic/Political Anger,Individualist-Self,Despairing/Sad
Well done 👍 brother,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
Ramro video ❤😊,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
Nepali need to address the most important issue of their nation. Pollution..Air pollution..It does not matter how much money anyone makes if the very air Nepali breathe kills the children and elderly....It is a national.emergency now....,Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Pragmatic
अब म नि चाडै जान लागेको छु ।💔😢,Pro-Migration,Economic Necessity,Individualist-Self,Despairing/Sad
Aune pani xa ho yo nepal ko youtobe haru bakbas video banauxa,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Angry/Frustrated
"Nepaliko IQ 43 cha, so brain drain bhanda pani, muscle drain bhanna thik hola. Talented bhaeko bhae bideshine jatti le paila nepal banauna try garthein, ani banauna na sakda balla bidesh janthe. Aile ko generation ta bina try direct bideshincha😂😂😂😂<br><br>According to wiki human capital flight <br><a href=""https://en.wikipedia.org/wiki/Human_capital_flight?wprov=sfla1"">https://en.wikipedia.org/wiki/Human_capital_flight?wprov=sfla1</a><br>The term &quot;brain drain&quot; was coined by the Royal Society to describe the emigration of &quot;scientists and technologists&quot; to North America from post–World War II Europe. Another source indicates that this term was first used in the United Kingdom to describe the influx of Indian scientists and engineers. Although the term originally referred to technology workers leaving a nation, the meaning has broadened into &quot;the departure of educated or professional people from one country, economic sector, or field for another, usually for better pay or living conditions&quot;",Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Angry/Frustrated
First kura ta most of the nepali haru labors Kam ma aauxa including ma...taivayara yasto investment ko knowledge&#39;s nai hudina...<br>Second kura vanako 99%nepali haru le kunaii business ma Lagani gardinan ya ta 3 floor ko Ghar banauxa. Hawo ma kii land kinara plotting garxan Ani k<br>Kai hunxa ta..,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Brain drain huna lai brain hunu ni paryo ni? Brain vako vaye bidesh ma gayera bhada hanne soch aaudai aaudaina thiyo hola.,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Angry/Frustrated
I am also thinking of it,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Hamro desh ko sabai kuna ma small business industris ra agriculture hudaina hami ley job ne paudaina ani afno desh ma basna ne paudainau😢,Neutral/Observation,Economic Necessity,Collectivist-Nation,Despairing/Sad
sayed aali samaye ho tmlay nai yo desh xodxau..😕,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Pragmatic
Yo video sakdo share garau hai 🙏🏻🙏🏻🙏🏻🙏🏻,Neutral/Observation,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Informative video for all nepalese 😊❤,Neutral/Observation,Patriotism/Love,Individualist-Self,Hopeful/Motivated
Main kuro <br>Timi ek le <br>Afno voli ko lagi aaja k gardai xau ? <br><br>Vannay kura hunxa hola jasto lagxa malai <br><br>Everyone as an entity desh banena vanni blanket vitra hat ghusara din rat paltera sutera yo video herni garwra chai hami kailai agadi jani wala xainau tyo pakka xa <br><br>Timi as entity <br>Afu hijo vanda voli better huna aja k gardai xau <br>desh agadi jaos vanera k gardai xau xau <br><br><br>Teskai cumulative effect le desh k hunay replicate garxa hola,Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Hopeful/Motivated
Yaar kura ta thik ho. For nepal government my family remittance is more valuable than what its own citizen esrning money. I barely make 4-5lakh meanwhile mero gjar matra 1.5l remmott aucha for loan payment,Neutral/Observation,Economic Necessity,Collectivist-Family,Pragmatic
अझै ओलि प्रचण्ड शेरेलाइ भोट हालौ मासु चिउरा खाउ 😂😂😅,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Angry/Frustrated
"jaba samma 2084 ko chunab ma 1/3 (ek tihai janta) polpulation jo bahira desh ma chan..uniharu dashain tihar jastai election bela chutti liyera Nepal ko chunab ma vote halchu nai bhanera aayo bhaney sure naya party ko bahumat aaucha..chahe pashim ko manchey delhi, mumbai ko airport bata ani tya bata train, bus ma or transit liyera border najik airport samma, or bhairahawa ra pokhara international airport bata jasari bhayeni.. tara if dherai bidesh ma bhayeko 2084 ko election ma manchey aayenan bhaney tespachi Nepal ko 40-50 lakh emale, congress ra maobadi sanga bhako members ra karyakarta le vote dinchan taba pheri same purano dal aaucha..main 2084 ko chunab ma bahira bhako nepali janta ko haath ma cha jo nepal ko system bata harera bahira gako chan..",Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Hopeful/Motivated
well delivered dai,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
"if your country betrays you , you don&#39;t turn back.",Pro-Migration,Systemic/Political Anger,Individualist-Self,Angry/Frustrated
Sanjay bata ..😊,Neutral/Observation,Patriotism/Love,Individualist-Self,Hopeful/Motivated
Yo smseya ko sabhadan bhastrachari neta ko sampati bedesy bank bata firta layuna sake sabai sabadan huxa yo kura ko suruwat garna garure xa.,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Pragmatic
Yesto type ko vid tw malae gernae man lagdaena aba tw,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
नयाँ युटुवर साथिहरु यता हाजिर हुम है 😢,Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
I want to study ca but since its too difficult so i want to involve in IT sector in Nepal. What should I study ? What skill to learn ?<br><br>Please anyone give full authentic advise,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
"I won&#39;t stay in Nepal, earn and pay tax here so that the kids of the Politicians and Corrupt leaders will enjoy their life abroad!!",Pro-Migration,Systemic/Political Anger,Individualist-Self,Angry/Frustrated
Hope our country will developed sooner Jay Nepal 🇳🇵,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Nepal is collapsing and soon  nepalese  wont be able to enter their own country..,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Despairing/Sad
Nepal ko vanda dherai aaru country ko dherai explain gareko xa tnc le,Neutral/Observation,Patriotism/Love,Collectivist-Nation,Pragmatic
Thank you for your contribution  to the country hopefully our eyes will open soon.,Neutral/Observation,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
background music chai kina ? remove it .,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
history ko video,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
To my every brother and sister i only want to say after getting experience or 32 35 come in home land and share knowledge to nepali people too,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
जसरि हुन्छ लाइक भिउज बटाउने हुटहुटिमा लाइक भिउज लाई  मत्लप नगरि जुन कुराहरु उठाइराख्नु भको छ  मनै देखि उच्च सम्मान छ❤❤❤🙏🏿🙏🏿🙏🏿,Neutral/Observation,Patriotism/Love,Individualist-Self,Hopeful/Motivated
It’s all about economics. Until you don’t give economic freedom to rise there is no point talk about democracy. Nepal is for 1% clevers who can cheat and do anything but for those 99% people who want make genuine money it’s hard. See NRN diaspora around world who went out of country with 1 luggage are now millionaires. Why? Who is controlling economics of Nepal? Forget about creating wealth now it’s becoming difficult to save your small earning or ancestral wealth.,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
This type of contents helps a lot to educate youth. Keep it up👏,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
Good one Dipesh 👏,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
♥️🇳🇵 म पनि अहिले साउदीमा हो 🇸🇦♥️,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"About Remittances, it would continue to be  useless until and unless the Government is Influenced to make infrastructure, investment friendly policy by the Rich NRN Communities.",Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
पंछी फर्केर आउ....,Anti-Migration,Patriotism/Love,Collectivist-Nation,Pragmatic
This topic came in my English exam. 😙,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Good to see such a great topic. Well put research TNC..,Neutral/Observation,Patriotism/Love,Individualist-Self,Hopeful/Motivated
Private company ni ko loot chaliraxa ra jhan sarkarle Pani teti nai sahayog gari raxan   chor ra fataharuko desh vayo ABA ta,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Angry/Frustrated
"Diaspora kai kura garda indian haru ko diaspora india sanga ekdumai connected chha,,, but Nepali haru ko case ma NRN ko second generation Nepali le nai Nepal lai ruchaudainan. Why? Ghumifiri kura tehi aaunchha, Diaspora le pani tetibela matrai afno purkhauli desh lai apnauchha jaba purkhauli desh ko ni kehi ijjat/naam chaleko hunchha.",Neutral/Observation,Patriotism/Love,Collectivist-Nation,Pragmatic
I don&#39;t think this is the brain drain rather it is the brain train,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
"हामी सर्वसाधारण जनतालाई जहाँ गएपनि आफ्नै देशको माया लाग्छ,याद भइरहेको हुन्छ तर यो निती नियम सरकारले बनाउछ,चलाउछ उनीहरू ले यस्तो कुरा को video हेर्दैनन , बुझ्न चाहादैनन 🇳🇵",Neutral/Observation,Patriotism/Love,Collectivist-Nation,Despairing/Sad
Dheri Ramro Lagyo Dai 💜🌹,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
Settle nai huni gari bidesiney Nepali haru ko demographics pani raakhnu parthyo. Kun Caste/ samudaye ko nepali haru baahiriyeka chhan ? Tesko longterm ma k impact parchha ?,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
Binod Kunwar is one of Example who is investing in Nepal in sports sector after fullfilling his own and Household Needs👏👏,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Ya babu timi napa aafno kamaiki,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
jaura ra kamau yo padai mf ho,Pro-Migration,Economic Necessity,Individualist-Self,Pragmatic
नेपालमा ब्रेन ड्रेन धेरै नै बढ्दैछ। प्रतिभा विदेशिनु देशकै लागि ठूलो क्षति हो We needs to Change This trend.,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Will viral this video❤,Neutral/Observation,Patriotism/Love,Individualist-Self,Hopeful/Motivated
Nepali youth are going abroad and indian are migrating to nepal <br>I will be no surprised if nepal will be next india 😐,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Despairing/Sad
"hjr kai video ko starting ma ielts ko ads aauxa k vannu aba<a href=""UCkszU2WH9gy1mb0dV-11UJg/xsIfY4OqCd2T29sP54iAsAw""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/xsIfY4OqCd2T29sP54iAsAw""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/xsIfY4OqCd2T29sP54iAsAw""></a>",Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"<a href=""https://www.youtube.com/watch?v=bO53rJ-r9yM&amp;t=792"">13:12</a> aru ko example dinai pardaina, hijo ko hamro katha here hunxa",Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
Rise<br>Rule<br>Roar,Neutral/Observation,Patriotism/Love,Individualist-Self,Hopeful/Motivated
Love form birgunj,Neutral/Observation,Patriotism/Love,Individualist-Self,Hopeful/Motivated
"Correction at the start, The news should have said &quot;Daily 4400 Youths go Abroad&quot; insted of 2000 as according of the 2024 Data",Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Remittance maximum India ra China ma luxury ko saaman kinna ma jane bhaeko le Nepal ma lagani garne kam nai chha.,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
"Bro please read alan greenspans &quot;&quot;the age of turbulence &quot; , it will help a lot regarding this topic",Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Ma panii xordaii xuu xettaiii,Pro-Migration,Economic Necessity,Individualist-Self,Pragmatic
malae ta pugi sakyo ja gayo tei kure kurai garnu parxa na system ramro xa,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Angry/Frustrated
Jhat kp moryo vane balla naya nepal banxa,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Pragmatic
नेपाल मा मान्छे नै छैन कस्लाईं व्यापार गर्ने ?? 🤔,Neutral/Observation,Economic Necessity,Collectivist-Nation,Despairing/Sad
"I am a recent graduate, but I am unemployed",Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
"<a href=""https://www.youtube.com/watch?v=bO53rJ-r9yM&amp;t=785"">13:05</a> is one of the most important point that i personally thought sometime also",Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"Beautifully well balanced argument on Yevgeny Kuznetsov&#39;s theory.<br><br>I would like to add one more criticism to it - the replacement that occurs in the absence of the working population. <br><br>For example: Indian population replacing and taking over jobs, businesses, properties and positions in the absence of working population in Nepal.<br><br>The country does not stand still in vacuum while the diaspora establishes abroad. More likely, it will change into something completely different, leading to more disconnect.",Neutral/Observation,Economic Necessity,Collectivist-Nation,Hopeful/Motivated
Editing style is changed ?,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Ma Nepal Mai garxu vanera basiraako xu.. sakesamma ahi garxu natra last option bahiranai ho,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
नागरिकता पुन प्राप्तिकाे व्यवस्था परिबर्तन गरि बिदेशिले पाउनु पर्ने झै प्रकृया बनाउनु पर्छ। र नेपाली नागरिकता त्याग गरेकाे अबधि नेपालमा पुन नागरिकता प्राप्त पछि बसे पछि मात्र सामाजिक सुरक्षामा ल्याउनु  पर्छ।,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Pragmatic
Tero rahar,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Dhere ramro video herira maja aayo Tara yaha kasae le kei garna wala xaina sap lae aaf aafnu matlab xah aaf aafnu relatives vanda baira dhere manxe janae mandina kei garna khojo ki pailae darauxan 🫡,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
बिदेश जाने विशेष गरि खाडि जानेहरु प्राय कम सेलेरि र तल्लो स्तरको काम गर्न जान्छन् अनि इज्राएली र आएरिसको उदाहरण दिएर हुन्छ।।।2052 सालको आतंककारी आन्दोलन देखि युवा बिदेश गएको हुन।।यो अझ बढ्ने क्रममा छन ।।।जब सम्म साम्राज्यवादि देशले चाहदैनन् तबसम्म हामि यसरि नै बर्बाद हुने छौ।।।सामाजिक आर्थिक राजनीतिक सास्कृतिक पारिवारिक  जस्ता कुरामा हामि बर्बाद भएको छौ।।यो कहिले सम्म,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
TNC best research after a long time 😅❤,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
"But dai there is another problem in Nepali people <br>In Nepali most of the old as well as young too <br>Have just fixed there party <br>Like, some has fixed emale and some congress <br>During voting time they chose such kind of political party and for rest five years they just go against for them <br>Shouldn’t they just not vote them",Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Pragmatic
Such a informative video. Thank You Dipesh bro,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
राम्रो छ मित्र तिम्रो प्रस्तुति,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
आज  युवाहरू को मुख्य समस्या  अझ भनौं  मुल प्रश्न  देशमा  किन बस्ने ?  आज तपाईं र हामी जस्ता चालीस र पचास  नकटेका युबा हरु ले तीन वटा राजा  चार वटा ब्यबस्था  देखिसकेका छौ ।   आज देशमा  कि त कर  र बाध्यता  ले बस्छ्न कि त रहरले  बस्छन् ।,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
Daii bidesh rahar le hoina badhyata le jana lako ho nii maile 12 ma management liye aaba malai software engineering garna man xa vane maile garna paudina yo pani ek reason ho ma bideshinu ko la software engineering padna napaye ni ma cyber security tira janxu vanda ni paudina even though maile +2 ma management with computer leko xu k science nai chahijxa nepal ma j padda nii yo problem kosle bujxa koi le ni bujdaina tei vayera bideshinu mero badhyatah vayeko ho daii,Pro-Migration,Economic Necessity,Individualist-Self,Despairing/Sad
Finally some  great topics ❤❤❤,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
unique research🌟,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
Support for you ❤️❤️,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
Great topic ❤❤ in nepal now,Neutral/Observation,Patriotism/Love,Individualist-Self,Hopeful/Motivated
Waiting and exciting for watch your video.. ❤🎉❤🎉,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
