Author,Text,Published At,Likes,Type,Parent ID,script,language,emoji_count,word_count,source
@rohitriha7334,"तपाईंको videoले मन छोयो, आफ्नो देश प्रतिको मोह र माया अझै बढायो, म नेपालमै सानो Business गरि बसिरहेको छु र कहिले business न चलेर साच्चिकै पलायन हुने मन बनि हाल्छ तर अब नेपालमै बस्नुपर्छ भनि लाग्यो 🇳🇵",2024-08-04T09:07:45Z,1,Comment,,code_mixed,nepali_english,2,36,youtube
@bhawanashahithakuri1396,This video is life-changing. Thank you for sharing it.❤❤❤❤❤,2024-04-05T01:57:25Z,1,Comment,,latin,english,5,10,youtube
@devbhujel6992,Yo video ma mention huna xuteko ra arko bidesh jani karan vaneko aajkal even afno parents haru lai waha haru le bhogeko kura haru le garda nai afno xora chori haru lai yo desh ma rakhna xaina hamro age ko youth le chahi future ma desh ma opportunity dekhexam hola tara dherai jasto  parents haru ko najar ma sirf challenges ra obstacle xa tesaile waha haru le afno xora xori haru lai jasai bidesh pathaunu parxa vanni soch xa,2024-03-26T13:40:09Z,1,Comment,,roman_nepali,nepali,0,79,youtube
@kanchhigurung4356,I'm 15 yrs old and watching your videos made me realize many things  i wouldnt realize even after 10 years I'm grateful that you are inspiring youths like us and I'm grateful to be in this side of social media and someday our country will shine if we are try to be like you and I hope someday i can meet you and pay my respect for you😄anyways a lot of respect and support for you dai!!!,2024-03-23T16:02:34Z,1,Comment,,roman_nepali,nepali,1,81,youtube
@Kabir-o3m,Bro I believe that one day we will be Nepal 🇳🇵 day <br>One day all will Happy and proud for our country <br>One day we will make our country better than other's <br>We will do it together One day,2024-03-22T09:41:35Z,1,Comment,,latin,english,2,39,youtube
@mathalysisworld,You have so much positivity at the end. Love you man!!,2024-03-22T09:40:40Z,1,Comment,,latin,english,0,11,youtube
@nalem7634,"I was confused whether i need to go abroad or be in Nepal. Due to that I was so much distrubed. After watching this video, now I am pretty much clear and know what to do in my life. I have able to find out the difficult question of my life. I am really really motivated from this video. So, for now I would like to say thank you so much in advance.",2025-03-30T17:10:34Z,1,Comment,,latin,english,0,73,youtube
@Vlogger1997,"A perfect video,, you are a real YouTuber ❤🇳🇵",2024-03-22T07:06:34Z,1,Comment,,latin,english,3,8,youtube
@frazixgamer9,I was born in Nepal and I will die in Nepal coz i love my contry no matter what❤❤❤❤,2024-07-12T03:15:53Z,1,Comment,,latin,english,4,19,youtube
@bimaloliya5487,Good video <br>Keep spreading such a positive message and awarness to youths which seems too urgent to inspire  them for staying in nepal,2024-03-22T19:27:13Z,1,Comment,,latin,english,0,23,youtube
@19sept93,Very informative and touching video ❤,2024-03-22T06:12:35Z,1,Comment,,latin,english,1,5,youtube
@anjilapanta9160,"Hats off to the team for the research, dedication and efforts to gather and present information. A serious issue like this needed our attention. Bitter truth sad reality much to be done.",2024-03-22T06:31:56Z,1,Comment,,latin,english,0,32,youtube
@dumbgamer6604,Great research ❤,2024-03-26T13:36:19Z,1,Comment,,latin,english,1,2,youtube
@sanjumahi77,Thank You IDS for such a informative Video.❤appreciate it❤❤,2024-03-22T04:14:04Z,1,Comment,,latin,english,3,10,youtube
@kramikkafle9356,Best video ever! Loved it!!,2024-03-23T06:19:35Z,1,Comment,,latin,english,0,5,youtube
@sabin_waaling,Yo sabai Nepal sarkar ko karan le garda ho. Auta kura thaxa dai bahirako deshko pm harule hami kasari aafno desh ko yuwa haru lai ramro sip dine kasari janata haru lai sip diyera aafno desh ko bikas garne sochxan ani hamro deshko beta haruko tap hero nahh ta social media haru lai ramro garda nata yako yuwa haru lai ramro sip ra sixya dine garxa. Aile herne ho vane nepalma harek yuwa ra harek Bachcha Jo school college m padxan sabai ko soch vaneko bahia desh janu nei xa...,2025-09-06T01:00:00Z,1,Comment,,roman_nepali,nepali,0,90,youtube
@shantoshlamichhane534,नेपाल तिमी रहौला कहा नेपाली नरहे !,2024-04-28T17:09:49Z,1,Comment,,devanagari,nepali,0,6,youtube
@kirannakarmi1149,Wonderful video!,2024-04-03T12:34:59Z,1,Comment,,latin,english,0,2,youtube
@roythakali2887,Bro Ending is Beautiful ❤️🇳🇵🙌,2024-03-23T15:17:46Z,1,Comment,,latin,english,4,4,youtube
@bestvibes1745,"That line hit me ""what do you want ?""",2024-03-23T21:50:19Z,1,Comment,,latin,english,0,8,youtube
@Gorey156,Ahile eaklo mahasus Vai sako bro 😢😊,2024-03-22T02:58:30Z,1,Comment,,latin,english,2,6,youtube
@Shristikhanal12,Thank you so much for this awesome video ❤❤ keep it up ❤,2024-03-22T12:42:03Z,1,Comment,,latin,english,3,11,youtube
@MoneyMantra7,"No matter how many people left Nepal they will sill connect with various ways to Nepal ,so there is still a chance we can generate income from them as various businesses will rise 😄 lets search for it 😁",2024-03-26T17:25:23Z,1,Comment,,latin,english,2,37,youtube
@PASstudioo,Waah what video guys ❤❤ Hats off 👍👍,2024-03-25T06:29:06Z,1,Comment,,latin,english,4,6,youtube
@itsaj17,Zakir khan gave that Masterclass 💜,2024-03-24T02:44:58Z,1,Comment,,latin,english,1,5,youtube
@rajsunar7769,Very much true...well said..,2024-03-24T14:07:47Z,1,Comment,,latin,english,0,5,youtube
@prabinchaudhary4676,One of the best video ❤,2024-03-25T08:15:16Z,1,Comment,,latin,english,1,5,youtube
@sagunpokharel7629,"भाइलाई Hope रैछ नेपाल बन्ने तर मलाई छैन , गफ दिएर भिडियो बनाउन सजिलो छ Reality फरक छ । यो देश कम्तीमा मेरो पाला सम्म चाहिँ बन्दैन भन्नेमा म ढुक्क छु ।",2024-03-28T22:30:14Z,1,Comment,,code_mixed,nepali_english,0,31,youtube
@rajkumartamang7420,"Maybe it can be helpful for somebody, especially for students, just don't give your full time to course book. Read and learn about share market, content creating, can learn barista, driving, cooking, even go for the labour job, discuss with friends about ideas and business. For now, you may not make money but you will know lots of thing like investing ideas, communication skills, personal budgeting, how to deal with people and of course will be more confident. <br><br>And life is all about selling yourself and you need to know how to sell to get the best price.😊😊<br><br>Good luck for everyone. Cheers",2024-03-25T04:55:06Z,1,Comment,,latin,english,2,104,youtube
@incomebluep,Right Remote jobs is the future for Nepal..i also work remotely and  I'm making really good income 😊,2024-03-22T11:37:12Z,1,Comment,,latin,english,1,19,youtube
@Urronoldo1,आज  धेरैमा ७ वर्षको लागि देश छाड्ने अनि फर्की आउने उदेश्यका साथ नेपाल छाड्दौ छु <br>हाल मात्र १८ वर्षको छु <br>फर्की आउने छु <br>नत्र पाप लाग्न सक्छ जन्मभुमि को😢😢😢😢😢😢😢,2025-02-13T10:12:22Z,1,Comment,,devanagari,nepali,7,29,youtube
@Woodaxe-rv7rz,Now make a video on ‘why to leave Nepal as soon as possible’.,2024-06-19T05:19:49Z,1,Comment,,latin,english,0,13,youtube
@KaraN-mk9pk,Bro the job you talking about will soon take over by AI,2024-03-23T07:38:58Z,1,Comment,,latin,english,0,12,youtube
@prabinmaharjan5150,"bitter truth: yo desh ma basne vaneko  bidesh jana nasakeko,  bahira gayera settle huna nasakne matra ho. Ani freelancing garera 4-5 lakhs Nepal mai kamaune vaneko 1000 jana ma 10 jana matra ho. Jaba samma desh banauxu vanne mansaye vayeka 2,3 wota political party haru aaudainan taba samma yei desh ma vabisye banla vanne aasai nagarum. 1, 2 jana le matra desh banauxu vanera politics ma ayeka haru lai k k vai ra xa, kati tira bata khutta tanne haru aauxan sabai lai thaha nai xa.",2024-03-25T11:18:23Z,1,Comment,,roman_nepali,nepali,0,88,youtube
@bhimbam7986,Khoe Nepal mai garnu parxa vaner 2020 dekhi Nepal mai business garn thaliyo. 2023 ma aayer Survived garn garo hun lagyo .. finally 2024 ma des xodn fully ready vaye,2024-03-22T03:12:20Z,1,Comment,,roman_nepali,nepali,0,29,youtube
@vhoteyjay,Moh ewta artist ho dhunga bata banauchu monthly 50 60 kaile 70 ni hunchh tarw ooni pugeko choina nepal ma last option baira nei dekhira chu rw chitoi jadei poni chu😊😊😊,2025-03-26T03:56:17Z,1,Comment,,roman_nepali,nepali,3,31,youtube
@shitalbk3333,you should use more nepali words because when we share this to our older parents they could easily understand.,2024-03-24T10:06:27Z,1,Comment,,latin,english,0,19,youtube
@moiveworld7966,मैले पनि 2023 मा देश छोडेको हाल कुवैत को खाडी बाट😢,2024-08-21T08:12:22Z,1,Comment,,devanagari,nepali,1,11,youtube
@rijan.parajuli,"Euta home renovation ko kaam liyeko thiye, ghar ma dui jana 70+ ko aama buwa matrai hununthyo. Chora chori sabai jana bides ma, utai settle vaisaknu vayeko raicha. Work suru gareko first day, kaam sakera site bata niskinu aghi aama le mero hath samaudai vannu vayo ""Hamro chora chori j vane pani babu nai hunu vayo aba, afnai ghar samjhera gardinu hai, hami buda vayeu, kei garna sakdainau, garo cha hamilai. Babu le chai afno aama buwa lai kailei chodera najanu hai"". Akha rasayo. Aja pani tyo aama ko kura samjhida akha rasaucha.",2024-11-04T03:27:52Z,1,Comment,,roman_nepali,nepali,0,93,youtube
@shshhd234,"""You're parents aren't against you're passion, they just don't wanna see their child starving"" don't know but it hit different",2024-03-22T15:35:50Z,1,Comment,,latin,english,0,25,youtube
@nirvanaglobal,baru Nepal mai garna sakne business ke ho bhanera bhannu na,2024-05-20T15:15:02Z,1,Comment,,roman_nepali,nepali,0,11,youtube
@longlivenepal-205,"When I grow up, I want to study Paleontology(Dinosaur and prehistoric life fossils)but im worried that it wont work here in Nepal. So what i am planning to do is:<br><br>Pass Bachelors, Go abroad, still have Nepali citizenship and passport. Study Paleontology. In my last year of being abroad. Consult with locals. Find out how they turned Their country good. Come to Nepal, spread awareness.Or anything to change Nepal.Hopefully",2024-12-14T12:56:59Z,1,Comment,,latin,english,0,73,youtube
@USMindfulMoments,siringai vayo guee nai dai,2024-03-24T04:50:12Z,1,Comment,,roman_nepali,nepali,0,5,youtube
@Bibleinaudio,नेपाललाइ इसाई देश बनाए सबै समाधान हुन्छ,2024-03-23T16:36:51Z,1,Comment,,devanagari,nepali,0,7,youtube
@arjunthapa5956,Bolna payo vandaima j payo tei nabol hai fatah,2024-03-23T16:55:17Z,0,Reply,UgyTgd6VCx5Gn16IeH94AaABAg,roman_nepali,nepali,0,9,youtube
@gyangomzan6141,कुनै समय गांउबाट १ जना बिदेश जादा मन भारी लाग्थ्यो अहिले आफै परदेश आइपुगेको छु। मायाले मात्र नपुग्ने जिन्दगी चलाउनलाई।😢,2024-03-24T01:00:26Z,1,Comment,,devanagari,nepali,1,20,youtube
@fakelegend285,Watch more then 10 time❤🫠,2025-01-11T16:01:12Z,1,Comment,,latin,english,2,5,youtube
@sarojsapkota4534,Des naxadne yeutai kaaran ......maya😢😢,2024-03-24T14:52:37Z,1,Comment,,latin,english,2,5,youtube
@Nibbagamer-h8v,Well ask those who just completed their +2 study who are middle class. <br>How difficult to  get job and complete family dream😢😢,2024-03-22T07:45:58Z,1,Comment,,latin,english,2,22,youtube
@BibekLamichhane-bs4hw,America ma thiye aaile nepal mai kei garxu vanera 17 barsa pachi aaye ...aaile geda jasto vayo,2024-06-24T13:56:33Z,1,Comment,,roman_nepali,nepali,0,17,youtube
@PP_streamers,नेपालमा बसेर कम्तिमा मेडल क्लास परिवार कमाउन सकिन्छ  ?<br>आफ्नै पैसाले बिहे गर्न सकिन्छ ? <br>के हामी हाम्रो हजुरबुबा जस्तै सम्पत्ति किन्न सक्छौं? <br>के हामी भारतीय जस्तै कार किन्न सक्छौं?,2024-03-29T04:17:22Z,1,Comment,,devanagari,nepali,0,28,youtube
@itsaj17,Part time job really needed,2024-03-24T02:48:09Z,1,Comment,,latin,english,0,5,youtube
@Keshav09-d7p,"As a recently +2 graduated guy who is sick of thinking abroad or Nepal , this video changed my point of view and  now i think i know what to do, loved your video ❤",2025-04-30T06:40:31Z,1,Comment,,latin,english,1,33,youtube
@animeforce2702,Same bro,2025-06-13T18:02:02Z,0,Reply,Ugy_xVW4ZPYsh4Fkyal4AaABAg,latin,english,0,2,youtube
@umangavlogs3971,25 rs ko chiya khane paisa hudina aafu saga kam  khojyo vani ne ramro pauna garo xa  dhearai kamauna neta ko source chayo ani aafu sagai padeako sathi lea gako 1.5/2 barsa ma 50lakh dheaki 2cr samman kamaye vabda hami pagal matrai huna Baki xum,2024-03-25T18:31:19Z,1,Comment,,roman_nepali,nepali,0,47,youtube
@wake_up_aren_10,1 subscriber 10 marks❤😅,2024-03-22T02:19:19Z,1,Comment,,latin,english,2,4,youtube
@bhimphagami1625,South Sudan Nepal bhanda garib ho vane ki tya jagir pauxa Nepal ma paudaina 😂😂😂😂😂😂nepis,2025-03-27T17:54:37Z,1,Comment,,roman_nepali,nepali,6,15,youtube
@nepalcricketanalysis626,I live in Australia. Akhir kei nai rahyo Nepal ma mero lagi. <br><br>Tyo samaj jasle ma khelda sano ma malai bigreko kta vani Tag lagayo.<br><br>Tyo samaj jasle malai SLC ma kasko chorera pass vais vanyo.<br><br>Tyo samaj jas le malai kaile ijjat garena<br><br>Tyo samaj jasma mero dady lai dukha ko ghadi ma help garna koi ayena.<br><br>Tyo samaj jaha khutta tanne manxe haru ghar ghar ma basya xan<br><br>Maile dukha bahek kei nai payena.<br><br>Tara aja awastha ferieko xa<br>Jaba ma saga pr vayo paisa vayo<br><br>Aja ma saga sathi huna sap khojxan<br>Kaile nasuneko Afanta haru le mero xora xori bolauna paro eta uti vandai bolxan<br>Suddenly jo manxe le malai reject garya thi aja biha garum vanxa<br><br><br>Nepal lai maya garxu but Nepali soch lai gardina. Australia le mero harek dukha ko ghadi ma abhiwahak sara maya gareko xa<br><br>Nepali hu but Australian pani. Dubai mero mutu ko tukda hun <br><br><br>Tehi sama,2024-04-09T13:36:16Z,1,Comment,,roman_nepali,nepali,0,156,youtube
@gokulguragain4126,"अब को १० बर्ष पछि नेपाल धनी हुन्छ। म चाहिँ १० बर्ष सम्म World Travel गरेर नेपाल फर्किन्छु। 😅😅😅  Yes ma ni freelance & online business ko through earn garchu so, IT sector ta सदाबहार हुने नै भयो, पछि Roads & Transportation को सबै सुबिधा भएसी Organic agricultural & Farming in hilly regions,  Religious Tourism (mainly Hindu& Buddhist tourist from India & China etc countries) & Spiritual Tourism(yoga, medidation, retreat centre, spa etc), & tourism connected with nature(mountain climbing, hiking etc ). Yehi ho nepal को कमाउने आधार।",2024-04-03T19:49:52Z,1,Comment,,code_mixed,nepali_english,3,82,youtube
@lifebeyondnepal,10 Reasons SOONER or LATER Everyone will Left 🇳🇵Nepal 😢 😪 <br>https://youtu.be/AlcahONiYOc<br>Either It's For Further Studies or Work,2024-08-23T17:17:33Z,1,Comment,,latin,english,4,17,youtube
@sukmayapun2018,"15"" /20 वर्षपछी नेपालमा खाडी जाने पुस्ता नभए देश कसरी चल्ला??? point to be noted",2024-03-27T02:12:49Z,1,Comment,,code_mixed,nepali_english,0,15,youtube
@nishantsyangtan5242,I’m living in abroad right now. <br>I’am sure many Nepali like me wants to go back to Nepal at certain point. <br>But there is only one question that’s stopping Nepali youth from coming back. <br>FARKERA K GARNI ??? <br>You also know that positive news about Nepal rarely comes out. <br>Could you please make a video regarding stuffs that people can do  after coming back to Nepal and their chances of success.,2024-03-22T03:46:58Z,1,Comment,,latin,english,0,73,youtube
@sursargam2931,"Mero concern yehi ho!<br>World scenario etee bela third world ko dhoka ma ubheeko cha, ra sansar bhari War front khuli raheka cha, jastae Russia v/s  Ukrain  (U. S) Nato Israel vs hamas iran, Pakistan vs Taliban Iran china vs Taiwan Armenia Ajarbejaan!<br>Bholi ko din ma afania desh kaam laagne ho!",2024-03-22T03:37:00Z,1,Comment,,roman_nepali,nepali,0,53,youtube
@sunilranabhat558,"ma ayo vedio bidesh (portugal)  mae basarh hirako xu , at first ma nepal ma huda pani bidash nae saab thak jasto lagthyoh but after when i came abroad, things are not like what i think in nepal.  hola nepal vanda ali bade income ta hola but eha kharcha pani tastie hunxa. like you said maya. yes thats really matter i miss every things of nepal, eha ayrh tha vayoh ke ateh mahant garni baru nepal mae garako vayah i will be more happy. i want happiness in my life so ava ko 1 or 2 years mah i will be returning my country nepal.  <br>from my side what i suggest is bidesh ghumnu parxa ,thawu dakhnu parxa but j vayah pani afno thawu vanko afnie hunxa ayoh kura bideash gayah paxe tha hunxa kasto hunxa afno manxey haru ko najik rahada.",2024-03-28T20:10:25Z,1,Comment,,roman_nepali,nepali,0,141,youtube
@legalguide620,"23 barsa mai bachelor sakkaunu vayexa Nepal ma basera pani....sure bideshi university hola, bideshi university na vaye TU chai pakkai haina hola 😂😂😂",2024-03-24T11:44:17Z,1,Comment,,roman_nepali,nepali,3,23,youtube
@jomboo1515,Bidesh jane because no nepali school certificate value😢,2024-04-01T13:22:44Z,1,Comment,,latin,english,1,8,youtube
@subhstha-j6b,"Nepalese society jamider cha ahile,<br>Mero chora ya chori lai bidesh pathaunu parcha. <br>Tei society ko manche haru corrupted politician lai vote dinchan,<br>Doctor or Engineer padnu parcha hai arubpadera kam chaina vaane yaiyat mindset society<br>Aru pani factor haru chaan.",2024-03-29T23:40:55Z,1,Comment,,roman_nepali,nepali,0,41,youtube
@m_kawaii_m3lody,Yes I agree with you bro,2024-11-16T08:53:33Z,0,Reply,UgzTA9AnRNMGfYJSoU14AaABAg,latin,english,0,6,youtube
@eFootball_XD,Everyone: Nepal mai basau ki bidesh jau..<br>Me: ek choti bidesh gayera paisa kamayera Nepal mai chill garxu 😅❤,2024-08-03T06:21:01Z,1,Comment,,latin,english,2,18,youtube
@lekhrajawasthi8272,Can I use some of your video clips to share with my friend and family?,2024-03-23T16:01:22Z,1,Comment,,latin,english,0,15,youtube
@rahulbosebose1,"You dont owe the country anything.. you also dont have to feel responsible for the nation future. Desh establish garne ko pariwaar lai ta public le nikali dio , who are you? Follow and do what is best for your family and you. Hoping and waiting for Nepal to transform is just being delusional.. if you want to live in Nepal great enjoy.. just dont keep telling yourself 10 barsa pacchi ramro huncha.. be preprared to live in Nepal of today not in the imaginary ideal Nepal.",2024-03-24T20:46:56Z,1,Comment,,roman_nepali,nepali,0,86,youtube
@AlibabaShortss,Akhir katin jeel tyo aash ma basni??,2024-04-05T04:28:41Z,1,Comment,,roman_nepali,nepali,0,7,youtube
@gurungbijaya4677,Europ ko sabai vnda grib desh ho Romania 🇷🇴,2024-05-03T13:10:55Z,1,Comment,,roman_nepali,nepali,2,8,youtube
@besttop10791,195 desh vako sansar ma 205 ota desh gaidinxan nepali haru🤣,2024-03-23T16:00:52Z,1,Comment,,latin,english,1,11,youtube
@Sarkar-SEL29,जुन दिन देश छाडेको थिए । तेई दिन कसम खाको थीए एक दिन फर्केर केहि गर्छु भनेर र म फर्किन्छु मलाई म माथि बिस्वास छ 🙂,2024-03-26T09:51:09Z,1,Comment,,devanagari,nepali,1,25,youtube
@sudipkc8674,फर्किनु पर्छ सर।।<br>पुर्खाको भुमी बिगार्ने कि बनाउने हाम्रै हातमा छ।।<br>हामी पछिको पुस्ताको निम्ति अलि ज्यादा मिहेनत गरौन।।,2024-04-04T03:02:06Z,1,Reply,UgzqaQ6YMpD6JZhanhB4AaABAg,devanagari,nepali,0,19,youtube
@Sarkar-SEL29,आखिर कैले सम्म चै भाग्ने र सर 🙏,2024-04-04T04:53:23Z,0,Reply,UgzqaQ6YMpD6JZhanhB4AaABAg,devanagari,nepali,1,7,youtube
@Beingwolfie777,"We must leave nepal because whatever is important for a Nepali citizen to get better life or rich life, it is banned<br>For example; crypto banned in nepal",2024-07-14T08:08:19Z,1,Comment,,latin,english,0,28,youtube
@sanjoke100,Nepal ma aba nepali hoina neta ra teska jhole karyakarta matarai huneyxa,2024-04-01T03:56:50Z,1,Comment,,roman_nepali,nepali,0,12,youtube
@AnamolShrestha-v5d,"Mailey ni paila janxu bhaneko. Paxi dherei ghatana haru dekhey, afno pariwar sanga time bitauna sakina bhaney jindagi jiuna ko maja k xa rw jhai lagyo. Ayiley padhdei xu yetei. Mero lakshya bhaneko kehi ramro garera yetei pariwar sanga time spend garney majaley. But yesto dar ni xa, paxi kehi na bhayera bahira po jana parlaa ki.. rin lera padhdei gareko, paxi tirna na sakera bahirei jana parxa ki?... Nepal maa ramro garxu bhanney ko kaam xaina, sayad mero ni hunxa jasto ni lagdeina✨🖤",2024-08-02T07:13:03Z,1,Comment,,roman_nepali,nepali,2,84,youtube
@AnamolShrestha-v5d,"But dhukka chai bhaye, IT student hu ramrei khalko❤",2024-08-02T07:16:22Z,1,Reply,UgzAuIu1lQr6eVe59lR4AaABAg,roman_nepali,nepali,1,9,youtube
@rangoho7268,What about AI,2024-03-23T17:59:11Z,1,Comment,,latin,english,0,3,youtube
@CowSoul,"What about people who don't want to be IT professionals? What if someone wants to be a teacher or a doctor, an astronaut, a Biologist, a Maritime professional etc etc. It will always be better for them to get a great  residency in more developed countries as they will get more facilities than working in a government school or government hospital and many jobs don't even have a sector in our country<br>The entire country cannot develop with just IT professionals<br>You blame the youth for leaving the country, avoiding learning skills, and being unpatriotic while you suggest a selfish approach that benefits only the people interested in IT",2024-03-22T12:56:01Z,1,Comment,,latin,english,0,111,youtube
@anuppradhan9937,"Kehi mahina ma iPhone, Mac computer, ghar ra gadi huncha bhannu chai ekdum galat ho. Ma bideshiyeko 20 yrs bhayo. Tara euta ghar, gadi, iPhone, Mac laptop kinnu kati dukha garey malai matra thaha cha. Esto fictional info nadiyeko best hola. Esto nachahiney bhram failaunu uchitt hunna. Kehi mahina ma gadi ra ghar jodhca bhannu jasto galat info dinu tapai haru ko jasto channel lai suhaudeina. Ajha whole family lai iPhone pathaucha arey. Esto hasauney kura nagarnu best hola",2024-09-24T19:31:49Z,1,Comment,,roman_nepali,nepali,0,79,youtube
@meeragurung3696,Bidesh Jane,2024-06-05T06:10:23Z,1,Comment,,latin,english,0,2,youtube
@bibekbasnet8789,Nepal mai basinxa😊,2024-03-25T04:25:18Z,1,Comment,,latin,english,1,3,youtube
@basanta6120,"+2 ko result paxi mero family le nai malai Australia jaana malai suggestions diyo, maile tyo bela vaneko yaad aauxa desh mai hurkiye desh kai hawa maa saas fere ek choti prayas nagari nai xadna ta milena ni <br>Ani ahile 2 barsa huna laagda ma tyo decision katai galat ta vayena vanera sochxu <br>Ahile 3 ota degree sang sangai pursue gardai xu nepal mai, CA, ACCA ra BBS gardai xu <br>Paisa kharcha vairaaxa<br>Mero school ko class maa ahile ma matra nai hola jo kita bidesh gaako xaina wa jasko process chaliraaxaina bidesh jaane <br>Sathi haru le pragati ta garinai raaxan tara ek choti prayas nagari ta ma yettikai desh ko maya marne waala xaina <br>Euata matrai cheez chaiya xa haamilai ra tyo ho CHANGE <br>Euata matrai change ani this country will be a land of opportunity<br>Atti pani ta atti nai vaisakyo nita kati sahanu vanya <br>Kunai na kunai din ta change aaulanita <br>I am optimistic about this and i can smell a lot of opportunities waiting for us <br>Nepal kai hawa maa saas ferna paaw, nepali mai khulera bolna paaw, nepal xadna man xaina ra jaba samma naramro sanga mero yo biswas vachidaina taba samma yo desh xadne wala xaina <br>Bidesh jaane ho tara ghumna <br>Aba ta change holani vanera aasawadu xu <br>Tara bidesh jaane haru ko pani pida bujxu ra dar laagxa ki kunai din tyo vid maa mani huneta hoina <br>J hos ahile lai nepal mai khushi xu",2024-03-22T15:00:09Z,1,Comment,,roman_nepali,nepali,0,242,youtube
@basanta6120,"@Laxmisharmaa26  it's unbelievable how these 7 months changed my mind. I couldn't even believe i used to think like this 7 months ago😅<br>A lot has happened in the last 7 months. I have been fatigued mentally, physically and emotionally.<br>I have currently shifted my sole focus on acca and i am leaving this country by next year. <br>To live in this place for a guy of my age, everyday frustration gets added and it gets difficult to not get bothered by them. <br>I am not saying Nepal maa kehi garna sakidaina cuz there are many people who are doing so well in Nepal. But for me, Nepal maa basera i can't achieve what i want.",2024-11-16T18:22:42Z,0,Reply,Ugxxgqyx3tM8vUScgRp4AaABAg,latin,english,1,118,youtube
@ariamquoter,"Hey!! I belong to nepal, but I do live now in Australia. What made me stay in Australia is everything. Literally, I am able to make my family happy and myself. Even if you have no experience, you will earn 1 month of nepal salary in 1 shift, I.e. 5 hours. That means 1 day in Australia equals 2 months in nepal. Whatever I earn in 1 year is equivalent to ?? You know the answer now.",2024-03-23T02:48:44Z,1,Comment,,latin,english,0,77,youtube
@dnstar5218,We know that your house mortgage cost 3 lakhs per month <br>Glossaries iteam + clothes 1 lkahs per month <br> insurance 1lakhs per month <br>Just for living ko lagi ho bidesh jani  <br>Hamra ni manxe xaan bidesh and we know how chutiya are they haha😅😅😅<br>Money life vana but happy life naw vanam😊<br>Many more hai bidesh jani paisa kamauni ani nepal aaera chill mah basni tyo chai better hola,2024-03-23T18:44:53Z,1,Reply,UgyPlAUY7-TR4LopvHB4AaABAg,roman_nepali,nepali,4,68,youtube
@Optimist-f6j4c,Genuine saving kati samma hunx uta,2024-03-28T11:06:13Z,1,Reply,UgyPlAUY7-TR4LopvHB4AaABAg,roman_nepali,nepali,0,6,youtube
@m_kawaii_m3lody,​@dnstar5218 sahi bro 😏,2024-11-16T09:04:23Z,0,Reply,UgyPlAUY7-TR4LopvHB4AaABAg,latin,english,1,2,youtube
@m_kawaii_m3lody,Loan ma churlummba dubya xas dhak lauxas 😂,2024-11-16T09:04:48Z,0,Reply,UgyPlAUY7-TR4LopvHB4AaABAg,latin,english,1,7,youtube
@shesh88,आशावादी ।,2025-03-26T14:16:04Z,1,Comment,,devanagari,nepali,0,2,youtube
@Narbir-v44,अब हाम्रो शिक्षा प्रणाली सिपमूलक<br> बनाउनुपर्छ,2026-04-12T05:14:00Z,0,Comment,,devanagari,nepali,0,6,youtube
@VictoriaLynn-mu3gh,Nepal will rise again 🇳🇵,2024-05-01T11:05:09Z,0,Comment,,latin,english,2,4,youtube
@nileshkarmacharya7237,This video must be shared in every schools & colleges in Nepal.,2024-04-10T03:28:04Z,0,Comment,,latin,english,0,11,youtube
@नागरिकन्यूज़,Kati ramro thinks thankyou ids❤❤❤,2026-05-11T13:42:26Z,0,Comment,,roman_nepali,nepali,3,5,youtube
@dipeshchaulagain003,आशा राखौँ केहि त गर्न सकिन्छ<br>गर्नु पनि पर्छ!!🇳🇵,2024-03-22T13:08:14Z,0,Comment,,devanagari,nepali,2,9,youtube
@Digha12,मलाइ विदेश काे भूत न चड्नुको कारण यही आशावादी सोच हो । थाहा छैन ठीक हो कि गलत ❤,2024-03-23T05:16:42Z,0,Comment,,devanagari,nepali,1,18,youtube
@SHIKARI424,आखा भरी आँसु तील्मीलायो सारै मन मा लाग्ने भिडियो ।।।,2024-04-09T07:20:17Z,0,Comment,,devanagari,nepali,0,10,youtube
@lishamagar-cb6vh,You are doing great bro. As a civil engineering student this means a lot to me. keep up the good work.,2024-05-03T09:24:42Z,0,Comment,,latin,english,0,21,youtube
@KUSHALNEUPANE1,Whaa Mero dai ❤❤Kya soch Jay Nepal ❤❤❤🎉🎉same mindset,2025-04-30T10:29:27Z,0,Comment,,roman_nepali,nepali,7,9,youtube
@kailashbhujel7777,सुन्दा एकदमै मजा आयो 🙏 नेपालको यथार्थ 😢,2024-03-24T10:55:32Z,0,Comment,,devanagari,nepali,2,6,youtube
@LaxmanKarki10,Thankyou so much sir for informative and motivative video.❤ 🇳🇵,2025-04-06T22:27:44Z,0,Comment,,latin,english,3,9,youtube
@ecosentry7758,Very powerful words all the best for youth of nepal🇳🇵 ❤🇮🇳,2024-03-26T11:41:34Z,0,Comment,,latin,english,5,10,youtube
@AgyatYatri,"Some heros does not wear cape and you guys are one of them. Thanking your team for this positive effort. As a concerned citizen of Nepal, I request your team to create a video addressing the issue of online toxicity among youth. This behavior, prevalent in social media and online gaming, reflects negatively on our society's youth mentality. I urge you to raise awareness about this issue and its detrimental effects on our future. Thank you for considering this request.",2024-03-27T06:16:53Z,0,Comment,,latin,english,0,81,youtube
