comment,intent,primary_driver,value_orientation,affect
Heart Touching Video... Thank you IDS...<br>I finally Found my Answer❤,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
mon xoyo dai hjr ko kura le..<br>Tara bidesh janu bahyek kunai option xaina...🥺🥺,Pro-Migration,Patriotism/Love,Individualist-Self,Pragmatic
"देशको माया लागेर के गर्नु गरिबि,भोको पेट र रित्तो गोजिले  सताए पछि 😢😢😢म१९ वर्ष मा विदेशिएको हु",Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
"तपाईं अाफ्नाे स्थान बाट सुरु गर्नुहाेस्, म अाफ्नाे स्थानबाट गर्छु । उठाै र जागाै अनि बनाअाै नेपाल देशलाई ❤ 🇳🇵",Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Wow You’re age of 23 and you’re doing great job by staying Nepal.Good quality of information.I became more fan of you ❤,Anti-Migration,Needs Human Review,Individualist-Self,Pragmatic
समसामयिक विषयको धेरै जानकारीमूलक र विश्लेषणात्मक भिडियो।अति राम्रो लाग्यो। देशलाई  नेपाली भएर जन्मनुमा गरिरहन मिल्ने बनाउने जिम्मेवारी हामी नेपाली युवामै भएको बोध गरिएको छ।🇳🇵,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
आज देशमा कोहि बस्न चाहदैनन्  । किन कि  देशमा न राम्रो रोजगार छ  । न रोजगार अनुसार गुजारा गर्न सकिन्छ । त्यो भन्दा डर लाग्दो कुरा  जनता को  मानसिकता नै अलि सक्षम भए बिदेशिने चाहे  आर्थिक रूपमा होस   चाहे शैक्षिक रूपमा होस ।  हुदा हुदा अब त देशमा  कि त कर ले बस्छ कि त बाध्यता ले बस्छ । यस बाट यस्तो स्थिति आइ सक्यो देशमा र घरमा रहेका वृद्ध बा आमा हरु केही गरि बिरामी परे औषधि ख्वाउने र मृत्यु भए सदगत गर्नु परे आर्यघाट मा  छोराछोरी अमेरिका युरोप र खाडि बाट आउँछ भनी मुर्दा घरमा राखी  पर्खेर बस्नु बाहेक अर्को विकल्प  छैन  । राज्य जति जनता बिदेशियो  उति रेमिट्यान्स आउँछ भनी दरिद्र मानसिकता ग्रस्त छ ।,Neutral/Observation,Economic Necessity,Needs Human Review,Pragmatic
"Flawless presentation, best storytelling, full of positive vibes❤<br>Appreciated bro, MAYA❤",Neutral/Observation,Patriotism/Love,Individualist-Self,Hopeful/Motivated
Video ma dherai words ko spelling wrong dekhe please next time dekhi dhyan dinu hola...,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Nice analysis. 100% agree on your points. Stay positive. Peace and ❤,Anti-Migration,Needs Human Review,Individualist-Self,Hopeful/Motivated
This side of youtube ❤❤ Really appreciated your legacy and hardwork.,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
जे शुकै होश नेपाल मै मर्ने हो,Anti-Migration,Needs Human Review,Individualist-Self,Pragmatic
"This is an eye opening content. Ma afu pani 2023 april ma Australia rejected ra asti varkhar march 20 ma Canada reject vayera basirako chu. <br><br>Mero bidesh jane sapana uta gayera settle hunu haina. Ma marne belasamma afno Motherland Nepal ko lagi 1% vayeni contribution dina paun vanne mero soch ho. Bas dimag ma soch yeti thyo ki maile chayeko kura Nepal ma vanda bidesh ma chito pura hunxa।<br><br>प्यारी नेपाल आमा, मैले आमा काे माया राम्रो सँग नपाएनी हजुर ले मलाई धेरै माया गर्नु भएको छ। मैले आफ्नो जीवन मा चएको सबै कुरा त पाएको छैन तर जति पाएको छू त्यति पाउन को लागि पनि धेरै भाग्यमानी हुनुपर्छ। नेपाल काे विकास मा केइ न केइ योगदान दिएरै मर्नेछु। ❤️🕉️<br>जय जन्मभूमि🇳🇵🇳🇵🇳🇵🇳🇵",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
MA TA DESH MAI BASNE HO SAATHIII!!:)❤,Anti-Migration,Patriotism/Love,Collectivist-Nation,Pragmatic
Aaile desh vitrai basne haru ko love ta secure hudaina 😢,Neutral/Observation,Patriotism/Love,Individualist-Self,Despairing/Sad
We should support our Nepali content creators. ❤,Neutral/Observation,Patriotism/Love,Individualist-Self,Hopeful/Motivated
Sai hooo Daiiii 💗💗,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
सबै बिदेश गयर ५/१० लाख जनता मात्रै बसे भने पनि  आफू त देशमै बसिन्छ।,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
You are always right in your all videos bro always with you ❤❤❤❤,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
❤❤❤💐💐i am so motivate  dai lots of love ❤❤,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
"Thank you for making this video........आजको दिनमा बाहिर जाने च्यालेन्ज होइन , नेपालमा बस्ने च्यालेन्ज हो।।।nepal ma nai basne decision ajha justify garidinu bhayeko ma thank you",Anti-Migration,Patriotism/Love,Individualist-Self,Pragmatic
"असहज परिस्थितिमा सुविधा खोज्दै देश त्यागेका हरु,जस्ले नागरिकता त्यागे,नेपाली ढुकुटी रित्याउन मात्र सहयोग गरे भविष्यमा ती हर लाई नेपाल घुम्न आउन पनि बन्देज गरिने छ।।",Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
८०% बिदेश बाटै हेर्दै होलान् यो भिडियो।,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
This video made my day ❤,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
लोकसेवा मज्जा ले पढ्ने नाम निकाल्ने। परिवारको खुसी र आमा भन्दा ठूलो कोही हैन।😊 Thank you Dai,Neutral/Observation,Needs Human Review,Needs Human Review,Hopeful/Motivated
"तपाईंको videoले मन छोयो, आफ्नो देश प्रतिको मोह र माया अझै बढायो, म नेपालमै सानो Business गरि बसिरहेको छु र कहिले business न चलेर साच्चिकै पलायन हुने मन बनि हाल्छ तर अब नेपालमै बस्नुपर्छ भनि लाग्यो 🇳🇵",Anti-Migration,Patriotism/Love,Individualist-Self,Pragmatic
This video is life-changing. Thank you for sharing it.❤❤❤❤❤,Neutral/Observation,Needs Human Review,Needs Human Review,Pragmatic
Yo video ma mention huna xuteko ra arko bidesh jani karan vaneko aajkal even afno parents haru lai waha haru le bhogeko kura haru le garda nai afno xora chori haru lai yo desh ma rakhna xaina hamro age ko youth le chahi future ma desh ma opportunity dekhexam hola tara dherai jasto  parents haru ko najar ma sirf challenges ra obstacle xa tesaile waha haru le afno xora xori haru lai jasai bidesh pathaunu parxa vanni soch xa,Pro-Migration,Economic Necessity,Collectivist-Nation,Angry/Frustrated
I'm 15 yrs old and watching your videos made me realize many things  i wouldnt realize even after 10 years I'm grateful that you are inspiring youths like us and I'm grateful to be in this side of social media and someday our country will shine if we are try to be like you and I hope someday i can meet you and pay my respect for you😄anyways a lot of respect and support for you dai!!!,Needs Human Review,Needs Human Review,Collectivist-Nation,Hopeful/Motivated
Bro I believe that one day we will be Nepal 🇳🇵 day <br>One day all will Happy and proud for our country <br>One day we will make our country better than other's <br>We will do it together One day,Neutral/Observation,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
You have so much positivity at the end. Love you man!!,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
"I was confused whether i need to go abroad or be in Nepal. Due to that I was so much distrubed. After watching this video, now I am pretty much clear and know what to do in my life. I have able to find out the difficult question of my life. I am really really motivated from this video. So, for now I would like to say thank you so much in advance.",Pro-Migration,Patriotism/Love,Individualist-Self,Hopeful/Motivated
"A perfect video,, you are a real YouTuber ❤🇳🇵",Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
I was born in Nepal and I will die in Nepal coz i love my contry no matter what❤❤❤❤,Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
Good video <br>Keep spreading such a positive message and awarness to youths which seems too urgent to inspire  them for staying in nepal,Anti-Migration,Patriotism/Love,Individualist-Self,Needs Human Review
Very informative and touching video ❤,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
"Hats off to the team for the research, dedication and efforts to gather and present information. A serious issue like this needed our attention. Bitter truth sad reality much to be done.",Needs Human Review,Needs Human Review,Individualist-Self,Despairing/Sad
Great research ❤,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Thank You IDS for such a informative Video.❤appreciate it❤❤,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Best video ever! Loved it!!,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Yo sabai Nepal sarkar ko karan le garda ho. Auta kura thaxa dai bahirako deshko pm harule hami kasari aafno desh ko yuwa haru lai ramro sip dine kasari janata haru lai sip diyera aafno desh ko bikas garne sochxan ani hamro deshko beta haruko tap hero nahh ta social media haru lai ramro garda nata yako yuwa haru lai ramro sip ra sixya dine garxa. Aile herne ho vane nepalma harek yuwa ra harek Bachcha Jo school college m padxan sabai ko soch vaneko bahia desh janu nei xa...,Neutral/Observation,Patriotism/Love,Collectivist-Nation,Pragmatic
नेपाल तिमी रहौला कहा नेपाली नरहे !,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Wonderful video!,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Bro Ending is Beautiful ❤️🇳🇵🙌,Neutral/Observation,Needs Human Review,Individualist-Self,Hopeful/Motivated
"That line hit me ""what do you want ?""",Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Ahile eaklo mahasus Vai sako bro 😢😊,Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
Thank you so much for this awesome video ❤❤ keep it up ❤,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
"No matter how many people left Nepal they will sill connect with various ways to Nepal ,so there is still a chance we can generate income from them as various businesses will rise 😄 lets search for it 😁",Needs Human Review,Economic Necessity,Individualist-Self,Hopeful/Motivated
Waah what video guys ❤❤ Hats off 👍👍,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Zakir khan gave that Masterclass 💜,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Very much true...well said..,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
One of the best video ❤,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
"भाइलाई Hope रैछ नेपाल बन्ने तर मलाई छैन , गफ दिएर भिडियो बनाउन सजिलो छ Reality फरक छ । यो देश कम्तीमा मेरो पाला सम्म चाहिँ बन्दैन भन्नेमा म ढुक्क छु ।",Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
"Maybe it can be helpful for somebody, especially for students, just don't give your full time to course book. Read and learn about share market, content creating, can learn barista, driving, cooking, even go for the labour job, discuss with friends about ideas and business. For now, you may not make money but you will know lots of thing like investing ideas, communication skills, personal budgeting, how to deal with people and of course will be more confident. <br><br>And life is all about selling yourself and you need to know how to sell to get the best price.😊😊<br><br>Good luck for everyone. Cheers",Needs Human Review,Economic Necessity,Individualist-Self,Hopeful/Motivated
Right Remote jobs is the future for Nepal..i also work remotely and  I'm making really good income 😊,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
आज  धेरैमा ७ वर्षको लागि देश छाड्ने अनि फर्की आउने उदेश्यका साथ नेपाल छाड्दौ छु <br>हाल मात्र १८ वर्षको छु <br>फर्की आउने छु <br>नत्र पाप लाग्न सक्छ जन्मभुमि को😢😢😢😢😢😢😢,Neutral/Observation,Needs Human Review,Individualist-Self,Despairing/Sad
Now make a video on ‘why to leave Nepal as soon as possible’.,Pro-Migration,Needs Human Review,Individualist-Self,Pragmatic
Bro the job you talking about will soon take over by AI,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"bitter truth: yo desh ma basne vaneko  bidesh jana nasakeko,  bahira gayera settle huna nasakne matra ho. Ani freelancing garera 4-5 lakhs Nepal mai kamaune vaneko 1000 jana ma 10 jana matra ho. Jaba samma desh banauxu vanne mansaye vayeka 2,3 wota political party haru aaudainan taba samma yei desh ma vabisye banla vanne aasai nagarum. 1, 2 jana le matra desh banauxu vanera politics ma ayeka haru lai k k vai ra xa, kati tira bata khutta tanne haru aauxan sabai lai thaha nai xa.",Anti-Migration,Economic Necessity,Collectivist-Nation,Needs Human Review
Khoe Nepal mai garnu parxa vaner 2020 dekhi Nepal mai business garn thaliyo. 2023 ma aayer Survived garn garo hun lagyo .. finally 2024 ma des xodn fully ready vaye,Anti-Migration,Needs Human Review,Individualist-Self,Pragmatic
Moh ewta artist ho dhunga bata banauchu monthly 50 60 kaile 70 ni hunchh tarw ooni pugeko choina nepal ma last option baira nei dekhira chu rw chitoi jadei poni chu😊😊😊,Anti-Migration,Needs Human Review,Individualist-Self,Hopeful/Motivated
you should use more nepali words because when we share this to our older parents they could easily understand.,Needs Human Review,Family Obligation,Collectivist-Family,Hopeful/Motivated
मैले पनि 2023 मा देश छोडेको हाल कुवैत को खाडी बाट😢,Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
"Euta home renovation ko kaam liyeko thiye, ghar ma dui jana 70+ ko aama buwa matrai hununthyo. Chora chori sabai jana bides ma, utai settle vaisaknu vayeko raicha. Work suru gareko first day, kaam sakera site bata niskinu aghi aama le mero hath samaudai vannu vayo ""Hamro chora chori j vane pani babu nai hunu vayo aba, afnai ghar samjhera gardinu hai, hami buda vayeu, kei garna sakdainau, garo cha hamilai. Babu le chai afno aama buwa lai kailei chodera najanu hai"". Akha rasayo. Aja pani tyo aama ko kura samjhida akha rasaucha.",Neutral/Observation,Family Obligation,Collectivist-Family,Angry/Frustrated
"""You're parents aren't against you're passion, they just don't wanna see their child starving"" don't know but it hit different",Needs Human Review,Family Obligation,Collectivist-Family,Pragmatic
baru Nepal mai garna sakne business ke ho bhanera bhannu na,Anti-Migration,Needs Human Review,Individualist-Self,Pragmatic
"When I grow up, I want to study Paleontology(Dinosaur and prehistoric life fossils)but im worried that it wont work here in Nepal. So what i am planning to do is:<br><br>Pass Bachelors, Go abroad, still have Nepali citizenship and passport. Study Paleontology. In my last year of being abroad. Consult with locals. Find out how they turned Their country good. Come to Nepal, spread awareness.Or anything to change Nepal.Hopefully",Needs Human Review,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
siringai vayo guee nai dai,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
नेपाललाइ इसाई देश बनाए सबै समाधान हुन्छ,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Bolna payo vandaima j payo tei nabol hai fatah,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
कुनै समय गांउबाट १ जना बिदेश जादा मन भारी लाग्थ्यो अहिले आफै परदेश आइपुगेको छु। मायाले मात्र नपुग्ने जिन्दगी चलाउनलाई।😢,Neutral/Observation,Patriotism/Love,Individualist-Self,Despairing/Sad
Watch more then 10 time❤🫠,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Des naxadne yeutai kaaran ......maya😢😢,Neutral/Observation,Patriotism/Love,Individualist-Self,Despairing/Sad
Well ask those who just completed their +2 study who are middle class. <br>How difficult to  get job and complete family dream😢😢,Needs Human Review,Economic Necessity,Collectivist-Family,Despairing/Sad
America ma thiye aaile nepal mai kei garxu vanera 17 barsa pachi aaye ...aaile geda jasto vayo,Anti-Migration,Patriotism/Love,Individualist-Self,Pragmatic
नेपालमा बसेर कम्तिमा मेडल क्लास परिवार कमाउन सकिन्छ  ?<br>आफ्नै पैसाले बिहे गर्न सकिन्छ ? <br>के हामी हाम्रो हजुरबुबा जस्तै सम्पत्ति किन्न सक्छौं? <br>के हामी भारतीय जस्तै कार किन्न सक्छौं?,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Part time job really needed,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"As a recently +2 graduated guy who is sick of thinking abroad or Nepal , this video changed my point of view and  now i think i know what to do, loved your video ❤",Needs Human Review,Patriotism/Love,Individualist-Self,Hopeful/Motivated
Same bro,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
25 rs ko chiya khane paisa hudina aafu saga kam  khojyo vani ne ramro pauna garo xa  dhearai kamauna neta ko source chayo ani aafu sagai padeako sathi lea gako 1.5/2 barsa ma 50lakh dheaki 2cr samman kamaye vabda hami pagal matrai huna Baki xum,Neutral/Observation,Economic Necessity,Individualist-Self,Needs Human Review
1 subscriber 10 marks❤😅,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
South Sudan Nepal bhanda garib ho vane ki tya jagir pauxa Nepal ma paudaina 😂😂😂😂😂😂nepis,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
I live in Australia. Akhir kei nai rahyo Nepal ma mero lagi. <br><br>Tyo samaj jasle ma khelda sano ma malai bigreko kta vani Tag lagayo.<br><br>Tyo samaj jasle malai SLC ma kasko chorera pass vais vanyo.<br><br>Tyo samaj jas le malai kaile ijjat garena<br><br>Tyo samaj jasma mero dady lai dukha ko ghadi ma help garna koi ayena.<br><br>Tyo samaj jaha khutta tanne manxe haru ghar ghar ma basya xan<br><br>Maile dukha bahek kei nai payena.<br><br>Tara aja awastha ferieko xa<br>Jaba ma saga pr vayo paisa vayo<br><br>Aja ma saga sathi huna sap khojxan<br>Kaile nasuneko Afanta haru le mero xora xori bolauna paro eta uti vandai bolxan<br>Suddenly jo manxe le malai reject garya thi aja biha garum vanxa<br><br><br>Nepal lai maya garxu but Nepali soch lai gardina. Australia le mero harek dukha ko ghadi ma abhiwahak sara maya gareko xa<br><br>Nepali hu but Australian pani. Dubai mero mutu ko tukda hun <br><br><br>Tehi sama,Needs Human Review,Needs Human Review,Individualist-Self,Angry/Frustrated
"अब को १० बर्ष पछि नेपाल धनी हुन्छ। म चाहिँ १० बर्ष सम्म World Travel गरेर नेपाल फर्किन्छु। 😅😅😅  Yes ma ni freelance & online business ko through earn garchu so, IT sector ta सदाबहार हुने नै भयो, पछि Roads & Transportation को सबै सुबिधा भएसी Organic agricultural & Farming in hilly regions,  Religious Tourism (mainly Hindu& Buddhist tourist from India & China etc countries) & Spiritual Tourism(yoga, medidation, retreat centre, spa etc), & tourism connected with nature(mountain climbing, hiking etc ). Yehi ho nepal को कमाउने आधार।",Needs Human Review,Patriotism/Love,Individualist-Self,Pragmatic
10 Reasons SOONER or LATER Everyone will Left 🇳🇵Nepal 😢 😪 <br>https://youtu.be/AlcahONiYOc<br>Either It's For Further Studies or Work,Neutral/Observation,Needs Human Review,Individualist-Self,Despairing/Sad
"15"" /20 वर्षपछी नेपालमा खाडी जाने पुस्ता नभए देश कसरी चल्ला??? point to be noted",Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
I’m living in abroad right now. <br>I’am sure many Nepali like me wants to go back to Nepal at certain point. <br>But there is only one question that’s stopping Nepali youth from coming back. <br>FARKERA K GARNI ??? <br>You also know that positive news about Nepal rarely comes out. <br>Could you please make a video regarding stuffs that people can do  after coming back to Nepal and their chances of success.,Needs Human Review,Patriotism/Love,Individualist-Self,Needs Human Review
"Mero concern yehi ho!<br>World scenario etee bela third world ko dhoka ma ubheeko cha, ra sansar bhari War front khuli raheka cha, jastae Russia v/s  Ukrain  (U. S) Nato Israel vs hamas iran, Pakistan vs Taliban Iran china vs Taiwan Armenia Ajarbejaan!<br>Bholi ko din ma afania desh kaam laagne ho!",Pro-Migration,Needs Human Review,Collectivist-Nation,Pragmatic
"ma ayo vedio bidesh (portugal)  mae basarh hirako xu , at first ma nepal ma huda pani bidash nae saab thak jasto lagthyoh but after when i came abroad, things are not like what i think in nepal.  hola nepal vanda ali bade income ta hola but eha kharcha pani tastie hunxa. like you said maya. yes thats really matter i miss every things of nepal, eha ayrh tha vayoh ke ateh mahant garni baru nepal mae garako vayah i will be more happy. i want happiness in my life so ava ko 1 or 2 years mah i will be returning my country nepal.  <br>from my side what i suggest is bidesh ghumnu parxa ,thawu dakhnu parxa but j vayah pani afno thawu vanko afnie hunxa ayoh kura bideash gayah paxe tha hunxa kasto hunxa afno manxey haru ko najik rahada.",Needs Human Review,Patriotism/Love,Collectivist-Nation,Pragmatic
"23 barsa mai bachelor sakkaunu vayexa Nepal ma basera pani....sure bideshi university hola, bideshi university na vaye TU chai pakkai haina hola 😂😂😂",Needs Human Review,Patriotism/Love,Individualist-Self,Pragmatic
Bidesh jane because no nepali school certificate value😢,Pro-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
"Nepalese society jamider cha ahile,<br>Mero chora ya chori lai bidesh pathaunu parcha. <br>Tei society ko manche haru corrupted politician lai vote dinchan,<br>Doctor or Engineer padnu parcha hai arubpadera kam chaina vaane yaiyat mindset society<br>Aru pani factor haru chaan.",Pro-Migration,Patriotism/Love,Needs Human Review,Angry/Frustrated
Yes I agree with you bro,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Everyone: Nepal mai basau ki bidesh jau..<br>Me: ek choti bidesh gayera paisa kamayera Nepal mai chill garxu 😅❤,Anti-Migration,Economic Necessity,Individualist-Self,Pragmatic
Can I use some of your video clips to share with my friend and family?,Neutral/Observation,Family Obligation,Collectivist-Family,Pragmatic
"You dont owe the country anything.. you also dont have to feel responsible for the nation future. Desh establish garne ko pariwaar lai ta public le nikali dio , who are you? Follow and do what is best for your family and you. Hoping and waiting for Nepal to transform is just being delusional.. if you want to live in Nepal great enjoy.. just dont keep telling yourself 10 barsa pacchi ramro huncha.. be preprared to live in Nepal of today not in the imaginary ideal Nepal.",Pro-Migration,Needs Human Review,Needs Human Review,Needs Human Review
Akhir katin jeel tyo aash ma basni??,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Europ ko sabai vnda grib desh ho Romania 🇷🇴,Neutral/Observation,Patriotism/Love,Collectivist-Nation,Pragmatic
195 desh vako sansar ma 205 ota desh gaidinxan nepali haru🤣,Neutral/Observation,Patriotism/Love,Collectivist-Nation,Pragmatic
जुन दिन देश छाडेको थिए । तेई दिन कसम खाको थीए एक दिन फर्केर केहि गर्छु भनेर र म फर्किन्छु मलाई म माथि बिस्वास छ 🙂,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
फर्किनु पर्छ सर।।<br>पुर्खाको भुमी बिगार्ने कि बनाउने हाम्रै हातमा छ।।<br>हामी पछिको पुस्ताको निम्ति अलि ज्यादा मिहेनत गरौन।।,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
आखिर कैले सम्म चै भाग्ने र सर 🙏,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
"We must leave nepal because whatever is important for a Nepali citizen to get better life or rich life, it is banned<br>For example; crypto banned in nepal",Pro-Migration,Needs Human Review,Individualist-Self,Needs Human Review
Nepal ma aba nepali hoina neta ra teska jhole karyakarta matarai huneyxa,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Angry/Frustrated
"Mailey ni paila janxu bhaneko. Paxi dherei ghatana haru dekhey, afno pariwar sanga time bitauna sakina bhaney jindagi jiuna ko maja k xa rw jhai lagyo. Ayiley padhdei xu yetei. Mero lakshya bhaneko kehi ramro garera yetei pariwar sanga time spend garney majaley. But yesto dar ni xa, paxi kehi na bhayera bahira po jana parlaa ki.. rin lera padhdei gareko, paxi tirna na sakera bahirei jana parxa ki?... Nepal maa ramro garxu bhanney ko kaam xaina, sayad mero ni hunxa jasto ni lagdeina✨🖤",Anti-Migration,Family Obligation,Collectivist-Family,Needs Human Review
"But dhukka chai bhaye, IT student hu ramrei khalko❤",Needs Human Review,Economic Necessity,Individualist-Self,Pragmatic
What about AI,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"What about people who don't want to be IT professionals? What if someone wants to be a teacher or a doctor, an astronaut, a Biologist, a Maritime professional etc etc. It will always be better for them to get a great  residency in more developed countries as they will get more facilities than working in a government school or government hospital and many jobs don't even have a sector in our country<br>The entire country cannot develop with just IT professionals<br>You blame the youth for leaving the country, avoiding learning skills, and being unpatriotic while you suggest a selfish approach that benefits only the people interested in IT",Needs Human Review,Economic Necessity,Individualist-Self,Pragmatic
"Kehi mahina ma iPhone, Mac computer, ghar ra gadi huncha bhannu chai ekdum galat ho. Ma bideshiyeko 20 yrs bhayo. Tara euta ghar, gadi, iPhone, Mac laptop kinnu kati dukha garey malai matra thaha cha. Esto fictional info nadiyeko best hola. Esto nachahiney bhram failaunu uchitt hunna. Kehi mahina ma gadi ra ghar jodhca bhannu jasto galat info dinu tapai haru ko jasto channel lai suhaudeina. Ajha whole family lai iPhone pathaucha arey. Esto hasauney kura nagarnu best hola",Pro-Migration,Family Obligation,Needs Human Review,Pragmatic
Bidesh Jane,Pro-Migration,Patriotism/Love,Individualist-Self,Pragmatic
Nepal mai basinxa😊,Anti-Migration,Patriotism/Love,Individualist-Self,Hopeful/Motivated
"+2 ko result paxi mero family le nai malai Australia jaana malai suggestions diyo, maile tyo bela vaneko yaad aauxa desh mai hurkiye desh kai hawa maa saas fere ek choti prayas nagari nai xadna ta milena ni <br>Ani ahile 2 barsa huna laagda ma tyo decision katai galat ta vayena vanera sochxu <br>Ahile 3 ota degree sang sangai pursue gardai xu nepal mai, CA, ACCA ra BBS gardai xu <br>Paisa kharcha vairaaxa<br>Mero school ko class maa ahile ma matra nai hola jo kita bidesh gaako xaina wa jasko process chaliraaxaina bidesh jaane <br>Sathi haru le pragati ta garinai raaxan tara ek choti prayas nagari ta ma yettikai desh ko maya marne waala xaina <br>Euata matrai cheez chaiya xa haamilai ra tyo ho CHANGE <br>Euata matrai change ani this country will be a land of opportunity<br>Atti pani ta atti nai vaisakyo nita kati sahanu vanya <br>Kunai na kunai din ta change aaulanita <br>I am optimistic about this and i can smell a lot of opportunities waiting for us <br>Nepal kai hawa maa saas ferna paaw, nepali mai khulera bolna paaw, nepal xadna man xaina ra jaba samma naramro sanga mero yo biswas vachidaina taba samma yo desh xadne wala xaina <br>Bidesh jaane ho tara ghumna <br>Aba ta change holani vanera aasawadu xu <br>Tara bidesh jaane haru ko pani pida bujxu ra dar laagxa ki kunai din tyo vid maa mani huneta hoina <br>J hos ahile lai nepal mai khushi xu",Anti-Migration,Family Obligation,Collectivist-Family,Needs Human Review
"@Laxmisharmaa26  it's unbelievable how these 7 months changed my mind. I couldn't even believe i used to think like this 7 months ago😅<br>A lot has happened in the last 7 months. I have been fatigued mentally, physically and emotionally.<br>I have currently shifted my sole focus on acca and i am leaving this country by next year. <br>To live in this place for a guy of my age, everyday frustration gets added and it gets difficult to not get bothered by them. <br>I am not saying Nepal maa kehi garna sakidaina cuz there are many people who are doing so well in Nepal. But for me, Nepal maa basera i can't achieve what i want.",Anti-Migration,Needs Human Review,Collectivist-Nation,Hopeful/Motivated
"Hey!! I belong to nepal, but I do live now in Australia. What made me stay in Australia is everything. Literally, I am able to make my family happy and myself. Even if you have no experience, you will earn 1 month of nepal salary in 1 shift, I.e. 5 hours. That means 1 day in Australia equals 2 months in nepal. Whatever I earn in 1 year is equivalent to ?? You know the answer now.",Needs Human Review,Economic Necessity,Collectivist-Family,Pragmatic
We know that your house mortgage cost 3 lakhs per month <br>Glossaries iteam + clothes 1 lkahs per month <br> insurance 1lakhs per month <br>Just for living ko lagi ho bidesh jani  <br>Hamra ni manxe xaan bidesh and we know how chutiya are they haha😅😅😅<br>Money life vana but happy life naw vanam😊<br>Many more hai bidesh jani paisa kamauni ani nepal aaera chill mah basni tyo chai better hola,Pro-Migration,Economic Necessity,Individualist-Self,Pragmatic
Genuine saving kati samma hunx uta,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
​@dnstar5218 sahi bro 😏,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Loan ma churlummba dubya xas dhak lauxas 😂,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
आशावादी ।,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
