comment,intent,primary_driver,value_orientation,affect
please make a content on fixed ma paisa rakhera basne ra aseet ma invest garnu satta materials ma paisa invest garne trend,Anti-Migration,Economic Necessity,Individualist-Self,Pragmatic
Probability Ra reality to different things k huncha vandha ni ! self growth ma Manche ko focus huncha home country or foreign country is two choices we all Nepali  have desh bhakti won't make food on the table better career money makes food on  the table at last the question arise should we leave or should we stay 😢,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"31 yr old Nepali - (British national) -  In the UK and other global economies, the rapid advancement of AI and digital systems is transforming the job landscape, leading to significant shifts in employment. Roles traditionally reliant on human input, such as administrative coding, web development, IT administration, social media management, video editing, graphic design, accountancy, and even positions like purchasing managers and administrative staff, are increasingly being automated and AI. This trend has led to notable job reductions across various sectors; for instance, PwC has released 5,000 employees, Citigroup has reduced its workforce by 4,000 to 5,000, and similar actions have been taken by Barclays, HSBC, and numerous other firms within the accounting, technology, and communications industries. In response to these changes, professionals are encouraged to pivot towards careers that are more resistant to AI disruption, focusing on areas where human expertise and creativity remain irreplaceable.",Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
"A bit emotional😶<br>consumption गर्नु मात्र सफता हाेइन्। विदेश गएर मेराे जीवन त सुखि हाेला तर मेराे समाजमा कस्ताे असर पर्छ, देशमा कस्ताे असर पर्छ ध्यान दिन आवश्यक छ। प्राण भन्दा प्याराे मेराे देश ❤️❤️🇳🇵🇳🇵",Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
Lasta mah tei maya pani poila hindinxa paisa na bhaye kura kura nai ho risk lina lai capital xa bhane nepal basney gujara garera matra life chaldaina ni hajur just job garera hudaina,Anti-Migration,Economic Necessity,Individualist-Self,Pragmatic
Totla bro keep going,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
We can do it ma pani khi samaye paxi farkera  afnai desh ma khi garne xu rahara le hoina badataya le desh chodeko ho    love Nepal  my country my soil.💚❤️,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
I'm IT students but i dont hava any idea 😍,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
माया मुजि मोह ले मात्र के गर्नु देश को माया त लाग्छ नि |,Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
purai sunepaxi aakha vari aashu vayo🥺🥺desh kaha jadai xa tw..?,Neutral/Observation,Patriotism/Love,Collectivist-Nation,Pragmatic
"परिस्थितिले जन्मभुमिमा कर्म गर्न नसकेपनि, मर्न पाउ।",Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
अबको १०० बर्षमा नेपाल शक्तिशालि देश मघ्येमा गनिनेछ,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Think me immature but leaving country is good for our family ❤,Neutral/Observation,Family Obligation,Collectivist-Family,Pragmatic
Malai pani tei Kanxa dai huna ta mann xa tara k garnu 😢 badyeta xa k garnu,Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
Kam xaina 100 jana ma janma 1-2 jana lay garera k hunxa ra desh ma aru 98 jana chai bidesh jana bahek option nai xaina,Pro-Migration,Patriotism/Love,Collectivist-Nation,Pragmatic
rahar ley haina badhyata ley ho hajur 🥲,Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
hello i’m from india but i’m nepali i was think same 🥲,Neutral/Observation,Patriotism/Love,Individualist-Self,Despairing/Sad
ए सुदिप भाइ नेपाल मा हिजो नेपाली नेपाली बिच प्रतिस्पर्धा(competition) थियो तर आज जसरी असरल्ल भारतिय हरुलाइ नागरिकता बाडिदै छ नि हो त्यसरी नागरिकता बाडिदै गर्दा नेपाल त रित्तो हुदैन तर नेपालमा नेपाली पनि हुदैनन् भन्ने मा चै म पक्का छु।त्यो एङ्गल बाट पनि सोच्नु जरुरी छ है सुदिप भाइ।<br>भोलि नेपालमा लोकसेवा मा नाम निकाल्ने भारतिय हुनेछन् जसले नेपाली नागरिकता सजिलै पाउदै जादैछन।,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
"Leave Nepal 🇳🇵 as soon as possible. Otherwise,there are only regration .time mai country India lai diyara sab nepali bahira jaam",Pro-Migration,Economic Necessity,Individualist-Self,Pragmatic
Ofcourse leaving is best option,Pro-Migration,Economic Necessity,Individualist-Self,Pragmatic
Hamro ta vabiswa andakar vayo...tara pani hami vanda tallo pidiko vabiswa ujwal rahos...,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Yeah major cities of nepal should be converted into 24 hours. Tokyo is the best example for it,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Hopeful/Motivated
crypto earnings ni xa but thorai xa <br>at least dollar ma income ra rupees ma outgo vaye raxa,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
I got my US visa on 20th feb . Desh ma basera aafno baba mamu sanga meetho maseeno khara basni rahar theeyo tara din dinaie desh ko estithi ane aafno ghar ko reen lea garera badya vayeara jana lako ho. Desh ko yuva lea desh banauni vanxha tara banaunai thau naie didaina ane last option naie yeei hubxha☹️,Anti-Migration,Patriotism/Love,Collectivist-Family,Pragmatic
Bro hami jagga jamin nahune harulai tyo khali vako jagga 4/6 ana matra sarkarle diyeni yei basinthyo tara 4 aama jagga kinne paisa jogauna bidesh jana parxa,Pro-Migration,Family Obligation,Collectivist-Nation,Pragmatic
IT sector is in watchlist of this corrupt government on how to get more tax or benefits from them. What is sad and true is that which ever sector grows the government of nepal want to take advantage of that other than let them grow more….,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Angry/Frustrated
दाई मलाई पनि यस्तो लाग्छ यो अर्काको देशमा कामै गर्न मन छैन भनेमन पर्दैन मलाई।,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
I hope for my job if nepal cant provide me part time or full time I will leave for sure. lol,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
Jati bikas uti nai binas ho atti chai bujhau sabai le,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Yo country ma kohi pani nabase hunxa,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Pragmatic
Desh ko Chinta hamile matra garera K huncha!,Neutral/Observation,Patriotism/Love,Collectivist-Nation,Pragmatic
"Nepal is love.. but corruption, manipulation and harassment from authorities in Nepal is what made me leave. I don't want to feel helpless knowing I am getting robbed in every single way. I still see no hope there and I don't ever plan on returning. I am sorry guys. Peace out. 🤍",Anti-Migration,Systemic/Political Anger,Individualist-Self,Angry/Frustrated
IT Ko ne nepal ma kam chaina i9 auda 8085 padaucha algorithm ko nam ma 19 year ago use algorithm padaucha,Anti-Migration,Systemic/Political Anger,Individualist-Self,Pragmatic
म बाँचे नबाँचे पनि मेरो देश बाची रहोस् 😢🇳🇵,Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
म एउटा 24 बर्षिय युवा हु 8 बर्ष भयो बिदेस बसको तर एसरि दन प्रती दिन बिदेसिनेको सङ्ख्या बडेको सुन्दा दुख लाग्छ,Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
सबैभन्दा पहिले थोरै हेरेर गरेको कमेन्ट् हो UAE धेरै आउनुको Reason पनि एता बाट अलिकति सजिलोसँग europe जान मिल्छ भन्ने हाल्लालेहो तर सबैभन्दा धेरै ठगीको शिकार हुने नेपाली हरु नै हो है UAE मा 🙏🙏बिचार आफ्नो हो😢,Pro-Migration,Economic Necessity,Individualist-Self,Despairing/Sad
नेपाल भनेको झोले बिद्यार्थी संगठन कार्यकर्ता को बस्ने ठाउँ  हो,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
Bottom line:...Go follow your dream!!!,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Ma pani japan aako 10 yrs pugexu,Pro-Migration,Economic Necessity,Individualist-Self,Pragmatic
"India ani Nepal ka nagarik matra chhan rw yo bishwo ma, jo canada ani australia jasta country haru le hire garne. World ma kati dherai country haru chha jaha nepal ko bhanda quality education deeinchha. Mero desh jaile yestai.",Pro-Migration,Patriotism/Love,Collectivist-Nation,Pragmatic
"Delivery garna khojeko kura ramro chha. Opinions chahi I'd like to hear less. Manipulative lines pani chhan. Positivity failauna khojeko video ma negative line kam gareko bhaye better hunthyo jasto lagchha. (Neta harule desh bechenan bhane... purely emotional line).<br><br>Quality control issue chahi ali dherai raichha. Spelling mistakes (Quatar, नाहुँदा...) in edit, name nai arko (Suvas - Santosh) and more. Recheck before uploading so quality is improved overtime.",Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Pragmatic
Derai gahan subject lai uthaunu vayo,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
रोमनिया को mbc नेपाल आउछ भन्ने समाचार आको थियो खै कहिले आउछ समाचार बनाउन पर्यो,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
Everyone didnot earn money  in international,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
Babu timilai pani kasaile dependent ma japan ya kunai aru desh jau vanyo vane timi pani hidihalxau. <br>Ya timilai D.V paryo vane timilai jadainau ta. Sabai taak pare tiwari natra gotame ho.. bro so chill..,Pro-Migration,Patriotism/Love,Collectivist-Nation,Pragmatic
why should i stay in nepal give me one reason?????,Anti-Migration,Systemic/Political Anger,Individualist-Self,Pragmatic
Yetti herexi ta jhan bidesh nai jane confrom <br>Ma ni 4 barsa aaghi samma ta mareni bidesh janna vanne manxe ma aaile Maldives aako xu 6 mahina vo aaba 19 mahina ma farkiyera poland jane sochma xu ma ni kinaki maileni nepal mai kei garxu janna bidesh vanera pikup kinera chalauthe aafai tara k garnu  lastko chunab paxi artha tantra damadol tax. Matra dherai ani aako xu kehi sammaya lai yaha farkiyera nepal aayera sadhaiko lagi Europe lagxu ma pani ani tapaile pariwarko kura garnu vo maya ko kura garnu vo xoro manxe le taba matra izzat ra maya pauxa jaba usle kamayera sabai lai khusi rakhxa ani matra uh ni khusi hunxa izaat maya pauxa.😊😊😊<br>Kehi galti bolema mafi pau😊😊,Anti-Migration,Family Obligation,Collectivist-Nation,Despairing/Sad
bro timi le po youtube bata dollor chapiraxau <br>Ta hami jasto middle class le garne vanekai<br>Bidesh ma kam ho,Pro-Migration,Patriotism/Love,Collectivist-Nation,Pragmatic
Nepal la India lai pani pani banauna man xa 1 cheez vanxu hamro. Nepal ko pani boarder line ma akatha grarw golo banauna india lai antatika tira janxa 1ota sio ghusyo vana kasto ananda auxa birami lai relax hanxa tasti hamro nadi lai boarder ko purva paschim ghumaidina pani ko dyam banauna 50 60 tala samma ko badi bolyo vana missile defence la Vanda Pani pani gardina boarder ma aarpar air mtra grako ramro ho ajib xan nepali manxa,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"Exodus of viable youths abroad looking for a better prospects is not a new phenomenon and Nepal is not alone on this.  This is inevitable and getting globally a new normal.  However, our own politicians made it worse, by creating an impossible situation by imposing more restrictions to those wishing to return the country.  While China, India and many countries are welcoming their citizens back to country with an open arms we are harnessing our citizens with retributions, contempts and vengefulness. Stop this nonsense, our youths have moved with time and we have definitely moved from Lal Babu Pundit’s ere.",Pro-Migration,Economic Necessity,Collectivist-Nation,Pragmatic
नेता ले पाल्दिन्छन स्वास्नी छोरा छोरी उपचार दबाही खर्च ॐ शिव,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"नेपालमा राम्रो कमाई भए पनि के गर्ने???<br>सरकारी हो या प्राइवेट हस्पिटल मा लाखौं खर्च गर्ने क्षमता हुँदा पनि पार्टी को पहुंच नहुने हो भने राम्रो उपचार र सेवा पाइँदैन। भाग्य को खेल ले केही कानुनी सहयोग लिनु पर्ने भयो भने त के भन्नु। पैसा तिरे जस्तो न सेवा छ, न पैसा तिरे जस्तो लोकल होस् या विदेशी समान पाउँछ, साधारण एउटा मान्छे ले पाउने व्यक्तिगत हक पाउन नेता चिन्नु पर्छ भने नेपालमै लाखौं पैसा कमाएर के गर्ने???",Anti-Migration,Economic Necessity,Individualist-Self,Pragmatic
"तस्कर र भ्रष्ट नेता संग सातगठ छैन भने १००% विदेश, बस्नलाई परिवारको अनुह्वार हेरेर मात्र हुन्न, उनीहरूलाई पाल्नु पनि पर्यो",Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Dolar bhittarayune illegal 😢 xainna rw,Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
Aba A.I. aisakyo bhai Nepal ta kangalai ho,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Bidesh jani,Pro-Migration,Patriotism/Love,Individualist-Self,Pragmatic
"Prachande, Sere, oli ra samasta neta haru ek choti Rakchas ko pyaro bhaye c ani ramro neta aaye c balla yuwa basna thalchan",Neutral/Observation,Systemic/Political Anger,Individualist-Self,Angry/Frustrated
naa baap badaaa naa vaiyyyaaa sabse bada rupaiyyaaaaaa...........,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Yedi arko janma vayo vaney yo desh ma chai na hos,Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
K xa ra nepal ma gari khani ?????😢,Anti-Migration,Economic Necessity,Individualist-Self,Despairing/Sad
ukraine ma khasayeko  bomb ley romania ko sisa futo?,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
के  गर्य्या दाई रुवाई दिने,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"lastai hawa xa maighty ghar anjko store,",Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
