comment_id,comment,source_channel,source_file,script,language,word_count,emoji_count,route_reason,substantive_hit
be07d62591b4,Very interesting news you are great bro,The Nepali Comment,Illegal_Migration_Filtered,latin,english,7,0,praise_short(hits=1),
3255111f476b,great content!!,The Nepali Comment,Illegal_Migration_Filtered,latin,english,2,0,praise_short(hits=2),
8c51914ea68b,Informative video keep going,The Nepali Comment,Illegal_Migration_Filtered,latin,english,4,0,praise_short(hits=4),
1e409dcaaa14,love your content  . Hope see more videos ❤️,The Nepali Comment,Illegal_Migration_Filtered,latin,english,7,1,praise_short(hits=2),
63fa1e4c504f,Big fan bro 😊❤️,The Nepali Comment,Illegal_Migration_Filtered,latin,english,3,2,praise_short(hits=1),
4f72acf715fb,Quality content ❤️,The Nepali Comment,Illegal_Migration_Filtered,latin,english,2,1,praise_short(hits=1),
da6bd725d63a,Why is  this things going on from Nepal??,The Nepali Comment,Illegal_Migration_Filtered,latin,english,8,0,praise_short(hits=1),
08887baecb55,Love react dinu naa bro,The Nepali Comment,Illegal_Migration_Filtered,latin,english,5,0,praise_short(hits=1),
8b6c9180a7c9,How fast video sakiyo,The Nepali Comment,Illegal_Migration_Filtered,latin,english,4,0,praise_short(hits=1),
c15176fbfb6b,Love your content. Hope to see more,The Nepali Comment,Illegal_Migration_Filtered,latin,english,7,0,praise_short(hits=2),
b7958da8bab8,😮 very good 👍 👌,The Nepali Comment,Migration_Filtered,latin,english,2,3,praise_short(hits=1),
2433315f8134,Bro explained my all plans in this video ...,The Nepali Comment,Migration_Filtered,latin,english,8,0,praise_short(hits=1),
a761463b4b1f,great video!,The Nepali Comment,Migration_Filtered,latin,english,2,0,generic_reaction,
87eb2aadc9f6,content already covered by indepth story,The Nepali Comment,Migration_Filtered,latin,english,6,0,praise_short(hits=1),
839918d71e28,Make video on kumbh mela..,The Nepali Comment,Migration_Filtered,latin,english,5,0,praise_short(hits=1),
8eefc3164d23,Such a beautiful video.,The Nepali Comment,Migration_Filtered,latin,english,4,0,praise_short(hits=2),
d46cf6ff6451,Best video.❤,The Nepali Comment,Migration_Filtered,latin,english,2,1,praise_short(hits=2),
8af81dcb43f6,Vet well researched video,The Nepali Comment,Migration_Filtered,latin,english,4,0,praise_short(hits=1),
c1af36d66f92,Lovely video ❤,The Nepali Comment,Migration_Filtered,latin,english,2,1,praise_short(hits=2),
b924851b52ec,Khulkiyo Tero video 🤣,The Nepali Comment,Migration_Filtered,latin,english,3,1,praise_short(hits=1),
681dae935208,"<a href=""https://www.youtube.com/watch?v=bO53rJ-r9yM&amp;t=300"">5:00</a> Mr beast video of the hospital.",The Nepali Comment,Migration_Filtered,latin,english,8,0,praise_short(hits=1),
3ca9bf461f99,Finally best video,The Nepali Comment,Migration_Filtered,latin,english,3,0,praise_short(hits=2),
77590793bffc,30 million Nepalese should be watch this video,The Nepali Comment,Migration_Filtered,latin,english,8,0,praise_short(hits=1),
8a735822ebf6,Well done 👍 brother,The Nepali Comment,Migration_Filtered,latin,english,3,1,praise_short(hits=1),
b7f6f5dadc43,Ramro video ❤😊,The Nepali Comment,Migration_Filtered,roman_nepali,nepali,2,2,praise_short(hits=2),
b034debe538a,Yo video sakdo share garau hai 🙏🏻🙏🏻🙏🏻🙏🏻,The Nepali Comment,Migration_Filtered,roman_nepali,nepali,6,8,praise_short(hits=1),
6b5601bd7e68,Informative video for all nepalese 😊❤,The Nepali Comment,Migration_Filtered,latin,english,5,2,praise_short(hits=2),
3ee3dcfc8e0a,history ko video,The Nepali Comment,Migration_Filtered,latin,english,3,0,praise_short(hits=1),
a45d486eecca,Good one Dipesh 👏,The Nepali Comment,Migration_Filtered,latin,english,3,1,praise_short(hits=1),
1202899802d1,Dheri Ramro Lagyo Dai 💜🌹,The Nepali Comment,Migration_Filtered,roman_nepali,nepali,4,2,praise_short(hits=1),
5080fa874821,Will viral this video❤,The Nepali Comment,Migration_Filtered,latin,english,4,1,praise_short(hits=1),
3eceae0d3d37,Love form birgunj,The Nepali Comment,Migration_Filtered,latin,english,3,0,praise_short(hits=1),
3e4d8c83876e,TNC best research after a long time 😅❤,The Nepali Comment,Migration_Filtered,latin,english,7,2,praise_short(hits=1),
db08e1e44f99,Such a informative video. Thank You Dipesh bro,The Nepali Comment,Migration_Filtered,latin,english,8,0,praise_short(hits=3),
ce40e4b80d21,राम्रो छ मित्र तिम्रो प्रस्तुति,The Nepali Comment,Migration_Filtered,devanagari,nepali,5,0,praise_short(hits=1),
eb50592c355c,Finally some  great topics ❤❤❤,The Nepali Comment,Migration_Filtered,latin,english,4,3,praise_short(hits=1),
ab1397b3f9bc,Great topic ❤❤ in nepal now,The Nepali Comment,Migration_Filtered,latin,english,5,2,praise_short(hits=1),
d849f68cb3dd,Waiting and exciting for watch your video.. ❤🎉❤🎉,The Nepali Comment,Migration_Filtered,latin,english,7,4,praise_short(hits=1),
