comment_id,comment,source_channel,source_file,script,language,word_count,emoji_count,route_reason,substantive_hit
fb9ce60848f4,Sanchai aaja tapaiko man ko kura bhannubhayo dai. Kassam manai chhoyo!,IDS,Regular_video_comments_Filtered,roman_nepali,nepali,11,0,kept_default,
e2d65d76ab83,you make us emotional and responsible indeed. indepth story thank you for showing positive hope.,IDS,Regular_video_comments_Filtered,latin,english,15,0,kept_default,
9354944fd218,"Congratulations to entire team for this great content, jai nepal",IDS,Regular_video_comments_Filtered,latin,english,10,0,kept_default,
53b3af81a3a0,Wow! What a beautiful video. Aankha rasayo. Sochey jasto deshma bhaye bidisthina hola🥹,IDS,Regular_video_comments_Filtered,roman_nepali,nepali,13,1,substantive_keyword,desh
20ba133951eb,Currently I am watching your video from Australia. I have never missed your videos. Thank you for such a beautiful video. 🙏🙏,IDS,Regular_video_comments_Filtered,latin,english,21,2,substantive_keyword,australia
3196c41690ad,Hats off to you guys for this amazing content with factual data,IDS,Regular_video_comments_Filtered,latin,english,12,0,kept_default,
cd7276f78935,Touch my heart ❤ keep up brother ❤❤❤ we need more content like this ☺️,IDS,Regular_video_comments_Filtered,latin,english,12,5,kept_default,
fed0c18cb426,"Ahti ramro 🙏 kasto sakaratmak,sattya kura uthaunu vayo 🙏dhandewad",IDS,Regular_video_comments_Filtered,roman_nepali,nepali,9,2,kept_default,
be3c625a0640,"This is among the most asked question at present context. Idk how much people will take this, but this has to pass through every youngster ears at least once.",IDS,Regular_video_comments_Filtered,latin,english,29,0,substantive_keyword,pr
8732e8165ba4,100 %true,IDS,Regular_video_comments_Filtered,latin,english,2,0,kept_default,
1abb970e49a0,Good one bhai. This is quite emotional for someone like me watching from abroad. I am the one who is as positive as you. Nepal will rise from the darkness.,IDS,Regular_video_comments_Filtered,roman_nepali,nepali,30,0,substantive_keyword,abroad
5d571b3fadcc,"Mero sathiko husband Ktm ma IT company ma monthly 1,80,000 kamauxa tei ni he chose to go Australia 🇦🇺 leaving Nepal 🇳🇵",IDS,Regular_video_comments_Filtered,roman_nepali,nepali,22,4,substantive_keyword,australia
6dd5f5657fb3,​@MonaLisa-sv7cm bro foreign is more doomed and expensive than nepal 😂<br>Alik sansar hern paryo,IDS,Regular_video_comments_Filtered,latin,english,14,1,substantive_keyword,foreign
e8625ef6d847,Malai neh basam basam lagna thalyo. K garnu visa aaisakyo 😂,IDS,Regular_video_comments_Filtered,roman_nepali,nepali,10,1,substantive_keyword,visa
5b676ac5b719,😂 jau jau kaam xaina😂,IDS,Regular_video_comments_Filtered,latin,english,4,2,substantive_keyword,kaam
618527eb2282,Oh my god! Hands down best video till date❤,IDS,Regular_video_comments_Filtered,latin,english,9,1,kept_default,
2f008b8685b7,Yo video ahile samma kai uttam video ho IDS ko. This topic was highly needed thank you ❤,IDS,Regular_video_comments_Filtered,roman_nepali,nepali,17,1,kept_default,
4a31c86122ca,Hami ja sukai gaye pani afnu desh lai bhulna chai hunna. Jati nai samaye lagos afnu desh chai farkinu nai parxa jasto lagxa.,IDS,Regular_video_comments_Filtered,roman_nepali,nepali,23,0,substantive_keyword,uk
0ef763986653,Bichara मेरो देश 🥺,IDS,Regular_video_comments_Filtered,code_mixed,nepali_english,3,1,substantive_keyword,देश
34e48f4ad95e,Wow! This has to be your best work till date my friend ! You have now really set the bar high in Nepali YouTube space. Awesome research and a super analysis on such a hot topic ! Great job 👏,IDS,Regular_video_comments_Filtered,latin,english,37,1,substantive_keyword,job
2c31e7619229,i think every problem have solution be patience and work hard,IDS,Regular_video_comments_Filtered,latin,english,11,0,substantive_keyword,pr
ab68b9b20b69,50% goes due to family problem<br>50% goes for show off,IDS,Regular_video_comments_Filtered,latin,english,11,0,substantive_keyword,pr
3c824f2bba83,Yeah those greedy fuckers.<br>They would even sell their children to show off.,IDS,Regular_video_comments_Filtered,latin,english,13,0,kept_default,
bd8bddf98da3,Nepalai narahe songs is suitable in this situation,IDS,Regular_video_comments_Filtered,latin,english,8,0,kept_default,
9b575105c9f6,Live your life as you wish. You don't owe this country anything nor does this country owe you anything. It's up to you where you want to create a meaningful life.,IDS,Regular_video_comments_Filtered,latin,english,33,0,kept_default,
12f025b3529b,#सुदिपभाइसुवेदी<br>धेरै वटा प्रतिकृया हरु पढे अधिकाङ्सको सोचनै दरिद्रता पुर्ण छ।।<br><br>उम केही केही विदेशमा पुगेर यो गरे त्यो गरे नेपाल मा केही छैन भन्दै निरासावादित्त्व पनि ओकली रहेका रहेछ्न जाने बितिकै बिदेशी दलाल भै सकेका नेपालका निम्ति कलङ्क हरु।।<br><br><br>४०% आसावादी र जिम्मेवारपुर्ण पनि रहेछ्न।।नेपाली हरु नेपाल का निम्ती।।,IDS,Regular_video_comments_Filtered,devanagari,nepali,50,0,substantive_keyword,देश
0c01060adadb,"The content is not just well researched, but it also made me think deeply about the subject matter. It truly captures the current situation of our country and the potential it holds for the future 🇳🇵🇳🇵",IDS,Regular_video_comments_Filtered,latin,english,35,4,substantive_keyword,future
5eaf35dad999,I like  that conclusion part of this video giving hope to the people who chose to stay in Nepal . ♥️,IDS,Regular_video_comments_Filtered,latin,english,19,1,kept_default,
572780636650,"Please continue creating this type of content. I hope it reaches every Nepali who has left their country so that when they open YouTube, your content appears on their feeds. Even if only 10 percent of viewers are inspired to think about returning and contributing to their homeland, it would be a significant achievement. I know it's challenging in Nepal right now, but change is possible. One day, people who left might start coming back. Keep making this kind of content—motivating even a small percentage means you've made a big impact.",IDS,Regular_video_comments_Filtered,latin,english,94,0,kept_default,
f1a243ea123d,"Literally amazing ,thykkai match khayo mero mentality sanga ,hope it goes well ....part time jobs ko kura chai ekdam  lagu hunu prxa Nepal ma , as a result bideshine dar dherai ghatxa 😢",IDS,Regular_video_comments_Filtered,roman_nepali,nepali,31,1,substantive_keyword,bidesh
36a15e6993b8,"मलाई त तरकारी मा नी भबिष्य छ जस्तो लाग्छ नेपाल मा यो साल मात्रै करडौ करोड को इलैची, टमाटर, लसुन, अदुवा इंडिया लाइ बेचेका छन नेपालीहरुले तर सरकारले अझै नगदे बालिहरुलाई बढुवा दिनु जरुरी छ. सम्भावना नभाको होइन नगर्ने मान्छे भएर पछि परेको हो",IDS,Regular_video_comments_Filtered,devanagari,nepali,44,0,substantive_keyword,सरकार
55a1a0ae1afc,"Awesome content, i have been working in the IT industry since 12 years and have started creating awareness on Remote work, IT jobs and career path since few years.",IDS,Regular_video_comments_Filtered,latin,english,29,0,substantive_keyword,job
ebb6ecff27d8,"Very sad. Come back home, all my friends.",IDS,Regular_video_comments_Filtered,latin,english,8,0,kept_default,
cc7e48db52cb,हजुर को खोज मेहनत अनि नेपाली समाजमा दिराख्नु भएको चेतना को लागि हजुर लाई धन्यवाद तपाईं हाम्रो लागि लोकप्रिय हुनुहुन्छ हजुर को हरेक भिडियो एकदम प्राभावकारी हुन्छ🇳🇵 🙏,IDS,Regular_video_comments_Filtered,devanagari,nepali,27,3,kept_default,
3582397f5809,Heart Touching Video... Thank you IDS...<br>I finally Found my Answer❤,IDS,Regular_video_comments_Filtered,latin,english,11,1,kept_default,
72790dfb5870,mon xoyo dai hjr ko kura le..<br>Tara bidesh janu bahyek kunai option xaina...🥺🥺,IDS,Regular_video_comments_Filtered,roman_nepali,nepali,14,2,substantive_keyword,bidesh
a0d2cfe07af0,"देशको माया लागेर के गर्नु गरिबि,भोको पेट र रित्तो गोजिले  सताए पछि 😢😢😢म१९ वर्ष मा विदेशिएको हु",IDS,Regular_video_comments_Filtered,devanagari,nepali,18,3,substantive_keyword,देश
c5513603872f,"तपाईं अाफ्नाे स्थान बाट सुरु गर्नुहाेस्, म अाफ्नाे स्थानबाट गर्छु । उठाै र जागाै अनि बनाअाै नेपाल देशलाई ❤ 🇳🇵",IDS,Regular_video_comments_Filtered,devanagari,nepali,18,3,substantive_keyword,देश
c95594aad91f,Wow You’re age of 23 and you’re doing great job by staying Nepal.Good quality of information.I became more fan of you ❤,IDS,Regular_video_comments_Filtered,latin,english,25,1,substantive_keyword,job
2b4f07c27790,समसामयिक विषयको धेरै जानकारीमूलक र विश्लेषणात्मक भिडियो।अति राम्रो लाग्यो। देशलाई  नेपाली भएर जन्मनुमा गरिरहन मिल्ने बनाउने जिम्मेवारी हामी नेपाली युवामै भएको बोध गरिएको छ।🇳🇵,IDS,Regular_video_comments_Filtered,devanagari,nepali,24,2,substantive_keyword,देश
a84cc53f50f9,आज देशमा कोहि बस्न चाहदैनन्  । किन कि  देशमा न राम्रो रोजगार छ  । न रोजगार अनुसार गुजारा गर्न सकिन्छ । त्यो भन्दा डर लाग्दो कुरा  जनता को  मानसिकता नै अलि सक्षम भए बिदेशिने चाहे  आर्थिक रूपमा होस   चाहे शैक्षिक रूपमा होस ।  हुदा हुदा अब त देशमा  कि त कर ले बस्छ कि त बाध्यता ले बस्छ । यस बाट यस्तो स्थिति आइ सक्यो देशमा र घरमा रहेका वृद्ध बा आमा हरु केही गरि बिरामी परे औषधि ख्वाउने र मृत्यु भए सदगत गर्नु परे आर्यघाट मा  छोराछोरी अमेरिका युरोप र खाडि बाट आउँछ भनी मुर्दा घरमा राखी  पर्खेर बस्नु बाहेक अर्को विकल्प  छैन  । राज्य जति जनता बिदेशियो  उति रेमिट्यान्स आउँछ भनी दरिद्र मानसिकता ग्रस्त छ ।,IDS,Regular_video_comments_Filtered,devanagari,nepali,118,0,substantive_keyword,रोजगार
8ca88cda3593,"Flawless presentation, best storytelling, full of positive vibes❤<br>Appreciated bro, MAYA❤",IDS,Regular_video_comments_Filtered,latin,english,11,2,substantive_keyword,pr
52b69d4db7e8,Video ma dherai words ko spelling wrong dekhe please next time dekhi dhyan dinu hola...,IDS,Regular_video_comments_Filtered,roman_nepali,nepali,15,0,kept_default,
fcfcb55b2ce9,Nice analysis. 100% agree on your points. Stay positive. Peace and ❤,IDS,Regular_video_comments_Filtered,latin,english,11,1,kept_default,
9aefd83622cc,This side of youtube ❤❤ Really appreciated your legacy and hardwork.,IDS,Regular_video_comments_Filtered,latin,english,10,2,substantive_keyword,pr
c62f8c5b81ce,जे शुकै होश नेपाल मै मर्ने हो,IDS,Regular_video_comments_Filtered,devanagari,nepali,7,0,kept_default,
a3237d49d39e,"This is an eye opening content. Ma afu pani 2023 april ma Australia rejected ra asti varkhar march 20 ma Canada reject vayera basirako chu. <br><br>Mero bidesh jane sapana uta gayera settle hunu haina. Ma marne belasamma afno Motherland Nepal ko lagi 1% vayeni contribution dina paun vanne mero soch ho. Bas dimag ma soch yeti thyo ki maile chayeko kura Nepal ma vanda bidesh ma chito pura hunxa।<br><br>प्यारी नेपाल आमा, मैले आमा काे माया राम्रो सँग नपाएनी हजुर ले मलाई धेरै माया गर्नु भएको छ। मैले आफ्नो जीवन मा चएको सबै कुरा त पाएको छैन तर जति पाएको छू त्यति पाउन को लागि पनि धेरै भाग्यमानी हुनुपर्छ। नेपाल काे विकास मा केइ न केइ योगदान दिएरै मर्नेछु। ❤️🕉️<br>जय जन्मभूमि🇳🇵🇳🇵🇳🇵🇳🇵",IDS,Regular_video_comments_Filtered,code_mixed,nepali_english,121,10,substantive_keyword,bidesh
4d3474552ff7,MA TA DESH MAI BASNE HO SAATHIII!!:)❤,IDS,Regular_video_comments_Filtered,roman_nepali,nepali,7,1,substantive_keyword,basne
dc5bb144aa3c,Aaile desh vitrai basne haru ko love ta secure hudaina 😢,IDS,Regular_video_comments_Filtered,latin,english,10,1,substantive_keyword,basne
97d6a43d5d84,Sai hooo Daiiii 💗💗,IDS,Regular_video_comments_Filtered,latin,english,3,2,kept_default,
567e1938977b,सबै बिदेश गयर ५/१० लाख जनता मात्रै बसे भने पनि  आफू त देशमै बसिन्छ।,IDS,Regular_video_comments_Filtered,devanagari,nepali,15,0,substantive_keyword,देश
d7d66a52af6d,You are always right in your all videos bro always with you ❤❤❤❤,IDS,Regular_video_comments_Filtered,latin,english,12,4,kept_default,
28a029179334,"Thank you for making this video........आजको दिनमा बाहिर जाने च्यालेन्ज होइन , नेपालमा बस्ने च्यालेन्ज हो।।।nepal ma nai basne decision ajha justify garidinu bhayeko ma thank you",IDS,Regular_video_comments_Filtered,code_mixed,nepali_english,27,0,substantive_keyword,basne
1cdf350edcec,"असहज परिस्थितिमा सुविधा खोज्दै देश त्यागेका हरु,जस्ले नागरिकता त्यागे,नेपाली ढुकुटी रित्याउन मात्र सहयोग गरे भविष्यमा ती हर लाई नेपाल घुम्न आउन पनि बन्देज गरिने छ।।",IDS,Regular_video_comments_Filtered,devanagari,nepali,27,0,substantive_keyword,देश
92d75681e7e7,८०% बिदेश बाटै हेर्दै होलान् यो भिडियो।,IDS,Regular_video_comments_Filtered,devanagari,nepali,7,0,substantive_keyword,देश
13ec6fea8aa3,लोकसेवा मज्जा ले पढ्ने नाम निकाल्ने। परिवारको खुसी र आमा भन्दा ठूलो कोही हैन।😊 Thank you Dai,IDS,Regular_video_comments_Filtered,code_mixed,nepali_english,17,1,substantive_keyword,परिवार
c94a72b93df5,"तपाईंको videoले मन छोयो, आफ्नो देश प्रतिको मोह र माया अझै बढायो, म नेपालमै सानो Business गरि बसिरहेको छु र कहिले business न चलेर साच्चिकै पलायन हुने मन बनि हाल्छ तर अब नेपालमै बस्नुपर्छ भनि लाग्यो 🇳🇵",IDS,Regular_video_comments_Filtered,code_mixed,nepali_english,36,2,substantive_keyword,देश
86d4d39974c3,This video is life-changing. Thank you for sharing it.❤❤❤❤❤,IDS,Regular_video_comments_Filtered,latin,english,10,5,kept_default,
56573a03f033,Yo video ma mention huna xuteko ra arko bidesh jani karan vaneko aajkal even afno parents haru lai waha haru le bhogeko kura haru le garda nai afno xora chori haru lai yo desh ma rakhna xaina hamro age ko youth le chahi future ma desh ma opportunity dekhexam hola tara dherai jasto  parents haru ko najar ma sirf challenges ra obstacle xa tesaile waha haru le afno xora xori haru lai jasai bidesh pathaunu parxa vanni soch xa,IDS,Regular_video_comments_Filtered,roman_nepali,nepali,79,0,substantive_keyword,bidesh
6d3f3ac81823,I'm 15 yrs old and watching your videos made me realize many things  i wouldnt realize even after 10 years I'm grateful that you are inspiring youths like us and I'm grateful to be in this side of social media and someday our country will shine if we are try to be like you and I hope someday i can meet you and pay my respect for you😄anyways a lot of respect and support for you dai!!!,IDS,Regular_video_comments_Filtered,roman_nepali,nepali,81,1,kept_default,
2adfbed54c7d,Bro I believe that one day we will be Nepal 🇳🇵 day <br>One day all will Happy and proud for our country <br>One day we will make our country better than other's <br>We will do it together One day,IDS,Regular_video_comments_Filtered,latin,english,39,2,substantive_keyword,pr
3fbbfc1cbef0,You have so much positivity at the end. Love you man!!,IDS,Regular_video_comments_Filtered,latin,english,11,0,kept_default,
d48de45d525c,"I was confused whether i need to go abroad or be in Nepal. Due to that I was so much distrubed. After watching this video, now I am pretty much clear and know what to do in my life. I have able to find out the difficult question of my life. I am really really motivated from this video. So, for now I would like to say thank you so much in advance.",IDS,Regular_video_comments_Filtered,latin,english,73,0,substantive_keyword,abroad
f5a17eece1f3,I was born in Nepal and I will die in Nepal coz i love my contry no matter what❤❤❤❤,IDS,Regular_video_comments_Filtered,latin,english,19,4,kept_default,
08f4e257f4e1,Good video <br>Keep spreading such a positive message and awarness to youths which seems too urgent to inspire  them for staying in nepal,IDS,Regular_video_comments_Filtered,latin,english,23,0,substantive_keyword,pr
7799fbafbc9c,"Hats off to the team for the research, dedication and efforts to gather and present information. A serious issue like this needed our attention. Bitter truth sad reality much to be done.",IDS,Regular_video_comments_Filtered,latin,english,32,0,substantive_keyword,pr
5cafd4882d5d,Thank You IDS for such a informative Video.❤appreciate it❤❤,IDS,Regular_video_comments_Filtered,latin,english,10,3,substantive_keyword,pr
a0bfda2d515b,Yo sabai Nepal sarkar ko karan le garda ho. Auta kura thaxa dai bahirako deshko pm harule hami kasari aafno desh ko yuwa haru lai ramro sip dine kasari janata haru lai sip diyera aafno desh ko bikas garne sochxan ani hamro deshko beta haruko tap hero nahh ta social media haru lai ramro garda nata yako yuwa haru lai ramro sip ra sixya dine garxa. Aile herne ho vane nepalma harek yuwa ra harek Bachcha Jo school college m padxan sabai ko soch vaneko bahia desh janu nei xa...,IDS,Regular_video_comments_Filtered,roman_nepali,nepali,90,0,substantive_keyword,janu
b3269b8d46ef,नेपाल तिमी रहौला कहा नेपाली नरहे !,IDS,Regular_video_comments_Filtered,devanagari,nepali,6,0,kept_default,
504c42234bc3,"That line hit me ""what do you want ?""",IDS,Regular_video_comments_Filtered,latin,english,8,0,kept_default,
42d69bcd9429,Ahile eaklo mahasus Vai sako bro 😢😊,IDS,Regular_video_comments_Filtered,latin,english,6,2,kept_default,
6b93cc3ebe0c,Thank you so much for this awesome video ❤❤ keep it up ❤,IDS,Regular_video_comments_Filtered,latin,english,11,3,kept_default,
b31b73f7b343,"No matter how many people left Nepal they will sill connect with various ways to Nepal ,so there is still a chance we can generate income from them as various businesses will rise 😄 lets search for it 😁",IDS,Regular_video_comments_Filtered,latin,english,37,2,kept_default,
aaef97f29e9b,Zakir khan gave that Masterclass 💜,IDS,Regular_video_comments_Filtered,latin,english,5,1,kept_default,
a72fef801493,Very much true...well said..,IDS,Regular_video_comments_Filtered,latin,english,5,0,kept_default,
88556d3780b6,"भाइलाई Hope रैछ नेपाल बन्ने तर मलाई छैन , गफ दिएर भिडियो बनाउन सजिलो छ Reality फरक छ । यो देश कम्तीमा मेरो पाला सम्म चाहिँ बन्दैन भन्नेमा म ढुक्क छु ।",IDS,Regular_video_comments_Filtered,code_mixed,nepali_english,31,0,substantive_keyword,देश
b5499723ae28,"Maybe it can be helpful for somebody, especially for students, just don't give your full time to course book. Read and learn about share market, content creating, can learn barista, driving, cooking, even go for the labour job, discuss with friends about ideas and business. For now, you may not make money but you will know lots of thing like investing ideas, communication skills, personal budgeting, how to deal with people and of course will be more confident. <br><br>And life is all about selling yourself and you need to know how to sell to get the best price.😊😊<br><br>Good luck for everyone. Cheers",IDS,Regular_video_comments_Filtered,latin,english,104,2,substantive_keyword,pr
5e71d0a86492,Right Remote jobs is the future for Nepal..i also work remotely and  I'm making really good income 😊,IDS,Regular_video_comments_Filtered,latin,english,19,1,substantive_keyword,future
054772e60780,आज  धेरैमा ७ वर्षको लागि देश छाड्ने अनि फर्की आउने उदेश्यका साथ नेपाल छाड्दौ छु <br>हाल मात्र १८ वर्षको छु <br>फर्की आउने छु <br>नत्र पाप लाग्न सक्छ जन्मभुमि को😢😢😢😢😢😢😢,IDS,Regular_video_comments_Filtered,devanagari,nepali,29,7,substantive_keyword,देश
13a9734ad1d5,Now make a video on ‘why to leave Nepal as soon as possible’.,IDS,Regular_video_comments_Filtered,latin,english,13,0,kept_default,
82785036f2f9,Bro the job you talking about will soon take over by AI,IDS,Regular_video_comments_Filtered,latin,english,12,0,substantive_keyword,job
bf5ff8d41fec,"bitter truth: yo desh ma basne vaneko  bidesh jana nasakeko,  bahira gayera settle huna nasakne matra ho. Ani freelancing garera 4-5 lakhs Nepal mai kamaune vaneko 1000 jana ma 10 jana matra ho. Jaba samma desh banauxu vanne mansaye vayeka 2,3 wota political party haru aaudainan taba samma yei desh ma vabisye banla vanne aasai nagarum. 1, 2 jana le matra desh banauxu vanera politics ma ayeka haru lai k k vai ra xa, kati tira bata khutta tanne haru aauxan sabai lai thaha nai xa.",IDS,Regular_video_comments_Filtered,roman_nepali,nepali,88,0,substantive_keyword,bidesh
6dfb1bbbea87,Khoe Nepal mai garnu parxa vaner 2020 dekhi Nepal mai business garn thaliyo. 2023 ma aayer Survived garn garo hun lagyo .. finally 2024 ma des xodn fully ready vaye,IDS,Regular_video_comments_Filtered,roman_nepali,nepali,29,0,kept_default,
44e4dadf6f11,Moh ewta artist ho dhunga bata banauchu monthly 50 60 kaile 70 ni hunchh tarw ooni pugeko choina nepal ma last option baira nei dekhira chu rw chitoi jadei poni chu😊😊😊,IDS,Regular_video_comments_Filtered,roman_nepali,nepali,31,3,kept_default,
4305a6ddc81e,you should use more nepali words because when we share this to our older parents they could easily understand.,IDS,Regular_video_comments_Filtered,latin,english,19,0,substantive_keyword,parents
d7cc5c70ba3d,मैले पनि 2023 मा देश छोडेको हाल कुवैत को खाडी बाट😢,IDS,Regular_video_comments_Filtered,devanagari,nepali,11,1,substantive_keyword,देश
629d6d795157,"Euta home renovation ko kaam liyeko thiye, ghar ma dui jana 70+ ko aama buwa matrai hununthyo. Chora chori sabai jana bides ma, utai settle vaisaknu vayeko raicha. Work suru gareko first day, kaam sakera site bata niskinu aghi aama le mero hath samaudai vannu vayo ""Hamro chora chori j vane pani babu nai hunu vayo aba, afnai ghar samjhera gardinu hai, hami buda vayeu, kei garna sakdainau, garo cha hamilai. Babu le chai afno aama buwa lai kailei chodera najanu hai"". Akha rasayo. Aja pani tyo aama ko kura samjhida akha rasaucha.",IDS,Regular_video_comments_Filtered,roman_nepali,nepali,93,0,substantive_keyword,janu
e143b4cf7dce,"""You're parents aren't against you're passion, they just don't wanna see their child starving"" don't know but it hit different",IDS,Regular_video_comments_Filtered,latin,english,25,0,substantive_keyword,parents
5a1c84bca8b7,baru Nepal mai garna sakne business ke ho bhanera bhannu na,IDS,Regular_video_comments_Filtered,roman_nepali,nepali,11,0,kept_default,
bba392aa6047,"When I grow up, I want to study Paleontology(Dinosaur and prehistoric life fossils)but im worried that it wont work here in Nepal. So what i am planning to do is:<br><br>Pass Bachelors, Go abroad, still have Nepali citizenship and passport. Study Paleontology. In my last year of being abroad. Consult with locals. Find out how they turned Their country good. Come to Nepal, spread awareness.Or anything to change Nepal.Hopefully",IDS,Regular_video_comments_Filtered,latin,english,73,0,substantive_keyword,abroad
1c250443c24e,siringai vayo guee nai dai,IDS,Regular_video_comments_Filtered,roman_nepali,nepali,5,0,kept_default,
e0a598e37fb3,नेपाललाइ इसाई देश बनाए सबै समाधान हुन्छ,IDS,Regular_video_comments_Filtered,devanagari,nepali,7,0,substantive_keyword,देश
f4635489812d,Bolna payo vandaima j payo tei nabol hai fatah,IDS,Regular_video_comments_Filtered,roman_nepali,nepali,9,0,kept_default,
95947e4edc69,कुनै समय गांउबाट १ जना बिदेश जादा मन भारी लाग्थ्यो अहिले आफै परदेश आइपुगेको छु। मायाले मात्र नपुग्ने जिन्दगी चलाउनलाई।😢,IDS,Regular_video_comments_Filtered,devanagari,nepali,20,1,substantive_keyword,देश
c315c3f3d44b,Watch more then 10 time❤🫠,IDS,Regular_video_comments_Filtered,latin,english,5,2,kept_default,
cbc7eb6473dc,Well ask those who just completed their +2 study who are middle class. <br>How difficult to  get job and complete family dream😢😢,IDS,Regular_video_comments_Filtered,latin,english,22,2,substantive_keyword,family
2739dbc0d72a,America ma thiye aaile nepal mai kei garxu vanera 17 barsa pachi aaye ...aaile geda jasto vayo,IDS,Regular_video_comments_Filtered,roman_nepali,nepali,17,0,substantive_keyword,america
c5794a83a348,नेपालमा बसेर कम्तिमा मेडल क्लास परिवार कमाउन सकिन्छ  ?<br>आफ्नै पैसाले बिहे गर्न सकिन्छ ? <br>के हामी हाम्रो हजुरबुबा जस्तै सम्पत्ति किन्न सक्छौं? <br>के हामी भारतीय जस्तै कार किन्न सक्छौं?,IDS,Regular_video_comments_Filtered,devanagari,nepali,28,0,substantive_keyword,पैसा
5415c840a5bc,Part time job really needed,IDS,Regular_video_comments_Filtered,latin,english,5,0,substantive_keyword,job
bbb4b07064a7,"As a recently +2 graduated guy who is sick of thinking abroad or Nepal , this video changed my point of view and  now i think i know what to do, loved your video ❤",IDS,Regular_video_comments_Filtered,latin,english,33,1,substantive_keyword,abroad
3fc9301f0acc,Same bro,IDS,Regular_video_comments_Filtered,latin,english,2,0,kept_default,
15eeeddf80d7,25 rs ko chiya khane paisa hudina aafu saga kam  khojyo vani ne ramro pauna garo xa  dhearai kamauna neta ko source chayo ani aafu sagai padeako sathi lea gako 1.5/2 barsa ma 50lakh dheaki 2cr samman kamaye vabda hami pagal matrai huna Baki xum,IDS,Regular_video_comments_Filtered,roman_nepali,nepali,47,0,substantive_keyword,paisa
be55a374d22d,1 subscriber 10 marks❤😅,IDS,Regular_video_comments_Filtered,latin,english,4,2,kept_default,
302eaf958848,South Sudan Nepal bhanda garib ho vane ki tya jagir pauxa Nepal ma paudaina 😂😂😂😂😂😂nepis,IDS,Regular_video_comments_Filtered,roman_nepali,nepali,15,6,kept_default,
2a16d87354a3,I live in Australia. Akhir kei nai rahyo Nepal ma mero lagi. <br><br>Tyo samaj jasle ma khelda sano ma malai bigreko kta vani Tag lagayo.<br><br>Tyo samaj jasle malai SLC ma kasko chorera pass vais vanyo.<br><br>Tyo samaj jas le malai kaile ijjat garena<br><br>Tyo samaj jasma mero dady lai dukha ko ghadi ma help garna koi ayena.<br><br>Tyo samaj jaha khutta tanne manxe haru ghar ghar ma basya xan<br><br>Maile dukha bahek kei nai payena.<br><br>Tara aja awastha ferieko xa<br>Jaba ma saga pr vayo paisa vayo<br><br>Aja ma saga sathi huna sap khojxan<br>Kaile nasuneko Afanta haru le mero xora xori bolauna paro eta uti vandai bolxan<br>Suddenly jo manxe le malai reject garya thi aja biha garum vanxa<br><br><br>Nepal lai maya garxu but Nepali soch lai gardina. Australia le mero harek dukha ko ghadi ma abhiwahak sara maya gareko xa<br><br>Nepali hu but Australian pani. Dubai mero mutu ko tukda hun <br><br><br>Tehi sama,IDS,Regular_video_comments_Filtered,roman_nepali,nepali,156,0,substantive_keyword,gayo
98c54588ad79,"अब को १० बर्ष पछि नेपाल धनी हुन्छ। म चाहिँ १० बर्ष सम्म World Travel गरेर नेपाल फर्किन्छु। 😅😅😅  Yes ma ni freelance & online business ko through earn garchu so, IT sector ta सदाबहार हुने नै भयो, पछि Roads & Transportation को सबै सुबिधा भएसी Organic agricultural & Farming in hilly regions,  Religious Tourism (mainly Hindu& Buddhist tourist from India & China etc countries) & Spiritual Tourism(yoga, medidation, retreat centre, spa etc), & tourism connected with nature(mountain climbing, hiking etc ). Yehi ho nepal को कमाउने आधार।",IDS,Regular_video_comments_Filtered,code_mixed,nepali_english,82,3,substantive_keyword,india
72c13b9a1c97,10 Reasons SOONER or LATER Everyone will Left 🇳🇵Nepal 😢 😪 <br>https://youtu.be/AlcahONiYOc<br>Either It's For Further Studies or Work,IDS,Regular_video_comments_Filtered,latin,english,17,4,substantive_keyword,work
1e6381ed8977,"15"" /20 वर्षपछी नेपालमा खाडी जाने पुस्ता नभए देश कसरी चल्ला??? point to be noted",IDS,Regular_video_comments_Filtered,code_mixed,nepali_english,15,0,substantive_keyword,देश
6f578047e589,I’m living in abroad right now. <br>I’am sure many Nepali like me wants to go back to Nepal at certain point. <br>But there is only one question that’s stopping Nepali youth from coming back. <br>FARKERA K GARNI ??? <br>You also know that positive news about Nepal rarely comes out. <br>Could you please make a video regarding stuffs that people can do  after coming back to Nepal and their chances of success.,IDS,Regular_video_comments_Filtered,latin,english,73,0,substantive_keyword,abroad
2bacd34297fd,"Mero concern yehi ho!<br>World scenario etee bela third world ko dhoka ma ubheeko cha, ra sansar bhari War front khuli raheka cha, jastae Russia v/s  Ukrain  (U. S) Nato Israel vs hamas iran, Pakistan vs Taliban Iran china vs Taiwan Armenia Ajarbejaan!<br>Bholi ko din ma afania desh kaam laagne ho!",IDS,Regular_video_comments_Filtered,roman_nepali,nepali,53,0,substantive_keyword,israel
