"comment","intent","primary_driver","value_orientation","affect"
"Road to 100k ^.^♥♥","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"correction.. they will not get even min wages .. that all depend on employer .. they will get more less then legal minimum wages.. Good Job","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Sir , it was the great knwoledge  and hats off for your work research 🙌","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"such a good content<br>you got a new subscriber:)","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"If want go america when i got visa not just some ****alien way","Anti-Migration","Economic Necessity","Individualist-Self","Pragmatic"
"Mero neighbour pani yesari pani america nai pugyoo<br>Pokhara ma dherai jana yesari nai gairaxan","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"I seen 15to20 people in Dubai they pey agent per person 50lakh Nepali Rs to going America though this way foolish people","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Please provide cc asap. Much required! Btw Great video as always❤","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"It’s most important news you displayed","Neutral/Observation","Economic Necessity","Collectivist-Nation","Pragmatic"
"Thank you very much for this much needed video. It would be Intretesting to also talk about all the people involved in Nepal in taking the money of these people who are risking their lives  . People at every level are taking part in profiting in this human trafficking . You  missed  the tragic point about how many of them once they reach the destination are kept in rooms by the human traffickers until the family in Nepal pay the Lakhs owed. And how a many of them are used as black money mules !","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Nice bhai","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Really salute to this guy, his determination, research is very much useful to all of the Nepalese audience. I will say we should support such researcher.","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"हामी सब मिलेर नेपाल लाईनै युरोप अमेरिका जापान भन्दा राम्रो देश बनाम । युथहरूको राजनितिमा वास्ता नगरेर हो कमिले गर्दा हो । हाम्रो देश बिग्रेको । वुडापाखा र जडिया गजडे गुन्डाहरू , पैसा वालाको कब्जा मा छ देश , न्ययको आवाज उठउनेको सङ्ख्या ५-६ जना मात्रछन त्यसमापनि उनिहरू जनतामा चर्चित भएभनि टिप्पर ले टउकोमा किचेर मारिछन ।","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"now thats a content. keep up the good work","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Lovely info. Keep it up bro","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"This video was so disturbing to watch just had to stop the video at so many points.","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"Laane agents pani ta hamrai nepali chor haru ta ho","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Thanks दिपेश सर लाइ यति धेरै मेहनत गरेर यो भिडियो बनाउनु भएकोमा 🙏🙏😍","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"So sad that we nepali have to take such step risking life for better future <br>Just because of our country politicians<br>This time choose leader wisely","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"You are amazing brother . love your videos.","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Mangsir 4 ma afno chhora chhori lai yesari bidesh jana naparne gari vote garnus.","Anti-Migration","Systemic/Political Anger","Collectivist-Family","Hopeful/Motivated"
"Big fan😇 Congratulations 🎉👏 for the 90k...😁💕","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Dont support illegal migration.","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Pragmatic"
"The takeaway from this video is <b>DO NOT USE ILLEGAL MEANS TO GO ABROAD</b>","Anti-Migration","Economic Necessity","Collectivist-Nation","Pragmatic"
"One  my subscriber  for you  affert  yestai  video banaudai  janu","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"keep going.. reveal all the hidden truth.. Thank you..","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Hopeful/Motivated"
"Indian haru cycle ma tarkari bechera Afno Nepal ma baseko kharcha samma katera 20000+ Indian rupees saving garera Nepal bata India pathauxan... Ani hami Nepali lai jahelay maya bidesh KO ra Nepal ma kei hunna bhanni Soch... Garo cha🙏🙌","Anti-Migration","Economic Necessity","Collectivist-Nation","Angry/Frustrated"
"Dang bata nai holaan sabai vanda badhi USA jaani haru … harek ghar bata ek jana hunxan","Neutral/Observation","Economic Necessity","Collectivist-Nation","Pragmatic"
"Bro your content are too good..Hope to see nxt vid soon.","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"And the government is still worried about how to win the Election 😵‍💫😵‍💫","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"great job bro","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Mug padnu mahanat garnu xoena ckney life risk lenu chai ready huncha Nepali hru Tara ramro tarika le experience badaunu wah padnu tespoxi thulo sapana dhaknu parcha mahanat le mug hru malie tah ris uthcha afnai desh ko manxe hru sang","Anti-Migration","Economic Necessity","Collectivist-Nation","Angry/Frustrated"
"Working visa ma jada vai halyo ni..k bheda ko chal ho yo","Anti-Migration","Systemic/Political Anger","Individualist-Self","Angry/Frustrated"
"Dai chahe Nepal mai ho??","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Dai you are so talented. love your content..","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"I met 4 Nepali in US, who who arrived here via the route mentioned in video. Their story is very frightening. All of them said they were robbed and have given 50-60 lakhs to agent in Nepal. <br><br>I would request nobody to come illegally. There very little chance you will enter US alive. One person was telling me, out of 39 people only 13 entered us rest died on the way. 😢","Anti-Migration","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"Nice video","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Hijo aaja sabai vanda dherai hamrai gau bata janxan hola😢harek ghar bata tapaiko video dekhiyako yauta dai Ahile greencard paisake yatra garo xa but pugirako xan sabaijana dhilo chado achel","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"Indian blockade 2015 Ani pahila ko video banam.","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Pragmatic"
"Aba nepalmai basera khi garna sakidaina, sab neta le desh sake, ani tinai netalai 50 years dekhi vote halchan Veda janta haru, ani gadha le dukha napaye kasle paune","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Yestari US, Australia aunu vanda baru afnai desh ma kehi gara sathi ho. Dherai yestari ayeko veteko chu ra uni haru ko health khatam cha, kati bato mai mare. Baru school padhera exam diyera mehanat garera aunus vanchu.","Anti-Migration","Economic Necessity","Collectivist-Nation","Pragmatic"
"Yo aune chunab ma afno vote sochera dinu hola chor neta haru le garda desh xodnu naparosh","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Hopeful/Motivated"
"This is the 1st Nepali channel I love to watch","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"One thing us Nepalese don&#39;t realize, Nepal ma hepai khayera basda rish uthcha and we don&#39;t do work. Ani America uae gayera chain Marne Gari kaam garcha. Messed up cha.","Anti-Migration","Economic Necessity","Collectivist-Nation","Angry/Frustrated"
"Also, when I was in the US, I also met a guy who said he had visited 15 countries and spent over 12 lakhs (this was in 2008 ish) to get into America. At that time, it didn&#39;t make sense to me and I told him he wasted a lot of money doing so. A few years down the line I found out he was actually trafficked to America.","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"That is why Trump wanted to build a wall and go against illegal immigrants. What you have researched is basically human trafficking. Trump actually was against human trafficking. Many big businesses, esp food and agro businesses require labors. The only way they can get cheap labour&#39;s is through human trafficking. It all makes logical sense.","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Pragmatic"
"Atti ramro content .Gist pani to the point cha..Jyan nai baji rakhera tya samma pugnu, is it worth it ra ? This is all because of failed philosophy of Congress and Communist. we r suffering because of their rivalry..Aba ko election ma desh ko every family, neighborhood, community le Vote garnu Huda Desh jogauna sakne Manche lai Vote garau !!<br>Nepal is god gifted place blessed with nature, culture, spiritualism and many other tatwas ani yesto content herda It&#39;s hard to have peace of mind.","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Don&#39;t worry risk liyera hinda kehe hunna","Pro-Migration","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"यस्तो जटिल यात्राको बारेमा अध्ययन अलिकति पनि पुगेन। अलि धेरै मेहनत गरेर अलि राम्रो vdo बनाउनु पर्यो भाई। यो एकदमै सतही VDO भयो। पोर्चुगल मा कुनै तथ्य बिना 50 हजार नेपाली छन् सम्म भनेको सुनियो, यो अलि बढी नै भयेन र🙈🙈 सायद अहिले सम्म कै कमजोर प्रस्तुति भयो यो।","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"hat&#39;s off to you sir for your quality content.","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"Mero uncle Pani gayeko 2 barsa vayo Tara Dunga paltera bepatta vayeko Khabar aayo Aru kehi information xaina","Neutral/Observation","Economic Necessity","Collectivist-Family","Despairing/Sad"
"Mero baba ni yai bato janu vako thiyo","Neutral/Observation","Economic Necessity","Collectivist-Family","Despairing/Sad"
"Nice topic","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Thanks for this type of content..<br>Love you bro❤","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Wonderful analysis! Tara Kati PAYE point chutyo...Aile Portugal janu Nepal bata India Gaye jatikai sajilo cha legal chai haina Tara...maile dekhda dekhdai 300/400 Jana 1 month bhitra ekdam aaram le Portugal pugera work permit payera kaam Suru garisake","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Quality content at it&#39;s peak💗","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Dherai Dherai Dhanyabaad mitra... timro present garne tarika nai kati vabuk lagyo. Nepali le Nepal banaunai parcha... sahi vote garne bela aayeko cha aba. sahi lai nachunne ho vane vaaaard mei jawos sabai. murkha ko pani had huncha... paisa ka tattu haru, hami sabai.","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"यो सब bramanbad ley garda हो...  Fuc...... Off Braman","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Mo US gako ho illegally jati vaninxa teti khatra pani xaina… panama jungle 2/3 matra hoo hidne … hajur le vanne ko batoo ahile ko ho pahile tiyoo batoo hudai jadina the South America samma…","Pro-Migration","Economic Necessity","Individualist-Self","Pragmatic"
"Paisako Lagi kina janu paryoo katha morey hunxa ..","Neutral/Observation","Economic Necessity","Individualist-Self","Despairing/Sad"
"Mero dai ko sathi pani 45 lakh ma illegal gako xa usa<br>Daaku haru ley sabai lutdinxan kattu samet","Neutral/Observation","Economic Necessity","Collectivist-Family","Despairing/Sad"
"That&#39;s a reason we got weakest passport in the world🥹<br>Better you survive in your own country 🌼<br>Stop illegal immigration please dont keep your life on risk .you got family waiting for you at home","Anti-Migration","Systemic/Political Anger","Collectivist-Family","Despairing/Sad"
"One of the brother near to my home,had also been to US same way , spend almost 80 lakhs and he is in US for almost 6 yrs now","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Yesari janey pagal haru hun","Anti-Migration","Economic Necessity","Collectivist-Nation","Angry/Frustrated"
"Very true","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Atro dukha garera atro badha jelera k tei desh haru gaye matra ramro ho ta.<br>Kehi thorai dukha nepal mai garidinus sabai nepal mai xa","Anti-Migration","Economic Necessity","Collectivist-Nation","Pragmatic"
"The lack of opportunity and awareness in Nepal has done this, who is to blame ?? Finding this answer is harder.","Neutral/Observation","Economic Necessity","Collectivist-Nation","Pragmatic"
"America ra Europe jana lai pahila consultancy bujhera jana parcha😍😍❤️","Pro-Migration","Economic Necessity","Individualist-Self","Pragmatic"
"10-15 lakh paisa, plus 2 education, English ma conversation garna sakne le sajilai legally Schengen aauna sakchha. 50 laakh kharcha garnu bhanda ta as a student Schengen aako raamro. Mahinako 2 lakh plus Nepali ma kamai hunchha. Yestari jyaan jokhim ma paarnu bhanda ma sikai dinxu tarika","Pro-Migration","Economic Necessity","Individualist-Self","Pragmatic"
"Hats off to the research bro🎊","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"I am 28 year old male who traveled into usa 5 years ago by illegal way","Pro-Migration","Economic Necessity","Individualist-Self","Pragmatic"
"A most needed video with proper research <br>Thank you","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"Koi xa Europe illegally laneya .?","Pro-Migration","Economic Necessity","Individualist-Self","Pragmatic"
"That&#39;s why knowledge is important.","Neutral/Observation","Economic Necessity","Collectivist-Nation","Pragmatic"
"Good message","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Brother please make video regarding upcoming elections and about the candidates","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Pragmatic"
"what is their mission in their life either I die or I enter other country .<br>I understand that in this video","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Well the vedio information is quite not up to date","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"A day ago I was in Delhi for VFS appointment and I saw a lot of Nepalese waiting for their flights to Brasil, europe, And many other nations to get into US. I spoke with a few they informed me that they are willing to pay 45 lakhs for the trip which in real is totally illegal, insecure and that might cost them deportation or death.","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"Thankyou for the awareness,may Nepali people get you and don’t risk their life.well if they don’t care about risking their life you guys can risk it for your own country and get well paid off for your task","Anti-Migration","Patriotism/Love","Collectivist-Nation","Hopeful/Motivated"
"Journalism 101 …. Amazing brother … this is the future of journalism …. Time to ditch the mainstream Nepalese propaganda spewing machine …","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Hopeful/Motivated"
"Its intresting to think the way  you gather information for  your videos.....top notch stuff","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Its real worthless yaso paxadi herda.. many years working hard and making money collecting money paid 10 minimum to 20 25 lakh ani yai W.p immigration paunu lae kam wages ma ani jindagi ko riak liyera garchan manxe le yo bhanda boru kam lagat ma 1 to 2 lakh samm ma investment garera qatar dubai Malaysia jada uuchit huncha. Think nicely  jay Nepal 🇳🇵","Anti-Migration","Economic Necessity","Collectivist-Nation","Pragmatic"
"This guy breaks down the cases like nobody else.<br>MVP and the dark horse of Nepalese media. 👏","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"2014 tir ma Schengen country vaner hineko thye 9 month russia ani donkey route hudai estonia samma pugeko thye , paisa ra samay barbad ani jindagi ko mahatopurna umer refugee vayer basnu parne  sabai kura ko yaad , pressure ani torture ajhai nai taja chha.","Trapped/Regretful","Economic Necessity","Individualist-Self","Despairing/Sad"
"I’m in Austria under student visa . Please Mero Nepali brother and sister come here through legal entry .","Anti-Migration","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"यो विषय एक जटिल र देश बनाउनेहरुको लागि सोचनिय गम्भिर विषय हो।<br>देशमा चरम भ्रष्टाचार,व्यथिति,अस्थिर राजनीति र लुटेराहरुको कारण लाखौं नेपालीहरु विभिन्न माध्यमबाट विदेशीनु परेको छ।","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"hats of brother we know how the life is so struggle","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"Hat’s up Brother. Thank You so much for this  Document","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Hajur lai pne dhanyabaad yesheri sabailai gyaan dinu vayeko ma ra Jan chetna garwnu vayeko ma.","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"It&#39;s kind of sad because we Nepalese think think that  Foreign country are like paradise. My father is also one of these people. He may have not crossed these roads but in hope of going to America we lost about 10 lakh through illegal agency. And we still haven&#39;t got our money back neither we are in America. It was before I was even born. And I feel bad for people who lost everything just for their family happiness. And government just don&#39;t look for them these is a shit no one talks or even care about.","Neutral/Observation","Family Obligation","Collectivist-Family","Despairing/Sad"
"You are nepali dhruv Rathee❤️","Neutral/Observation","Patriotism/Love","Collectivist-Nation","Hopeful/Motivated"
"As a nepalese doing buisness in both portugal and Croatia, sadly its true these so called agents are non other than our nepalese brothers, if your working in croatia and have a good job you can apply for visas for countries like portugal Spain but we choose these shortcut paths, there have been countless deaths but it never comes out. thankyou brother for spreading out the news I hope this video brings for kind of awareness to people coming to europe<br>fortunately for dharamdas he&#39;s recovered well and is working in airport thanks to some good nepalese brothers out there.","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Hopeful/Motivated"
"My first ever subscribed video after being in youtube for more than a decade. This Man&#39;s research covers every facets of information. Please keep posting informative videos. Kudos......","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"Oe bhai yo video Aja voli ko video Hoina 7 years agadi ko manxi lai ullu banauxas muji","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Thank you soo much dai for this documentry😊","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"i am that guy on zoom video aarey kya🤦🤣🤣","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Again we need details information about Nepal to USA illegally…<br><br>Only channel to give real content","Neutral/Observation","Economic Necessity","Collectivist-Nation","Pragmatic"
"The best content from all over Nepal is The Nepali comment","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"Mero ekjana saathi ni 2month bayo illegally yesari gayeko aile mexico ma xa","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Yo muji le YouTube ko galat faida uthairako xa . Yesto nachaine kina post gareko. Aafu tw marxa plus aru lie pani marxaaa. Fuck off such nonsense act.  Everyone Report this channel and video","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Great message brother to all viewers ♥️♥️","Anti-Migration","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"Such a great content.","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"YO SAB VIDEOS HARU ENGLISH MA DUB GARERA HALNA PARYO ARKO CHANNEL MA, RAMRO CHALXA","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"Could you also shed some light on the mass exodus of skilled manpower, like doctors, engineers, nurses, etc. ? Also how the Nepal government is willingly propagating this exodus of youth abroad, just so they can get a taste of that &quot;remittance tax&quot;.. 
<br>
<br>P.S. Nepal is going to face a huge shortage of doctors and nurses in the coming 5-8 years. Even, reputed and established doctors are flocking abroad..... all the while, the policy makers do nothing to encourage the retention of this skilled man-power... Sahujis and influential doctors are themselves the policy makers and make policies that helps them gain their personal benefits....","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"I am just curious if they are ready for spent that much money why don&#39;t they use legal way to reach usa and others country","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"It&#39;s worth it. Nepal ta hell ho.","Pro-Migration","Systemic/Political Anger","Individualist-Self","Angry/Frustrated"
"Love the new background!","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"This channel need more subscriptions 😍😍 just a wonderful channel","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"I am from Rukum(west) . Hamro Thau ko lagvak 50%youth  haru  yeasari gai sakka mainly USA ra protugal ko trend pani bistarai increase vai ta xa....","Neutral/Observation","Economic Necessity","Collectivist-Nation","Pragmatic"
"aaila mw basi rako tham  bur dubai ma 5000+ nepali xa yha visit ma aaya rw brazil ko transit rakha rw tya bata hidey rw us janey haru","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"dai tapai yesto background music kaha bata tannanu hunxa vannu na   pleasee","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"This trend is even more popular in Dang district it’s like at least one family member hav been through this journey in many localities","Neutral/Observation","Economic Necessity","Collectivist-Nation","Pragmatic"
"US jana kati samma kharcha huncha😅😅😅😅😅😅","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"i live in NYC, most of the illegal immigrant in NYC is from LATIN COUNTIRES........these people they don&#39;t care about their LEGAL STATUS.......all they care is make money and make lots of children.........and return back if they don&#39;t get GREEN CARD from their AMERICAN BORN children......","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"It is better to work in our own country rather than to take such life threatning trouble. Hope this video would be an eye opener for many people.","Anti-Migration","Patriotism/Love","Collectivist-Nation","Hopeful/Motivated"
"यो हाम्रो दोष हैन नेतृत्वको दोष हो । <br><a href=""http://www.youtube.com/results?search_query=%23no_not_again"">#No_not_again</a>","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"I have a similar incident of my own cousin. He went to study in Manchester, but couldn&#39;t focus on his study, his results were very poor so university didn&#39;t gave him letter or something like that. So, he escapes from UK went to Paris from there he took flight to Portugal and tear his passport. It&#39;s like 2 .5 years ago. Now he is living living life as hell. He cannot return to Nepal and working on minimum wages, still he doesn&#39;t get paid sometimes considering him as refugee or Indian origin by locals of Portugal. Nowadays it&#39;s a trend like students escaping from UK to European countries.","Trapped/Regretful","Economic Necessity","Collectivist-Family","Despairing/Sad"
"People are saying that oh so risky don’t try to do that it will harm you stay in Nepal and do something fuck you the deep reality is that even if you work in Nepal 14 hours a day you will get only 10k salary and a lot of mental stress. the politics and the owners and other people don’t give a fuck. Your society always compare you with them who went to aboard that’s the reality and that’s the truth. If you want to know how they treat you to check the airport security if your going to aus usa uk or Europe country they will treat you differently then gulf country. If you stay in Nepal for too long boi the low income people either start to steal or they will suicide. And this is reality","Pro-Migration","Economic Necessity","Individualist-Self","Angry/Frustrated"
"Huge respect 🫡","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Ma ta portugal pugo sake hai 👌","Pro-Migration","Economic Necessity","Individualist-Self","Pragmatic"
"Dv vareko ta मतलबै भएन नी","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"<a href=""https://en.wikipedia.org/wiki/2010_San_Fernando_massacre"">https://en.wikipedia.org/wiki/2010_San_Fernando_massacre</a><br><br><a href=""https://en.wikipedia.org/wiki/2011_San_Fernando_massacre"">https://en.wikipedia.org/wiki/2011_San_Fernando_massacre</a><br>Ani Kati illegal immigrants haru lai Mexico ko cartel le pani mareka chan","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"Kathai mero desh","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"Wow such a great and informative video hats off to you brother","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"Very well said","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Man, this video gives goosebumps. Scary af. It is really really sad to see where our country has reached and how the citizens have to suffer this in the hope of better future.","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"Thank you😊😊😊","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"You are on course to be best journalistic Nepali channel. Kudos guys.","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"Have been following u from the very starting of your journey and proud of it❤<br>Ur effort is unbelevable ❤","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"Another quality content❤","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Yesta bhaguwa muji haru ko lai video nabanaye huncha bro. They are a waste themselves and you shouldn&#39;t waste your time on these kind of useless, mindless individuals.","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"awesome, what’s your name? 🙏","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"म पनि यो कथा मध्ये को एक पात्र हु। nepal to cyprus and Cyprus to....... Portugal.<br>यो कुरा भोग्नै लाई थाह छ कि वास्तविक यात्रा कस्तो हुन्छ भनेर। विभिन्न कथा सुनेको छु यात्रा क्रममा &#39; बलात्कार, लुटपाट, अपहरण र फिरौती, बिचल्ली, मानसिक तनाव&#39; जति सुने दर्दनाक थियो। घर समाजले तिरस्कार हुने डरले मात्र यस्तो घटना बाहिर न्आएको  हो।","Trapped/Regretful","Economic Necessity","Individualist-Self","Despairing/Sad"
"Well Done bro as always you are a star. Thank you 🙏🙂👍","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Afno desh ma kam xaina kam vayeni paisa deroi xaina tesori afno jyan jhokhim ma rakhera hidne haru ko ni xutai katha xa .<br>Desh ko halat thik vaye sab jana le ramro job paye ysto kai kura hunthena hola<br><a href=""http://www.youtube.com/results?search_query=%23merodeshbirami"">#merodeshbirami</a>😔","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"Content always OP 🔥❣️🇳🇵 Love You Brother","Neutral/Observation","Patriotism/Love","Collectivist-Nation","Hopeful/Motivated"
"One of the best YouTubers of Nepal. appreciate your hard work bro 👍☺️☺️","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"Congratulations Dipesh, I admire your videos. Thank you for making meaningful vlogs. At least you are doing something good for Nepali <a href=""http://people.you/"">people.You</a> are potential to become Nepali&#39;s Dhruv Rathee, and leave behind all the mainstream Nepali TV Chanels. Most of them are compromised and corrupted.  Please keep working.","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Hopeful/Motivated"
"Dont know more but about Portugal its fact that people from cyprus, croatia pays minimum of €6000 for agent to arrive at portugal. As he said its very true that the immigration process of portugal is very easy. still lots of things cannot be shared publically..","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Yes, You are right we receive more than 100 Nepalese coming from different parts of Europe i.e Romania 🇷🇴, Croatia 🇭🇷, Bulgaria 🇧🇬 etc..","Neutral/Observation","Economic Necessity","Collectivist-Nation","Pragmatic"
"Qualtiy content","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Any one don’t try this . This is terrifying.","Anti-Migration","Economic Necessity","Collectivist-Nation","Pragmatic"
"Such a risk is worth taking rather staying in corrupt, nepotistic and politically unstable country like Nepal.","Pro-Migration","Systemic/Political Anger","Individualist-Self","Angry/Frustrated"
"Dipesh bro isareal ko vdeo banaunu hai ma tah fan vaye yo desh ko technology ra mossad vanne agency dekhera 🥰🥰🥰","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Great content, keep it up ❤️","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Much respect to your hard work 💜💜Your every single content is informative to us and just outstanding 🔥","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"I knew this 10 years ago😢","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"Thank you to the politicians, people have become desparate to reach USA.","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"This is fire 🔥","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Such a informative video thank you so much sir.. ❣️❣️","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"Sathy haru yesare naii Croatia dekhe vagera Portugal kaka puge aafu vane khadee ma basera yo video herdai xu 🥺😂😂","Trapped/Regretful","Economic Necessity","Individualist-Self","Pragmatic"
