comment,intent,primary_driver,value_orientation,affect
desh mai basne desh mai kai garne bhanera basiyeko xa aaile samma,Personal Sharing,Staying in Nepal,Positive,Positive
I got my US visa on 20th feb . Desh ma basera aafno baba mumu sanga meetho maseeno khara basni rahar theeyo tara din dinaie desh ko estithi,Personal Sharing,Compelled Migration,Neutral,Negative
27:15 to 27:35 ❤❤❤,Appreciation,Content Quality,Positive,Positive
"मलाई थाहा छ हाम्रो देश केही कठिन समयबाट गुज्रिरहेको छ तर मलाई विश्वास छ कि हाम्रा नेपाली जनता धेरै मेहनती छन्, हामी निरन्तर बढिरहेका छौं।",Hope,National Optimism,Positive,Positive
"You are earning good income through YouTube, no matter you stay here in Nepal or go abroad.",Critical Observation,Creator Privilege,Negative,Neutral
Bro hami jagga jamin nahune harulai tyo khali vako jagga 4/6 ana matra sarkarle diyeni yei basinthyo,Policy Suggestion,Land Reform,Positive,Neutral
"Mww aaile diploma in civil engineering complete garerw baseko xuu result nw aauda samma 2... 3 months ali ghum gham gare aani result aaya paxi loksewa tayari garne vanne ghr batw sujhab aaya",Personal Sharing,Career Dilemma,Neutral,Neutral
"16 barsa ki umer na malai hearing loss vako theyoo SLC diney bela .+2 join vaye , college kahile kahie matra jantheya.",Personal Sharing,Special Needs Migration,Neutral,Neutral
yo video aja vanda 15year agadi aako vaye sayad mero life nai arkai huntheyo 😢😢😢,Regret,Late Discovery,Neutral,Negative
"what if, I haven't figured out what my passion really is yet?",Personal Question,Career Confusion,Neutral,Neutral
I had the option to go abroad but i choose to stay in my home country and carry on with the business 😅,Personal Sharing,Staying in Nepal,Positive,Positive
Sabin karki- beest le vaneko kora yeed aako j garchu Nepal mai garchu nasake bidhesh janchu wala that point 😢,Personal Sharing,Decision Framework,Neutral,Neutral
Australia aija kta ho moj xa,Invitation,Migration Encouragement,Neutral,Positive
Baseka pani visa nalagera baseka huna hami jastai😢,Cynicism/Humor,Visa Luck,Neutral,Neutral
Schools  bata  testo negitave habit aila dhaki xa fitcher ma. Kasto aushar  parxa,Concern,Education System,Negative,Neutral
garne ho nepal mai basera bebasaye dubyo rin le thamana sakiyena vane dubai qatar jane ani tirera ali ali new bebasaye lai pugne kamayera nepal mai basne,Personal Sharing,Migration Plan,Neutral,Neutral
last ko 6 ota ma koi ga raina raicha janu parla jasto cha,Observation,Migration Pattern,Neutral,Neutral
IT sector is in watchlist of this corrupt government on how to get more tax or benefits from them.,Political Concern,IT Taxation,Negative,Negative
Bides ma hunele pani cmnt garauna hau tapaiharuko perception,Request,Diaspora Input,Neutral,Neutral
Who else recognize phosphenes 'yestai naie hola' 21:23 21:23,Humor/Recognition,Content Detail,Neutral,Positive
दाई मलाई पनि यस्तो लाग्छ यो अर्काको देशमा कामै गर्न मन छैन भनेमन पर्दैन मलाई।,Personal Sharing,Staying in Nepal,Positive,Positive
I am steel on a delema Des mai kehi ramro garnu parxa vanne ho herum,Personal Sharing,Indecision,Neutral,Neutral
"dai ma aaila 1 year ko IT student ho ani aaja hami 5 jana  sathi basako bala aaba future ma k garne ho vana kura vako thayo mero 4 jana  sathi huru sab jana abroad nai jana ho vanxa sab jana IT ko student ho so sad",Personal Sharing,Peer Migration,Neutral,Negative
Departure doesn't means leaving own country permanently; people travels for many reasons.,Analysis,Data Interpretation,Neutral,Neutral
Aus ako 10 barsha hunalaesakyo tara nepal farkane ani afu hurkeko thau kahile farkim jasto sadhai huncha.,Personal Sharing,Homesickness,Positive,Negative
Bidesh rahar le hainaa badayta le jaanu paryaxa,Personal Sharing,Compelled Migration,Neutral,Neutral
daju laptop kindiney poisa ley ta feri add garera bahira janu vanxan goverment bata aauney lai it hola ta,Cynicism/Humor,Government Laptop Initiative,Neutral,Neutral
Aru testai ho 7/8 lakh kharcha garera 60/70k kamaunu naramro haina. Ekdam राम्रो ho nepal ma lagani garnu vanda.,Analysis,Investment vs Migration,Positive,Neutral
Timlai testo lageko matra ho bro sabai bideshi nepal aaye vaney tima haru kasailey job paudainau,Pushback,Population Logic,Negative,Neutral
Khair testai vanera Nepal ma basera khe garxu vaneko paisa. Bina kata ejat dinxara...,Frustration,Job Market,Negative,Negative
Khoe kina ho Video herda herdai aasu aayo 😢,Emotion,Emotional Impact,Neutral,Negative
"Yaha quantity ko kura garam quality ko Haina . Competition ko kura garam sustainability ko Haina , Delusional perfection ma haina Reality ma auspicious bannu paryo",Analysis,Pragmatic Approach,Neutral,Neutral
"In croatia Nepalese are largest migrants today.",Information,Migration Statistics,Neutral,Neutral
"ma Aauta Civil engineer ,Nepal Mai Basxu Bhanera Soch rakhya xu .. Mero lagi Khusi Pariwar sanga Samaya Bitaunu Nai ho ❤️",Personal Sharing,Staying in Nepal,Positive,Positive
मेरो मनको कुरो गर्नुभयो sir,Agreement,Content Resonance,Positive,Positive
There will be no one in Nepal after 15 years. It has always been a cycle of people from the villages moving to cities and people from the cities moving overseas.,Analysis,Population Decline,Negative,Neutral
Whatever you are saying is bitter truth of nepal 😢,Agreement,Content Reality,Neutral,Negative
नेपाल भनेको झोले बिद्यार्थी संगठन कार्यकर्ता को बस्ने ठाउँ  हो,Political Cynicism,Political Culture,Negative,Negative
Aarko dark truth xa Nepal ma aaune youth haru dherai le drugs use garxan 😢,Concern,Social Issues,Negative,Negative
🎉dai drock ko pani kaii chayo sujab,Request,Content Request,Neutral,Neutral
"yo ta overall ghumne wa aru prayaojan le gaka pani included data ho ni ta. Indian haru ta jamma 25 lakh emigrate vako chaina 2023 ma",Data Critique,Statistical Accuracy,Neutral,Neutral
Tapaiko kura suni rahada mata purae npl fukka khali kohi hudainan hola kasto hunxa hola tyo bela,Emotion/Concern,National Depletion,Neutral,Negative
Bottom line:...Go follow your dream!!!,Motivation,Dream Pursuit,Positive,Positive
"We need to build our nation strongly. Cancel passport. बास/ गाँस /कपास /शिक्षा र स्वास्थ्य को ग्यारेण्टी लिनुपर्छ।",Policy Suggestion,National Building,Positive,Neutral
Sammaney kharcha bhanda aadhi salary hunchha Nepal ma ke garney ta.,Frustration,Low Wages,Negative,Negative
"Edata post fb ma share garmu sabai herdai xau, samaj ko lagha bhar desh ko lagi yo soch rakhnu parxa",Call to Action,Civic Responsibility,Positive,Positive
"Opportunity in crisis" mul dharana yei xa aile Ek dui Barsa herxu . Vayena vane ma ni taaap 😂,Analysis,Opportunity Mindset,Positive,Neutral
Ma pani japan aako 10 yrs pugexu,Personal Sharing,Labor Migration,Neutral,Neutral
Yo post fb ma share garnu milcha ki mildai na sir alikati choto crop garera,Request,Content Sharing,Neutral,Neutral
देश मै बस्छु भनेको थिय Gf ले नि छाडेर गै जे होस तर बिदेश त जान्न भन्छु तर खोइ😢,Personal Sharing,Personal Dilemma,Neutral,Negative
"Jo sanga IT Skills xaina uh k garxa? Sabai jana businessman huna sakdaina, sabai jana IT mai involve hudainan so uh k garxa?",Question,IT Alternative Careers,Neutral,Neutral
"5:35 permanent resident (pr) hunu vaneko naagarikata tyagnu hoina...yo vram hataaunu hola...aru desh ko naagarik (citizen) hunu pani tyagnu hoina",Information/Correction,Citizenship Clarity,Positive,Neutral
Malai 99 percent bidesh Jana man thiyena tara 1 percent le bidesh aauna badhya banayo,Personal Sharing,Compelled Migration,Neutral,Negative
It's fashion,Cynicism,Migration Trend,Negative,Neutral
"6 jana ko seat ma 1400 jana le bhareko xa, afno chance aunxa bhanne kaile?",Frustration,Job Competition,Negative,Negative
Keila kai lagxa gayra nirxhwan hawa ma boom ma faldima jsto desh ko halat herdaaa. Aajai kati khnxou desh lai rajnati garyra,Emotion,Despair,Negative,Negative
"Hami huba nepalmai basam family background yata uti samasya kei nahereu frustration debt mai basum bardun nepal desh lai , risau galat kaam nagarau .",Personal Sharing,Staying Despite Struggle,Positive,Neutral
"My title is Malla - Bau ko tanai sampati cha ktm bhitra ani baira.... Professionally I'm a banker.. at the age 23 I own a car around 45 lakhs",Personal Sharing/Success Story,Nepal Success,Positive,Positive
"मैले नी यो भिडियो पुरै हेरेर केहि कुरा लेख्दैछु एक पटक पढ्नुहाेस् ल। म एक अति सामान्य घरकाे जेठो छोरा उमेर भर्खर २० ।",Personal Sharing,Youth Struggle,Negative,Neutral
Romania Croatia Portugal ko data mistake xa kina vane Croatia Romania aayeka jati vagera Portugal janxan,Data Correction,Statistical Accuracy,Neutral,Neutral
Malai ni desh farkinchu vavisya ma vanera asabadhi chu tettin jyal natrito ma pariwwartan huncha vanera,Hope,Return Migration,Positive,Positive
"India ani Nepal ka nagarik matra chhan rw yo bishwo ma, jo canada ani australia jasta country haru le hire garne.",Analysis,Labor Export,Negative,Neutral
Student haru lai Mero passion k ho vana Ra nai thaxayna na😐 brother saknu hunxa vanni student haru la passion kasri choose garni,Request,Passion Discovery,Neutral,Neutral
yo desh lai pariwartan garnu xa vane sarba pratham rajniti ma laje ka hamra baje haru lai aram garna launu parxa.,Political Reform,Political Leadership,Negative,Neutral
Nepal needs two passports : global citizenship identification free to migrate anywhere in the world,Opinion,Policy Suggestion,Neutral,Neutral
Only IT  is booming what about the automobile sector will auto engineering  students like me will be useless,Concern,Sector Inequality,Negative,Neutral
"Ma euta doctor. MD sakeko doctor. Mero salary JAMMA 50 hajar cha Nepal ma. Sarkar le dine nai teti ho. Kaam hapta KO 90 ghanta bhanda besi garna parcha.",Personal Sharing,Medical Brain Drain,Negative,Negative
पकै पनि हो पद्द्ति फेरि ने छ र 15 बर्स पछि  अहिले बाहिर जाने केहि % अब्सय आउन छ्न,Hope,Policy Change,Positive,Positive
"Delivery garna khojeko kura ramro chha. Opinions chahi I'd like to hear less. Manipulative lines pani chhan.",Constructive Feedback,Content Quality,Neutral,Neutral
One Day I Will Leave This Country Ever and Ever Permanently settling in Another country Gaiko Masu Khane kasam♥️🇺🇸,Personal Sharing,Permanent Migration,Negative,Neutral
manxey jata vayeni yo man ta mero sadhai nepali nai rahanexa🚩,Patriotism,National Identity,Positive,Positive
Sir turkey nepali ko lagi kasto xa,Question,Country Information,Neutral,Neutral
"Ho yo kura Sahi ho ma ni auta yuwa ho K garnu aba Maya lagcha Nepal ko ani Bidesh gayeci badincham hami yuwa haru chodera jam Nepal vanda afno sabai bigrincha yaha system banaideko cha Nepal ma sab corruption chan politicians",Emotion/Frustration,Political Failure,Negative,Negative
के हामीले नेपालमै बसेर केही गरेर खान मिल्छ कि मिल्दैन होला नि त मेरो सोच पनि त्यही सम्म नेपालमा आएर के गरेर खान्छु भन्ने,Personal Sharing,Economic Viability,Negative,Neutral
You can always stay in Nepal when you can't go abroad. So try going abroad first.,Cynicism,Migration Pragmatism,Neutral,Neutral
professor asked me what is your plan about future? I said I will go to my home country after completing my master. He used to laugh and said you are in trap now.,Personal Sharing,Diaspora Trap,Negative,Neutral
"Tara yeuta kura birsana bhayo hajurle bhanna. Yeso sochnu hos ta.. Parents haru pani jimberwar chan chora chori bidesh jaanu maa.",Analysis,Parental Role,Neutral,Neutral
"Correction, puerto rico isnt a separate country. It is a US territory",Fact Correction,Geography,Neutral,Neutral
Dai yo visit visa Pani 50% ta naauhnay manxay Hun,Observation,Visa Reality,Neutral,Neutral
Singapore ma pani Working visa pauchha..?,Question,Visa Information,Neutral,Neutral
😢 Mann nai khalabal vayo,Emotion,Emotional Impact,Neutral,Negative
Bro ma pani japan aayo 7 yrs bhai sako?Nepal jana sake ko chaina?week month year kati chito janxa ? Bidesh koi   pani na aaunu hola ? YO TRAP HO?,Personal Sharing,Migration Trap,Negative,Neutral
Nepal ma hotel rw tourism ko ni dhr scope xa yo video ma yo Sabandhi euta ni word aayena 😢,Criticism,Content Coverage,Negative,Neutral
Derai gahan subject lai uthaunu vayo,Appreciation,Content Depth,Positive,Positive
21:00 is the reason to leave Nepal.,Opinion,Migration Driver,Negative,Neutral
Malai esto lagx next 300 years ma Bangali r Indian Muslims ko dherai jansankhya hune x Nepali ko anupat ma,Concern,Demographic Change,Negative,Negative
Portugal ma 45/50 thousands,Information,Salary Information,Neutral,Neutral
"१. तपाई अविवाहित हुनुहुन्छ भने कहाँको पार्टनर रोज्नु हुन्छ? २. भिषा लाग्ने भए, तपाई कहाँ पढ्न वा जागिर गर्न वा ब्यापार गर्न चाहनुहुन्छ ?",Questions,Future Planning,Neutral,Neutral
why is there no policy for having multiple passports in nepal?,Policy Question,Dual Citizenship,Neutral,Neutral
South sudan ma ta UN missiom jane nepal army ko batallian gaye hola ni.,Information,Military Migration,Neutral,Neutral
"देशको अस्तित्व जोगाउने कि आफ्नो परिवार तिमी rich kid होला जस्ले एस्तो कुरा गर्छ नेपालमै काम गर्दा 1 घण्टा को 2000-3000 रुपैया हुनु पर्यो",Criticism,Wage Inequality,Negative,Negative
Politicians are main reason for all this.,Political Blame,Systemic Failure,Negative,Negative
"Ma Student , Ma Desh Choddne Kura gardena, Bichar pani rakhdena ra Mero Jiban Desh ko lagi samarpan garxu Ma aasha badi xu",Patriotism,Youth Commitment,Positive,Positive
रोमनिया को mbc नेपाल आउछ भन्ने समाचार आको थियो खै कहिले आउछ समाचार बनाउन पर्यो,Topic Request,Investment News,Neutral,Neutral
Ma pani jadai xu aba marna pareni maraula,Personal Sharing,Migration Fatalism,Neutral,Neutral
bro mero University ma 1k+ nepali xan thori bhanau timi,Personal Sharing,Diaspora Reality,Neutral,Neutral
Hami it padheko xoina Hami k garne,Concern,Non-IT Career,Negative,Negative
Nothing is motivating me these days. When i start thinking the real life scenerio.,Personal Sharing,Demotivation,Neutral,Negative
Everyone didnot earn money  in international,Observation,Migration Reality,Neutral,Neutral
"21:04 ...नेपालमा भइरहेको नै यही छ। देश बिग्रेको नै यसले गर्दा हो। म नि एक सरकारी कर्मचारी हुँ।",Personal Sharing,Government Corruption,Negative,Negative
Babu timilai pani kasaile dependent ma japan ya kunai aru desh jau vanyo vane timi pani hidihalxau.,Pushback,Migration Pragmatism,Negative,Neutral
tapai jindagi ma k chahanu hunxa? i want her T-T,Humor/Personal,Life Goals,Neutral,Positive
for me pariwar,Personal Sharing,Family Priority,Positive,Neutral
why should i stay in nepal give me one reason?????,Question/Challenge,Migration Intent,Negative,Negative
"I will tell you what is the problem in Nepal Unemployment: Many of my friend left Nepal because of pure unemployment.",Analysis,Unemployment,Negative,Neutral
Mero pani xetai visa aaye ni hune,Personal Sharing,Visa Aspiration,Neutral,Neutral
Should have made this video way before 🙃,Appreciation,Content Relevance,Positive,Neutral
215 Countery,Observation/Trivial,Content Fact,Neutral,Neutral
Bro teme tw j vaya ni YouTube bata kamau xau hami k,Cynicism,Creator Privilege,Negative,Neutral
Manpower Hoina Manchhe bechbigakhan office ho only Nepal ma matra manab taskari office Kholna paenchha 😂😂,Cynicism/Humor,Human Trafficking,Negative,Neutral
"Mero sapana bhanekai Des mai basera Des banaune ho . Yuba lai bides  Jana bata rokhne. Des mai rojgar create garne.",Personal Aspiration,Nation Building,Positive,Positive
"The fact is, all nations belong to Krishna. Everything belong to him. And, we are simply fight saying, ""this is ours, that is yours"".",Philosophical,Religion,Neutral,Neutral
"भन्नू भाछैन ,के गर्नु ईन्जिनियर हरुले पलिकाको काम पास गरे बापत 50k त चिया खान भन्दै लिन्छन् ।",Cynicism,Corruption,Negative,Negative
Nepal ko yesto abasta vhayera hola Nepali lai bideshmai gayeni sukha xaina Nepalmai baseni sukha xaina,Analysis,Nepali Dilemma,Negative,Neutral
Brother Can i upload your video on yt in hindi voice for indian Audiance,Request,Content Collaboration,Neutral,Neutral
"Youth le change leuxa bhanxa yes true youth le nai leune ho . Tara Tara voting ma Kasari Kahile tyo teen ta jitxa ta . Okai buda pakha ahile Samma",Analysis,Democratic Failure,Negative,Neutral
Yo eartha ma 215 vanda dherai country xa ta ?,Question,Geographic Fact,Neutral,Neutral
म सरकारी जागिरे मान्छे त्यै पनि पैसाको यति अभाब हुन्छ नि लाग्छ देश त छोड्नै पर्ने रैछ तै पनि परिवार श्रीमती छोरा हेर्छु अनि चुप लाग्छु,Personal Sharing,Government Worker Struggle,Negative,Neutral
अनि सरकार को मात्र दोष छैन सरकारको undar मा काम गर्ने कर्मचारी पनी चोरहरुले भरिएको हुनाले पनी हो,Analysis,Bureaucratic Corruption,Negative,Neutral
Maile pani iPhone kiney haiii😢😂,Humor,Consumer Behavior,Neutral,Neutral
"paristiti ko khola le ho hajur manis ko nauu xalaune , bidesh jane bato ma tyag hardwork ani problem dekhiye pani aantya ma samadhan dekhinxa tei bela nepal ko ta aas matrai ta ho",Personal Aspiration,Migration Plan,Positive,Positive
dipak.KC_10: baahira jaane  paxi aayera nepal ma nai kei garne,Plan/Hope,Return Migration,Positive,Positive
"Yetti herexi ta jhan bidesh nai jane confrom Ma ni 4 barsa aaghi samma ta mareni bidesh janna vanne manxe ma aaile Maldives aako xu 6 mahina vo",Personal Sharing,Migration Decision,Neutral,Neutral
Nepal basau bhaner desh bhakti dekhaunu vaneko feri 16 hajar barabar jati marer feri ganatrant lyunu pani jasti ho,Political Criticism,Patriotism vs Reality,Negative,Neutral
70%  young people want to go abroad,Observation,Migration Statistics,Neutral,Neutral
Talk about mcc ni Nepal,Topic Request,MCC Policy,Neutral,Neutral
bro timi le po youtube bata dollor chapiraxau Ta hami jasto middle class le garne vanekai Bidesh ma kam ho,Cynicism,Creator Privilege,Negative,Neutral
"But Dai , बढदै गएको AI replacement KO Ni ?  IT sector ta AI le takeover Garna sakxa within next 15 years ,then what ?",Concern,AI Disruption,Negative,Neutral
Its true nepal ma job market ekdum khattam ani kati thau ko human resource department ma bhako haru ma ni skill ko kami dekhe,Analysis,Job Market,Negative,Neutral
Ta mula jasto le desh ma kei garna sakdainas bhai😡😡😡,Criticism/Anger,Citizenship Blame,Negative,Negative
@Rohit-mt5oh paila sodhne gar kasle k garirako cha bhanera tessai ufridai aaune haina bhai,Pushback,Job Creation,Neutral,Neutral
10class pass vako bidesh jane soch theo tara yo video herera mero mind changevo abo bidesh ta ghumna matrai janiho,Inspiration,Staying in Nepal,Positive,Positive
Kunai din google map bat nepal vanne country thiyo tyo ni dekhin 😂😂,Sarcasm,National Decline,Negative,Neutral
हाम्रो पाला मा हस्त लिपि थियो पासपोर्ट  पछि आको एम आर पि त नेपाली ॐ शिव,Nostalgia,Historical Reference,Neutral,Neutral
UK dream. Country with permanent citizens ship,Personal Aspiration,Migration Goal,Neutral,Neutral
You leave I stay. Less traffic jam,Humor,Migration Consequence,Neutral,Positive
"नेपालमा राम्रो कमाई भए पनि के गर्ने??? सरकारी हो या प्राइवेट हस्पिटल मा लाखौं खर्च गर्ने क्षमता हुँदा पनि पार्टी को पहुंच नहुने हो भने राम्रो उपचार र सेवा पाइँदैन।",Frustration,Healthcare Access,Negative,Negative
PramodKoirala-y8t: नेता ले पाल्दिन्छन स्वास्नी छोरा छोरी उपचार दबाही खर्च ॐ शिव,Political Cynicism,Corruption,Negative,Negative
541 BHAKO RAIXA 1541 KO THAU MA 2021 KO DATA  MA,Data Correction,Statistical Accuracy,Neutral,Neutral
"Exodus of viable youths abroad looking for a better prospects is not a new phenomenon and Nepal is not alone on this.  This is inevitable and getting globally a new normal.",Analysis,Global Migration Trend,Neutral,Neutral
Ukalo ma Santosh basnet ki subas basnet?,Question,Content Character,Neutral,Neutral
PramodKoirala-y8t: नेता ले पाल्दिन्छन स्वास्नी छोरा छोरी उपचार दबाही खर्च ॐ शिव,Political Cynicism,Corruption,Negative,Negative
"Also when you mentioned a person in IT earning money in dollars; you made a very vague argument. just cos an individual works for foreign company while in Nepal, doesnt mean he is earning top dollar",Critical Analysis,IT Wage Gap,Negative,Neutral
भावनाले जीवन चल्दैन…,Philosophical,Pragmatism,Neutral,Neutral
"तस्कर र भ्रष्ट नेता संग सातगठ छैन भने १००% विदेश, बस्नलाई परिवारको अनुह्वार हेरेर मात्र हुन्न, उनीहरूलाई पाल्नु पनि पर्यो",Analysis,Economic Reality,Negative,Neutral
Sir nepali haru 215 ota des kasari jana sakxan world ma 195 ota des xa 2:15,Data Correction,Geographic Fact,Neutral,Neutral
Nata passaion nata skill nata bidesh jani aath😢,Personal Frustration,Youth Uncertainty,Negative,Negative
Dolar bhittarayune illegal 😢 xainna rw,Observation,Regulatory,Neutral,Neutral
Nepal tyagera bidesh nai basni haru future pani sochnu jasari madhesh bata pahadi lakhetiyeko thiyo,Comparison,Demographic Parallel,Negative,Neutral
Yo question sarkaar sanga sodhnus youwa kina bidesh tira jadai xan...? Hun ta bhrastachari harulai k Matlab youwa ya basun ya bidesh jaun,Political Criticism,Government Indifference,Negative,Negative
Jau bidesh tarw 25 Vanda pahila jau ani 36 vanda pahila farkiyera bideshma kamako paisa Nepal ma business gara,Advice,Strategic Migration,Positive,Neutral
Yasto lamo country ma k basnu yaha bhada magera 10 hajar pauna muskil canadama tei bhada magera 4 lakh auxa,Comparison,Wage Gap,Negative,Negative
Vakkar bidesh aako mah Farkum farkum lagirako xah yoh video hererw tw 😪,Personal Sharing,Homesickness,Positive,Negative
K study visa ma Russia janw sakinxha?,Question,Migration Route,Neutral,Neutral
"Jun jogi ayeni kaan chiriyeko bhayera ho, 250 years samma desh bechera khane harule sashan garepaxi 10 years ma kasari change hunxa babu😅",Cynicism,Political Legacy,Negative,Neutral
Who's cutting onion here?😭,Humor,Emotional Impact,Neutral,Positive
Aba A.I. aisakyo bhai Nepal ta kangalai ho,Concern,AI Threat,Negative,Negative
27.12 minute ma  Success ko spelling galat bhayexa hai... criticize gareko haina galat bhayexa bhanera matrai bhaneko ho hai..,Editorial Feedback,Content Quality,Neutral,Neutral
Nepal ma basne ho bhane krishi garera aafaile customer lai bechna parcha,Advice,Agricultural Suggestion,Positive,Neutral
dai subash basnet ho hai,Personal Trivia,Creator Identity,Neutral,Neutral
Kasto aashu nai aayo,Emotion,Emotional Impact,Neutral,Negative
Nepali parents lai mbbs Ra engineering Ani loksewa baahek Aru kunai kaam kaam nai lagdaina,Criticism,Parental Expectations,Negative,Neutral
जुन काम सरकारले गर्नुपर्ने हो त्यो काम यो च्यानल ले गर्देको छ।,Appreciation,Media Role,Positive,Positive
nepal ma kaam xa tra chineko manxe chainxa,Observation,Nepotism,Negative,Neutral
"विदेश जानेकि देशमै केहि गर्ने भन्ने सोचमा रुमलिदा रुमालिदै इञ्जिनियरिङ्ग फिल्डमा रहेर काम गरेको पनि पांच वर्ष भएछ।",Personal Sharing,Dilemma,Neutral,Mixed
Malai mero desh mero pariwar jati nai maya lagxa 🇳🇵*,Patriotism,Family Love,Positive,Positive
"Ab bidesh nai jaane ho sir ..,...... Aru coment lekhn ni man xain😢",Personal Sharing,Migration Decision,Neutral,Negative
"yo video herera, akha vari aasu varera aayo, sathi haru bidesh gayera aayo, khuci ko rang xarera aayo",Emotional Poetry,Migration Grief,Positive,Negative
Bidesh jani,Personal Sharing,Migration Decision,Neutral,Neutral
"Hamro Neta haru le desh na luteko bhaye, Nepal basnu theek hunthiyo.",Political Frustration,Corruption,Negative,Negative
Yahaaa hami Indian bhayaraw nepal ko citizenship pauna marehatyaa garyaa xam coz maya garxam yahe janemeyaa padhyaaa,Personal Sharing,Indian-Nepali Identity,Neutral,Neutral
1541 wrong chha dai 541 vako chha,Data Correction,Statistical Accuracy,Neutral,Neutral
Leave Leave Leave,Resignation,Migration Encouragement,Negative,Neutral
Aru kei haina Nepalese people just want to leave this country.,Observation,Migration Intent,Negative,Neutral
अर्काको देशमा दोस्रो श्रेणीको नागरिक भएर हातमा बल हुँदाखेरि मात्र हो पछि फेरि आफ्नो देश फर्किनुपर्छ बुढेसकाल लाग्दाखेरि,Warning,Migration Reality,Neutral,Neutral
😢Nepal bachauna gaja legal garno paro,Cynicism/Humor,Governance,Negative,Neutral
"जहिले सम्म हामी युरोप अमेरिका अष्ट्रेलिया जानुमा गर्व गर्छौ। नेपाल बिकाश हुदैन ।",Political Criticism,Mindset Change,Negative,Negative
"Prachande, Sere, oli ra samasta neta haru ek choti Rakchas ko pyaro bhaye c ani ramro neta aaye c balla yuwa basna thalchan",Political Frustration,Political Leadership,Negative,Negative
Timi ley taw 100% copy paste gardo raixau taw bro aru ko video 😂,Criticism,Content Originality,Negative,Negative
"I'm afraid neta haru le desh sell garxa vanera I Heard Neta haru le Kati loan leko xa Nepal on big loan ... Kasari citizen haru le tirxan",Concern,Political Debt,Negative,Negative
Sure Mission 2084,Motivation,Future Goal,Positive,Neutral
"who will stay when your 4 yr bachelor takes 6 years to complete .also who will stay when u cant even earn to fulfill your physical needs with the salary you earn",Analysis,Education-Employment Gap,Negative,Negative
Yo data nai galat cha  double nai bidesiyako cha,Data Critique,Statistical Accuracy,Neutral,Neutral
Nepali nai na rahe Nepal rahanna bhanne kura bujhau Bidesh jaau tarw yadi jaanai parne badhyata xa bhane trpheri farkau hamro desh,Advice,Return Migration,Positive,Neutral
Maleysia ko pani jodana vai ak vak aadha nepalko gayeko xan yar,Observation,Malaysia Migration,Neutral,Neutral
अनि देशलाई बिगारेको नेताले हो की पढ्या लेख्या लोकसेवा उतिर्ण गरेका सरकारी पदमा बसेर गुणस्तर सेवाको साटो घुस र सम्पति जोड्न बसिरहेकाहरु,Political Analysis,Bureaucratic Corruption,Negative,Neutral
ashabadi hunu nai ramro ho! aaileko samay ma...,Optimism,Hope,Positive,Positive
Shame on Nepalese government,Political Anger,Government Failure,Negative,Negative
I m gonna leave anyway,Personal Sharing,Migration Decision,Neutral,Neutral
naa baap badaaa naa vaiyyyaaa sabse bada rupaiyyaaaaaa...........,Cynicism,Money Priority,Negative,Neutral
Stay in Nepal,Encouragement,Staying in Nepal,Positive,Positive
Yedi arko janma vayo vaney yo desh ma chai na hos,Cynicism/Despair,National Disillusionment,Negative,Negative
K xa ra nepal ma gari khani ?????😢,Question,Economic Reality,Negative,Negative
"Hlo from russia😎, recruited in russian military 6 months ago, Vai haru russia aau, mariyo vane mari haaliyo tara bachiyo vane 10 truck poisa ra pr pauxau.😂",Humor/Personal Sharing,Extreme Migration,Negative,Neutral
No thanks we are good in Nepal,Counterpoint,Staying in Nepal,Positive,Positive
bideshnai janchu brother ma ta kina ki paisa chaina hami sanga kamauna percha,Personal Sharing,Economic Compulsion,Negative,Negative
anyone 2025😂😂😂😂,Humor,Time Reference,Neutral,Positive
K ko 7 lakh 10 lakh vai sakyo,Frustration,Educational Cost,Negative,Neutral
"If you can't change the country, Change the country.",Wordplay/Cynicism,Migration,Negative,Neutral
😂😂😢 not good,Emotion,Mixed Feelings,Neutral,Mixed
ukraine ma khasayeko  bomb ley romania ko sisa futo?,Humor,Content Reference,Neutral,Neutral
के  गर्य्या दाई रुवाई दिने,Emotion,Emotional Impact,Neutral,Negative
Hamro desh ma neta nahi chor chan yrrrr,Political Frustration,Corruption,Negative,Negative
"Yo video ma expalin gariyako xaw ids kasari aru ko content copy paste garxaw vanaraw",Accusation,Content Originality,Negative,Negative
"its true nepal ko yo 3 ota pm maryo bhane desh sudhrela pm,: KP,  deuba, prachanda",Political Cynicism,Political Leadership,Negative,Negative
5to 10 year ma budo neta marxan ani kei Kuch hunxa ki,Cynicism/Hope,Political Succession,Neutral,Mixed
"नेपाल मा केहि गर्छु भनेर १० बर्ष नेपालमा काम गरेर कम्पनी खोलेर, अनि की सिप नलागेर विदेशिएको अर्को उदाहरण मध्ये एक मा पनि",Personal Sharing,Business Failure,Negative,Negative
Kun company?,Question,Business Inquiry,Neutral,Neutral
Bro le hawa bolnubhako ho napathaunu 😂,Criticism,Claim Validity,Negative,Neutral
Khatey Ko view's aun jari matra ho auna xode si Kai din ma visiting Dubai vandoi photo Halxa,Cynicism,Content Creator Behavior,Negative,Neutral
