comment,intent,primary_driver,value_orientation,affect
Wonderful video!,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Bro Ending is Beautiful ❤️🇳🇵🙌,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"That line hit me ""what do you want ?""",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Ahile eaklo mahasus Vai sako bro 😢😊,Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
Thank you so much for this awesome video ❤❤ keep it up ❤,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"No matter how many people left Nepal they will sill connect with various ways to Nepal ,so there is still a chance we can generate income from them as various businesses will rise 😄 lets search for it 😁",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Waah what video guys ❤❤ Hats off 👍👍,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Zakir khan gave that Masterclass 💜,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Very much true...well said..,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
One of the best video ❤,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"भाइलाई Hope रैछ नेपाल बन्ने तर मलाई छैन , गफ दिएर भिडियो बनाउन सजिलो छ Reality फरक छ । यो देश कम्तीमा मेरो पाला सम्म चाहिँ बन्दैन भन्नेमा म ढुक्क छु ।",Neutral/Observation,Economic Necessity,Collectivist-Nation,Despairing/Sad
"Maybe it can be helpful for somebody, especially for students, just don't give your full time to course book. Read and learn about share market, content creating, can learn barista, driving, cooking, even go for the labour job, discuss with friends about ideas and business. For now, you may not make money but you will know lots of thing like investing ideas, communication skills, personal budgeting, how to deal with people and of course will be more confident. <br><br>And life is all about selling yourself and you need to know how to sell to get the best price.😊😊<br><br>Good luck for everyone. Cheers",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Right Remote jobs is the future for Nepal..i also work remotely and  I'm making really good income 😊,Anti-Migration,Economic Necessity,Individualist-Self,Hopeful/Motivated
आज  धेरैमा ७ वर्षको लागि देश छाड्ने अनि फर्की आउने उदेश्यका साथ नेपाल छाड्दौ छु <br>हाल मात्र १८ वर्षको छु <br>फर्की आउने छु <br>नत्र पाप लाग्न सक्छ जन्मभुमि को😢😢😢😢😢😢😢,Anti-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
Now make a video on ‘why to leave Nepal as soon as possible’.,Pro-Migration,Economic Necessity,Individualist-Self,Angry/Frustrated
Bro the job you talking about will soon take over by AI,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
"bitter truth: yo desh ma basne vaneko  bidesh jana nasakeko,  bahira gayera settle huna nasakne matra ho. Ani freelancing garera 4-5 lakhs Nepal mai kamaune vaneko 1000 jana ma 10 jana matra ho. Jaba samma desh banauxu vanne mansaye vayeka 2,3 wota political party haru aaudainan taba samma yei desh ma vabisye banla vanne aasai nagarum. 1, 2 jana le matra desh banauxu vanera politics ma ayeka haru lai k k vai ra xa, kati tira bata khutta tanne haru aauxan sabai lai thaha nai xa.",Neutral/Observation,Economic Necessity,Collectivist-Nation,Despairing/Sad
Khoe Nepal mai garnu parxa vaner 2020 dekhi Nepal mai business garn thaliyo. 2023 ma aayer Survived garn garo hun lagyo .. finally 2024 ma des xodn fully ready vaye,Anti-Migration,Economic Necessity,Collectivist-Nation,Despairing/Sad
Moh ewta artist ho dhunga bata banauchu monthly 50 60 kaile 70 ni hunchh tarw ooni pugeko choina nepal ma last option baira nei dekhira chu rw chitoi jadei poni chu😊😊😊,Anti-Migration,Economic Necessity,Individualist-Self,Hopeful/Motivated
you should use more nepali words because when we share this to our older parents they could easily understand.,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
मैले पनि 2023 मा देश छोडेको हाल कुवैत को खाडी बाट😢,Trapped/Regretful,Economic Necessity,Individualist-Self,Despairing/Sad
"Euta home renovation ko kaam liyeko thiye, ghar ma dui jana 70+ ko aama buwa matrai hununthyo. Chora chori sabai jana bides ma, utai settle vaisaknu vayeko raicha. Work suru gareko first day, kaam sakera site bata niskinu aghi aama le mero hath samaudai vannu vayo ""Hamro chora chori j vane pani babu nai hunu vayo aba, afnai ghar samjhera gardinu hai, hami buda vayeu, kei garna sakdainau, garo cha hamilai. Babu le chai afno aama buwa lai kailei chodera najanu hai"". Akha rasayo. Aja pani tyo aama ko kura samjhida akha rasaucha.",Neutral/Observation,Family Obligation,Collectivist-Family,Despairing/Sad
"""You're parents aren't against you're passion, they just don't wanna see their child starving"" don't know but it hit different",Anti-Migration,Patriotism/Love,Collectivist-Family,Hopeful/Motivated
baru Nepal mai garna sakne business ke ho bhanera bhannu na,Anti-Migration,Economic Necessity,Collectivist-Nation,Hopeful/Motivated
"When I grow up, I want to study Paleontology(Dinosaur and prehistoric life fossils)but im worried that it wont work here in Nepal. So what i am planning to do is:<br><br>Pass Bachelors, Go abroad, still have Nepali citizenship and passport. Study Paleontology. In my last year of being abroad. Consult with locals. Find out how they turned Their country good. Come to Nepal, spread awareness.Or anything to change Nepal.Hopefully",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
siringai vayo guee nai dai,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
नेपाललाइ इसाई देश बनाए सबै समाधान हुन्छ,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Bolna payo vandaima j payo tei nabol hai fatah,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Angry/Frustrated
कुनै समय गांउबाट १ जना बिदेश जादा मन भारी लाग्थ्यो अहिले आफै परदेश आइपुगेको छु। मायाले मात्र नपुग्ने जिन्दगी चलाउनलाई।😢,Trapped/Regretful,Patriotism/Love,Collectivist-Nation,Despairing/Sad
Watch more then 10 time❤🫠,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Des naxadne yeutai kaaran ......maya😢😢,Anti-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
Well ask those who just completed their +2 study who are middle class. <br>How difficult to  get job and complete family dream😢😢,Anti-Migration,Economic Necessity,Collectivist-Nation,Despairing/Sad
America ma thiye aaile nepal mai kei garxu vanera 17 barsa pachi aaye ...aaile geda jasto vayo,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
नेपालमा बसेर कम्तिमा मेडल क्लास परिवार कमाउन सकिन्छ  ?<br>आफ्नै पैसाले बिहे गर्न सकिन्छ ? <br>के हामी हाम्रो हजुरबुबा जस्तै सम्पत्ति किन्न सक्छौं? <br>के हामी भारतीय जस्तै कार किन्न सक्छौं?,Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
Part time job really needed,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"As a recently +2 graduated guy who is sick of thinking abroad or Nepal , this video changed my point of view and  now i think i know what to do, loved your video ❤",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Same bro,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
25 rs ko chiya khane paisa hudina aafu saga kam  khojyo vani ne ramro pauna garo xa  dhearai kamauna neta ko source chayo ani aafu sagai padeako sathi lea gako 1.5/2 barsa ma 50lakh dheaki 2cr samman kamaye vabda hami pagal matrai huna Baki xum,Anti-Migration,Economic Necessity,Individualist-Self,Despairing/Sad
1 subscriber 10 marks❤😅,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
South Sudan Nepal bhanda garib ho vane ki tya jagir pauxa Nepal ma paudaina 😂😂😂😂😂😂nepis,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
I live in Australia. Akhir kei nai rahyo Nepal ma mero lagi. <br><br>Tyo samaj jasle ma khelda sano ma malai bigreko kta vani Tag lagayo.<br><br>Tyo samaj jasle malai SLC ma kasko chorera pass vais vanyo.<br><br>Tyo samaj jas le malai kaile ijjat garena<br><br>Tyo samaj jasma mero dady lai dukha ko ghadi ma help garna koi ayena.<br><br>Tyo samaj jaha khutta tanne manxe haru ghar ghar ma basya xan<br><br>Maile dukha bahek kei nai payena.<br><br>Tara aja awastha ferieko xa<br>Jaba ma saga pr vayo paisa vayo<br><br>Aja ma saga sathi huna sap khojxan<br>Kaile nasuneko Afanta haru le mero xora xori bolauna paro eta uti vandai bolxan<br>Suddenly jo manxe le malai reject garya thi aja biha garum vanxa<br><br><br>Nepal lai maya garxu but Nepali soch lai gardina. Australia le mero harek dukha ko ghadi ma abhiwahak sara maya gareko xa<br><br>Nepali hu but Australian pani. Dubai mero mutu ko tukda hun <br><br><br>Tehi sama,Trapped/Regretful,Patriotism/Love,Individualist-Self,Despairing/Sad
"अब को १० बर्ष पछि नेपाल धनी हुन्छ। म चाहिँ १० बर्ष सम्म World Travel गरेर नेपाल फर्किन्छु। 😅😅😅  Yes ma ni freelance & online business ko through earn garchu so, IT sector ta सदाबहार हुने नै भयो, पछि Roads & Transportation को सबै सुबिधा भएसी Organic agricultural & Farming in hilly regions,  Religious Tourism (mainly Hindu& Buddhist tourist from India & China etc countries) & Spiritual Tourism(yoga, medidation, retreat centre, spa etc), & tourism connected with nature(mountain climbing, hiking etc ). Yehi ho nepal को कमाउने आधार।",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
10 Reasons SOONER or LATER Everyone will Left 🇳🇵Nepal 😢 😪 <br>https://youtu.be/AlcahONiYOc<br>Either It's For Further Studies or Work,Pro-Migration,Economic Necessity,Individualist-Self,Despairing/Sad
"15"" /20 वर्षपछी नेपालमा खाडी जाने पुस्ता नभए देश कसरी चल्ला??? point to be noted",Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
I’m living in abroad right now. <br>I’am sure many Nepali like me wants to go back to Nepal at certain point. <br>But there is only one question that’s stopping Nepali youth from coming back. <br>FARKERA K GARNI ??? <br>You also know that positive news about Nepal rarely comes out. <br>Could you please make a video regarding stuffs that people can do  after coming back to Nepal and their chances of success.,Trapped/Regretful,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"Mero concern yehi ho!<br>World scenario etee bela third world ko dhoka ma ubheeko cha, ra sansar bhari War front khuli raheka cha, jastae Russia v/s  Ukrain  (U. S) Nato Israel vs hamas iran, Pakistan vs Taliban Iran china vs Taiwan Armenia Ajarbejaan!<br>Bholi ko din ma afania desh kaam laagne ho!",Anti-Migration,Economic Necessity,Collectivist-Nation,Pragmatic
"ma ayo vedio bidesh (portugal)  mae basarh hirako xu , at first ma nepal ma huda pani bidash nae saab thak jasto lagthyoh but after when i came abroad, things are not like what i think in nepal.  hola nepal vanda ali bade income ta hola but eha kharcha pani tastie hunxa. like you said maya. yes thats really matter i miss every things of nepal, eha ayrh tha vayoh ke ateh mahant garni baru nepal mae garako vayah i will be more happy. i want happiness in my life so ava ko 1 or 2 years mah i will be returning my country nepal.  <br>from my side what i suggest is bidesh ghumnu parxa ,thawu dakhnu parxa but j vayah pani afno thawu vanko afnie hunxa ayoh kura bideash gayah paxe tha hunxa kasto hunxa afno manxey haru ko najik rahada.",Trapped/Regretful,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"23 barsa mai bachelor sakkaunu vayexa Nepal ma basera pani....sure bideshi university hola, bideshi university na vaye TU chai pakkai haina hola 😂😂😂",Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Bidesh jane because no nepali school certificate value😢,Neutral/Observation,Economic Necessity,Collectivist-Nation,Despairing/Sad
"Nepalese society jamider cha ahile,<br>Mero chora ya chori lai bidesh pathaunu parcha. <br>Tei society ko manche haru corrupted politician lai vote dinchan,<br>Doctor or Engineer padnu parcha hai arubpadera kam chaina vaane yaiyat mindset society<br>Aru pani factor haru chaan.",Neutral/Observation,Family Obligation,Collectivist-Family,Pragmatic
Yes I agree with you bro,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Everyone: Nepal mai basau ki bidesh jau..<br>Me: ek choti bidesh gayera paisa kamayera Nepal mai chill garxu 😅❤,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Can I use some of your video clips to share with my friend and family?,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"You dont owe the country anything.. you also dont have to feel responsible for the nation future. Desh establish garne ko pariwaar lai ta public le nikali dio , who are you? Follow and do what is best for your family and you. Hoping and waiting for Nepal to transform is just being delusional.. if you want to live in Nepal great enjoy.. just dont keep telling yourself 10 barsa pacchi ramro huncha.. be preprared to live in Nepal of today not in the imaginary ideal Nepal.",Pro-Migration,Systemic/Political Anger,Individualist-Self,Angry/Frustrated
Akhir katin jeel tyo aash ma basni??,Anti-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
Europ ko sabai vnda grib desh ho Romania 🇷🇴,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
195 desh vako sansar ma 205 ota desh gaidinxan nepali haru🤣,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
जुन दिन देश छाडेको थिए । तेई दिन कसम खाको थीए एक दिन फर्केर केहि गर्छु भनेर र म फर्किन्छु मलाई म माथि बिस्वास छ 🙂,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
फर्किनु पर्छ सर।।<br>पुर्खाको भुमी बिगार्ने कि बनाउने हाम्रै हातमा छ।।<br>हामी पछिको पुस्ताको निम्ति अलि ज्यादा मिहेनत गरौन।।,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
आखिर कैले सम्म चै भाग्ने र सर 🙏,Anti-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
"We must leave nepal because whatever is important for a Nepali citizen to get better life or rich life, it is banned<br>For example; crypto banned in nepal",Pro-Migration,Systemic/Political Anger,Collectivist-Nation,Angry/Frustrated
Nepal ma aba nepali hoina neta ra teska jhole karyakarta matarai huneyxa,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Despairing/Sad
"Mailey ni paila janxu bhaneko. Paxi dherei ghatana haru dekhey, afno pariwar sanga time bitauna sakina bhaney jindagi jiuna ko maja k xa rw jhai lagyo. Ayiley padhdei xu yetei. Mero lakshya bhaneko kehi ramro garera yetei pariwar sanga time spend garney majaley. But yesto dar ni xa, paxi kehi na bhayera bahira po jana parlaa ki.. rin lera padhdei gareko, paxi tirna na sakera bahirei jana parxa ki?... Nepal maa ramro garxu bhanney ko kaam xaina, sayad mero ni hunxa jasto ni lagdeina✨🖤",Anti-Migration,Patriotism/Love,Collectivist-Family,Hopeful/Motivated
"But dhukka chai bhaye, IT student hu ramrei khalko❤",Anti-Migration,Economic Necessity,Individualist-Self,Hopeful/Motivated
What about AI,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
"What about people who don't want to be IT professionals? What if someone wants to be a teacher or a doctor, an astronaut, a Biologist, a Maritime professional etc etc. It will always be better for them to get a great  residency in more developed countries as they will get more facilities than working in a government school or government hospital and many jobs don't even have a sector in our country<br>The entire country cannot develop with just IT professionals<br>You blame the youth for leaving the country, avoiding learning skills, and being unpatriotic while you suggest a selfish approach that benefits only the people interested in IT",Anti-Migration,Economic Necessity,Individualist-Self,Pragmatic
"Kehi mahina ma iPhone, Mac computer, ghar ra gadi huncha bhannu chai ekdum galat ho. Ma bideshiyeko 20 yrs bhayo. Tara euta ghar, gadi, iPhone, Mac laptop kinnu kati dukha garey malai matra thaha cha. Esto fictional info nadiyeko best hola. Esto nachahiney bhram failaunu uchitt hunna. Kehi mahina ma gadi ra ghar jodhca bhannu jasto galat info dinu tapai haru ko jasto channel lai suhaudeina. Ajha whole family lai iPhone pathaucha arey. Esto hasauney kura nagarnu best hola",Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Bidesh Jane,Pro-Migration,Economic Necessity,Individualist-Self,Pragmatic
Nepal mai basinxa😊,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"+2 ko result paxi mero family le nai malai Australia jaana malai suggestions diyo, maile tyo bela vaneko yaad aauxa desh mai hurkiye desh kai hawa maa saas fere ek choti prayas nagari nai xadna ta milena ni <br>Ani ahile 2 barsa huna laagda ma tyo decision katai galat ta vayena vanera sochxu <br>Ahile 3 ota degree sang sangai pursue gardai xu nepal mai, CA, ACCA ra BBS gardai xu <br>Paisa kharcha vairaaxa<br>Mero school ko class maa ahile ma matra nai hola jo kita bidesh gaako xaina wa jasko process chaliraaxaina bidesh jaane <br>Sathi haru le pragati ta garinai raaxan tara ek choti prayas nagari ta ma yettikai desh ko maya marne waala xaina <br>Euata matrai cheez chaiya xa haamilai ra tyo ho CHANGE <br>Euata matrai change ani this country will be a land of opportunity<br>Atti pani ta atti nai vaisakyo nita kati sahanu vanya <br>Kunai na kunai din ta change aaulanita <br>I am optimistic about this and i can smell a lot of opportunities waiting for us <br>Nepal kai hawa maa saas ferna paaw, nepali mai khulera bolna paaw, nepal xadna man xaina ra jaba samma naramro sanga mero yo biswas vachidaina taba samma yo desh xadne wala xaina <br>Bidesh jaane ho tara ghumna <br>Aba ta change holani vanera aasawadu xu <br>Tara bidesh jaane haru ko pani pida bujxu ra dar laagxa ki kunai din tyo vid maa mani huneta hoina <br>J hos ahile lai nepal mai khushi xu",Anti-Migration,Family Obligation,Collectivist-Family,Despairing/Sad
"@Laxmisharmaa26  it's unbelievable how these 7 months changed my mind. I couldn't even believe i used to think like this 7 months ago😅<br>A lot has happened in the last 7 months. I have been fatigued mentally, physically and emotionally.<br>I have currently shifted my sole focus on acca and i am leaving this country by next year. <br>To live in this place for a guy of my age, everyday frustration gets added and it gets difficult to not get bothered by them. <br>I am not saying Nepal maa kehi garna sakidaina cuz there are many people who are doing so well in Nepal. But for me, Nepal maa basera i can't achieve what i want.",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"Hey!! I belong to nepal, but I do live now in Australia. What made me stay in Australia is everything. Literally, I am able to make my family happy and myself. Even if you have no experience, you will earn 1 month of nepal salary in 1 shift, I.e. 5 hours. That means 1 day in Australia equals 2 months in nepal. Whatever I earn in 1 year is equivalent to ?? You know the answer now.",Trapped/Regretful,Economic Necessity,Individualist-Self,Pragmatic
We know that your house mortgage cost 3 lakhs per month <br>Glossaries iteam + clothes 1 lkahs per month <br> insurance 1lakhs per month <br>Just for living ko lagi ho bidesh jani  <br>Hamra ni manxe xaan bidesh and we know how chutiya are they haha😅😅😅<br>Money life vana but happy life naw vanam😊<br>Many more hai bidesh jani paisa kamauni ani nepal aaera chill mah basni tyo chai better hola,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Genuine saving kati samma hunx uta,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
​@dnstar5218 sahi bro 😏,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Loan ma churlummba dubya xas dhak lauxas 😂,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
आशावादी ।,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
अब हाम्रो शिक्षा प्रणाली सिपमूलक<br> बनाउनुपर्छ,Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Hopeful/Motivated
Nepal will rise again 🇳🇵,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
This video must be shared in every schools & colleges in Nepal.,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Kati ramro thinks thankyou ids❤❤❤,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
आशा राखौँ केहि त गर्न सकिन्छ<br>गर्नु पनि पर्छ!!🇳🇵,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
मलाइ विदेश काे भूत न चड्नुको कारण यही आशावादी सोच हो । थाहा छैन ठीक हो कि गलत ❤,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
आखा भरी आँसु तील्मीलायो सारै मन मा लाग्ने भिडियो ।।।,Anti-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
You are doing great bro. As a civil engineering student this means a lot to me. keep up the good work.,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Whaa Mero dai ❤❤Kya soch Jay Nepal ❤❤❤🎉🎉same mindset,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
सुन्दा एकदमै मजा आयो 🙏 नेपालको यथार्थ 😢,Anti-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
Thankyou so much sir for informative and motivative video.❤ 🇳🇵,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Very powerful words all the best for youth of nepal🇳🇵 ❤🇮🇳,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"Some heros does not wear cape and you guys are one of them. Thanking your team for this positive effort. As a concerned citizen of Nepal, I request your team to create a video addressing the issue of online toxicity among youth. This behavior, prevalent in social media and online gaming, reflects negatively on our society's youth mentality. I urge you to raise awareness about this issue and its detrimental effects on our future. Thank you for considering this request.",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
नेपाल बाट नेपाली जनता लखेट्ने नालायक नेताकार्यकर्ता हरु प्रती हार्दिक श्रद्धाञ्जली,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Angry/Frustrated
"BALEN, HARKA, GOPAL HAMAl <br>  जस्ता नेताहरु को अझै धेरै खाचो छ 🇳🇵💕",Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Hopeful/Motivated
धन्यवाद बाबू अति राम्रो सन्देश 🌺❤️🌹,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
देश त छोडियो तर छोरा छोरीलाई नेपालमै बस्ने वातावरण होस नेपाल सरकार 🙏,Trapped/Regretful,Family Obligation,Collectivist-Family,Despairing/Sad
Watching from nepal nice informative video,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"Desh Ko Maya Cha🇳🇵. Tara. VRASTCHARI Haru Lai , Maya Garera Hudaina.. 🔥",Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Angry/Frustrated
20:03 was so wholesome. It feels so nice!!,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"Truly, what a master piece. As, a recent plus 2 graduate I am really impressed by this video one of the most worthy video changed my vision",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"I love this video mentally, emotionally",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
tons of respect to your entire team,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Last ma ta goosebumps aayo hau❤,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Salute To Your work big bro ❤️,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"Nice, content and analysis. God bless Nepal. May we see our nation prosper with full of opportunities, developments and happiness soon in upcoming days..",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Lastai babal video guysss!! Thorai video aayos tara atti babal matra aayos!!,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
❤ Bidesh ma basera Yo video herdai Garda jhan badhi emotional ra Ashabadi vaye. can’t wait to return to my Land someday …🇳🇵,Trapped/Regretful,Patriotism/Love,Collectivist-Nation,Despairing/Sad
"नमस्ते सर धन्यवाद 🎉 हृदय बाटै आभार, ज्ञानवर्धक अनि आशातित विषयवस्तुका लागि।",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
This channel should be millions subscribers ❤️,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
We're really proud to have you. Thank you for everything. Lots of love.<br>#ILoveMyNepal.,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Maya x daju <br>keep us teaching and informing 🥰🥰,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"न छाड्ने आउटै कारण छ ""माया"" ❤🎉",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
You just expressed my feelings ❤,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Hjr ko positive massage ko lagi thanks ❤❤❤,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
My love for my country=Then now and forever.❤jai nepal,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"Your content is fire, keep inspiring the young minds!",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
This video should be watched by everyone who is planning to go abroad or is already there yuwa nai desh ko future ho hami nai narahe desh ka rahanxa.,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
This video really provided the conclusion to me. Thank you IDS bro 🙂<br>We Will rock in NEPAL🇳🇵💕💕,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
I hope youtube’s algorithm takes this to all the nepali youths . Jati dherai uti uccha,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Much needed video !,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"So much positivity, which I needed and I believe that the country will change for good and I will be the one of the citizen among them , who stays in Nepal and the changes 😊",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"Really impressed bro yaar, sth with real facts and numbers will make things more realistic and tesko bare ma gambhir bhayera sochincha. I really want to get back home in my village and start a new NEPALI  life yaar 🙏🙏",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Garo xa hou Nepal ma hami jastai lai😢😢 hope your words become reality ❤❤❤❤,Anti-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
It's a great presentation of your it's all time great presentation it's create hope and motivated our youth and all of us Thank you so much afno desh ma ni kei na kei ramro abashya garna sakinxa thank you so much for your team and you @indepthstory keep it up the good work 😊❤️🙏🙏,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"What a video bro what a video🙏🙏 hats off to you the way express each and every topic🙏 just wow❤️ its been more than 2 years in kuwait i really miss my family, friends and environment of my country❤️❤️😭",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
One of the best vedio i ever watched ❤ full of goosebumps 🫡 . Keep it up 👍…. Keep going!!,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
What a great video!!❤❤,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"Hearty Respect Sir 🙏👏<br><br>I am really proud to be this man aaba chii nepal ma pani country ko economy, education system and nepal ko resent time ko setuation ko knowledgeable ra youth li clear garawune khalko Youtuber and social media influencers ko udyha hudai xa 😊<br><br>Thank you so much for this extra ordinary explain  salute sir ❤",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
One and only historic you tube channel based on nation,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
धेरै राम्रो भिडियो content  also you are creating your revenue. Very nice.,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Thank you brother yadi sabai creator haru le yasari nai yastai content banaidine ho vane sabai lai desh mai basna motivate garna sakinxa,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Thankyou dai your video gave something special and cambiando.🙏🤝See you after 15yrs Dhanyabad🇳🇵.,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Thank you for all this information In Depth story. Haami pheri ek hune chau🇳🇵🤝,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Really brother... This video gave me a hope and dream of being myself❤❤,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
