"comment","intent","primary_driver","value_orientation","affect"
"Nepal,<br>K garnu maya lagxha afno desh ko sav lai, tara maya le jindagi na chal la<br>Desh le maya garne vaye ta sayad basthe hola manxe<br>Tara teo maya ni na payesi <br>Janxhan sabai baira,<br>Koi ramro bhawishya ko khoji ma ta koi naya desh ko khoji ma.","Neutral/Observation","Patriotism/Love","Collectivist-Nation","Despairing/Sad"
"They are going bahira 😂😂","Neutral/Observation","Economic Necessity","Collectivist-Nation","Pragmatic"
"राम्रो संग नेपाली पनि बोल्न आउँदैन धेरै मान्छेलाई मान्छेहरू गैराछ भन्छ । यसरी मान्छेहरू किन बोल्छन् होला ?","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Pragmatic"
"Wow what a logical talk","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"3 crore bhanya 3 million hoina ni","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Big problem is that government is not stable!","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Pragmatic"
"It&#39;s hard to believe our insane life how worst is going on","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"Drastic voice change.","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"This kind of increasing foreign imigration and high inflation in Nepal is causing negative  psychological changes in all youths mind..It is emptying all menpower who are very necessary for strong and rapid development of Nepal..","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"First of all mero point of view lack  of quality education and the bad politicians is the major problem in our country maximum citizen haru uneducated haru bahira xan scam nai scam controversy nai controversy yei xa nepal ma ahele desh ma jobs paudaina only qualified people haru le job pauxa then unqualified peoples chahi k job nai nagari basne???","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Desh ko halat harera yo desh ko boj feel vo yll ma ni hindinxu bidesh","Pro-Migration","Systemic/Political Anger","Individualist-Self","Despairing/Sad"
"हामी विदेशीहरू नेपाल फर्केसी नेपाल धनी हुन्छ। हाहा😂","Anti-Migration","Patriotism/Love","Collectivist-Nation","Hopeful/Motivated"
"त्यो बोल्दा बीच बिचमा अंग्रेजी किन हाल्नुपर्ने के यो नेफोलीहरुलाई I कि पुरै अंग्रेजीमै बोल कि नेपालीमा बोल।  १-२ सब्द अंग्रेजी पर्नु भनेको ठिकै तर के नाटक हो न अंग्रेजी न नेपाली मु *","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Sushant bro le vane jasto Australia ma Nepali haru 2 Jobs, din ko 15-16 hours kaam garxa ghar aauxa sutxa ani bholi pheri same routine plus college pani cha. Kasari manage gari raheko hola hai.<br>Yes Nepali haru hard work, mehenat garna sakxa. Nepal mai kehi opportunity, tyo kaam, mehenat garne thau ra situation vayeko vaye kati ramro hunthiyo. Tyo sabai Nepal kai lagi garna sakthiyo. Most of them would stay in Nepal.","Trapped/Regretful","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"Big faan man ❤😢","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"ing   englissssh","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"We need guys like u to lead the Nepal who r most aware of condition n who can really help to solve the issue. So better b in the field as well.🙏🙏🙏","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Hopeful/Motivated"
"Loved your research and dedication on such topics.","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"We&#39;re needed more like this types of content","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"Podcast wala video arko channel ma ani paila ko jasto video yo channel ma halnu na<br>Duitai merge garda ali thik laagena","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"tribhuwan airport nachunera thulo galti garexu","Trapped/Regretful","Economic Necessity","Individualist-Self","Despairing/Sad"
"Finally Nepal ma Indian conolization hune hola😢 Nepalese are migrating and flexibility in handing over Nepalese citizenship is prevailing in Terai 😢😢😢","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"Yo tapai ko ho jasto lagyo malai","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Repost garyako maile podcast mai harisakaya  😊","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Curretly I am studing BBS 3rd year and out of 40 students in 1st year now there are only 10 students are left in the class .<br>Private college ma ramro hola bhani padha ko depressed po feel hunxa.<br>And baki students pani abroad jana try gari raxa even in arab countries .🥲","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"It is the dark Truth of Nepal &amp; bad thing is nobody want to change it 😢","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"Love your video","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Solution discuss garam baru problem sab lai tha cha.","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Pragmatic"
"People like you should support youngstar like Balen, Sagar Dhakal, Harka,Rabi  like people so that by 2084 we can at least get some good leader who can think for people and Nations and the real problem of Nepal .<br>Enough is Enough K.. we are tired of Prachande ,Oli and Deuba K.. pls it&#39;s time for change .at least for our future and future generation.. <br>We should love our country K.. no matter what.. when I see our neighbour country growing so fast ..I feel sad yr... Why we are at the bottom..why K why?? <br>Anyways I Love Nepal 🇳🇵","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Hopeful/Motivated"
"Ma ne jadai xu aba !! Desh mae ke garam bhanera lage the sakena garna garnai diyena desh ko nikaye le umer dhalkinu agadi bidesh nai last option","Pro-Migration","Systemic/Political Anger","Individualist-Self","Despairing/Sad"
"Heart touching :Nepal basna ta  born with golden spoon hunu parxa❤❤❤😢😢","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"Yo Nepal ko neta haru lai tik parnu parcha, aba tiyo din aaucha jaba Nepal ma Nepali haru hoina foreigner haru baschan ra yahi foreigner haru le Nepal lai rule garchan, yo neta haru lai paisa matrai cahiyeko cha, yasto neta haru lai PUNCH hanera khola ma falidenu parcha","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"You are right😢😢😢😢😢😢😢😢😢","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"Deep problem of nepal💔","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"Guff gara vosadi haru<br>Chilli chaplo luga jutta lagau khau gadi kudai guff gara<br>Jholepanti banda garnu parca varera kunai YouTube channel le vanna nasakekai ho ta?<br>Gaad caina vane gu khao guu kati sunnu tmaruko guff yar","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"3 crore = 30 million<br>Please unsubscribe this channel, neta vanda besi stunt hanca yar","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Don&#39;t worry government is trying hard to fulfill the vacum by the Biharis.","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"kina basnu raja nepal ma ........parttime jobs ni xaina .. loan liyera college padnuparxa ani tyo loan tirna nasakera bidesh januparxa.. students loan ni xaina ......so ma janxu","Pro-Migration","Economic Necessity","Individualist-Self","Pragmatic"
"We start business 15 years ago.paila sabai ramro thiyo bank bata kam byaj ma loan painthyo byapar hunthyo but aile byaj mahango rent mahango byapar  paile jasto xain..mahango byaj ma invest gareko paisa mahango ghar rent le garda lagani uthna pani garo x.aile 15 year business garera 35 ko age ma ma katai bides Jane sochdai xu passport pani banai sake ajhai jane ki nepal nai basne fix xain ab herum k hunx???","Neutral/Observation","Economic Necessity","Individualist-Self","Despairing/Sad"
"I hate being Nepali<br>Jastara gorkha,gorkha garay<br>K lado garo tyo gorkha la,<br>British la rule gara ko vaya Developed hunthyo nepal<br><br>........<br><b>****🍌 K payes Nepali 🍌kara***</b>","Neutral/Observation","Systemic/Political Anger","Individualist-Self","Angry/Frustrated"
"British should ruled Nepal, For development.","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Pragmatic"
"फेरि loadsheeding हुन थालेको छ  ... के कारणले फेरि loadsheeding हुँदै छ ???? कुल्मान जि हुनु हुन्छ त्यै पनि loadsheeding","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Probably too late to fix it but 3 crore is 30 million.","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"There is totally lack of visionary leadership in our country. That&#39;s what makes the country worst.","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Afno desh ma basna nachahane kasko ichya hunxa ra, badhyatale ho hajur. At this point, maele kam ma gareko dukha sayad bahira gayera gare vane Mero ra Mero family ko future ramro hunexa. I too am planning for future in abroad for better education, better income and quality of life. Dukha lagxa but yahi satya ho","Pro-Migration","Economic Necessity","Collectivist-Family","Despairing/Sad"
"Gari khana dinnan yll 😢😢😢😢nepalma😢😢😢","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"Yo nepal matra hoina sopoi garab desh ko katha ho even European country jastai Romania Poland Bulgaria Bangladesh Sri Lanka Pakistani 😅","Neutral/Observation","Economic Necessity","Collectivist-Nation","Pragmatic"
"Situation is worst jaha gaye pani","Neutral/Observation","Economic Necessity","Individualist-Self","Despairing/Sad"
"We were having a lot of discussion on this topic as well. After 10-15 years the situation is going to be miserable! Litreally everyone is going abroad!","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"<a href=""https://www.youtube.com/watch?v=_t2MyMVqddw&amp;t=1"">0:01</a> 3M vaneko 3 crore ho? 🤔🤔😂😂","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Yes <a href=""https://www.youtube.com/watch?v=_t2MyMVqddw&amp;t=163"">2:43</a> You said it Nepalese people are leaving country they are not going abroad. Only few return and start doing business in Nepal. In my opinion it is some grand design to make Nepalese Youth to go abroad and distributing Nepali citizen to neighbors. After main Nepalese citizen will be in minority and Constituent Assembly will be also be controlled by friendly neighbor and then Our Nepal will be developed like Singapore, Bihar and then those Nepalese citizens who have gone abroad will not be allowed to come to Nepal and they will be treated like Bhutanese Refugees and after then Mr. Nepal and Mrs. Nepali will realize that the main reason Nepal was not developed was due to Nepalese poor mindset. Jai Nepal","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"Taliwan jastai satta kabja hunxa Nepal ma kehi time ma","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"5 years loss because of TU (my golden years but still couldn&#39;t do anything)","Trapped/Regretful","Economic Necessity","Individualist-Self","Despairing/Sad"
"Ki Nepali nai bolau ki Englis purai bolau bich bich ma English naghusau  afnai bhasa ko nassh ho","Neutral/Observation","Patriotism/Love","Collectivist-Nation","Angry/Frustrated"
"Love you in depth story <br>You are handsome even inteligent❤❤❤❤❤❤❤","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Face revealed wow!","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"The problem here is people who want to work hard do not get better result and there are people who want to leave the chaos. Either way people are leaving. And the sad news is that most are youths who are needed for any country to run its economy, and other important functions efficiently and smoothly. This is very clear that getting rid of youths is the only way to win every elections for politicians.","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"The problem of Nepal is also the potential of Nepal. You only need to see that what is missing in Nepal right now, is exactly what can bring growth to the country! The nepal government should encourage investment in Nepal from Nepali citizens that went abroad, not make it difficult for them to come back","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Hopeful/Motivated"
"They are going bahira ):","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"I also feel that I should have choosen Tribhuvan Airport instead of Tribhuvan University😢","Trapped/Regretful","Economic Necessity","Individualist-Self","Despairing/Sad"
"Hunekhane Lai k sunae rakheko saath Pradhan sarkar Lai .......yestoh feeling middle class le matra bujne xa hunekhane bujne xaina","Neutral/Observation","Economic Necessity","Collectivist-Nation","Angry/Frustrated"
"option k xa k nepal mah ?<br>supposed ma nepal mah xu rey ?<br>ma k garam aaba ?<br>i want a environment where i can study and work in same time <br>part-time work available huna paro. If mero class 9-12 hunxa bhaney 12 bajey paxi i should have lots of option to involve in works. If 9-5 clz hunxa bhaney should be only for 2 days or 3 days and i should have option of works where i can work only 4 days in weeks.","Neutral/Observation","Economic Necessity","Individualist-Self","Despairing/Sad"
"Ilam ma ta population badhya jasto lagxa malai ki sab manxey headquarters tira ayera yesto lagya malai.....","Neutral/Observation","Economic Necessity","Collectivist-Nation","Pragmatic"
"Jay hoss party ko jhole haru lai,<br>Desh ko halat yesto banayeko ma.","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Baideshik rojgari garo xa","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"3million or 30 million 😒😒","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Face reveal?","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"One day there will be no Nepali  in Nepal😢😢😢😢😢","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"main reason           gayako realtives raw social media influncers haru lay proudly nepal ma scope xaina janai parxaw bahiraw vanara ho      social media raw abroad ma huni haru lay youth ko brain wash gari rako xan       teenage ma hamlai kasai lay thulo vayara k garni vanda doctor pilot engineer vanythim     aahile ko teenage lai k padhni tha xaina   k garni vanda   abroad jani 😊","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Pragmatic"
"How many people who goes abroad for study comes back? Is there any data about this?","Neutral/Observation","Economic Necessity","Collectivist-Nation","Pragmatic"
"And now many skilled people are leaving the country. Not because of unemployment, but they are looking for a better life style and salary. For instance, Nepal ma Engineering sakera you just get paid around 10k - 18k. Even after a year or two years of experience you don’t get paid more than 30k - 45k. But tei kaam for instance Australia ma garda you get paid really well. So it’s a no brainer to leave the country. And this is a serious issue for Nepal.","Pro-Migration","Economic Necessity","Individualist-Self","Pragmatic"
"Nepalese education system is a joke prove me wrong","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Yetro big scale maa conspire garna sakne chyamata ta chaina hau hamro nepal sarkar ko. That conspiracy is the funniest shit i ever heard. 😂😂","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Pragmatic"
"Bidesbata herdai chu ma fry 😂","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"<a href=""https://www.youtube.com/watch?v=_t2MyMVqddw&amp;t=359"">5:59</a> that one is 200% true fact😢","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"I can’t control my eyes 🥹🥹","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"Kheti pati garum Kham j xa garum vnny soch ko mnxy xaina Nepal mah😢.. swang vwang ley nai ho yo vako jasto lagxa..","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"Bidesma dherai jastoo veda haru vety😢.. moh tyo jaat ta tyoo haat uff hami aafai testai xa k doos dinu arulqi","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"म पनि देश छोडेको, गएको हैन, वातावरण बनाउनु पर्यो, कोसिस गरियो तर सकिएन।","Trapped/Regretful","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"Chaldai jane ani haiti banne aru upaya chaina. Thats the last report card of nepal.","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"Truth..ma college tropper vyera ta lebour kam garnu parekothiyo because no political power .. without political power you can&#39;t do nothing so Kohi Pani kamauna hoina future xaina nepalma tehi vyera  Des xodera  aru desma settle huna aaerako ho...so ma Hal Portugal ma xu kehi barsama aafno buo Mami budi and xori haru sabai lerayera yetai settle hunxu because correpation, everything expensive like  food health education ,no oprtunity ,","Trapped/Regretful","Systemic/Political Anger","Collectivist-Family","Despairing/Sad"
"The  economy will continue to run it wont be diversed as of now  but i think tourism sector will also boom as the working abroad increases the spending power of our people will increase. The people who went developed countries might settle there but they will return to visit Nepal with much more spending power also they will act as a branding source in developed countries so tourism will likely to be boosted,the working class in arabas will return they most of them invest those money in hotel sector farming.<br>Think positive nowadays so much negativity in social media","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"Dukha payam mangaley, afnai dhangaley!! Jai Gadatantra","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"I want to go home but I can&#39;t 😢","Trapped/Regretful","Patriotism/Love","Individualist-Self","Despairing/Sad"
"Our political situation is more focused on history rather thẹn future hami lay democracy lya ko hami lay yo gare ko matra vanxaa","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"International funding helped maoist overthrow the king, so they made Nepal a puppet and now fill the gap of their decreasing youth population through different country in the name of free trade and democracy and they keep growing and we  lack behind.","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"3 million bhaneko 3 crore how <a href=""UCkszU2WH9gy1mb0dV-11UJg/Z8MfY8mzLbnovwK5roC4Bg""></a>","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"I hate my birth in nepal    nepal is hell in the world","Neutral/Observation","Systemic/Political Anger","Individualist-Self","Despairing/Sad"
"u guys need a cloud lifter input gain clipping vai ra cha jasto cha mic ko","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Thank you for sharing this 😊🙏","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"You are doing a good job bro❤❤❤","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Great going bro keep growing i have seen your journey from few hundred subscribers to this Great do ur research well and keep creating Kudos to all your team","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"Such a good content  but bro either go with nepali or English language while ur talking   really. It sucks  ur making topic of nepal n here ur keep using   broken English.  I love n respect ur work but that English was like salt with Tea.","Neutral/Observation","Patriotism/Love","Collectivist-Nation","Pragmatic"
"What do we export? There&#39;s a very few list for it.<br>what do we import? Almost everything....<br>For our country&#39;s economy to get running it must export something huge to compensate the gap between export and import, and that&#39;s exporting human resource. Otherwise there is no way to run our country.<br>(I am not an expert in terms of economy, but this is what I think.)","Neutral/Observation","Economic Necessity","Collectivist-Nation","Pragmatic"
"solti ko himmat lai mane, raja ko dynasty sakaune tauke haru lai aula dekhaunu, sabai lai tha vakai kura third world country ko government first world ka direct working mafia huna, no matter which third world country","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Arko better truth : More than 90 % of fresh graduate doctors are either leaving the country or planning to leave the country and nobody …. cares. This is Nepal and it remains until this political heads.","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"Even if you&#39;re employed and earning the top 1%, you will never save enough from just your salary to ever own a house in Kathmandu. This is sad. <br>Unless you&#39;re already from a privileged well-off family with lots of properties, or a corrupt government official, or someone lucky enough to build a business, there&#39;s no hope for the working class here. <br>I love Kathmandu&#39;s food and weather and people. But I have moved to the States because I can actually build a life there.","Trapped/Regretful","Economic Necessity","Individualist-Self","Despairing/Sad"
"Yo dui teen sal dekhi youth haru bidesh Jane wave chali ra xa friends circle nai sanu hundai goi ra xa ani yo pani sahi ho ki 6 to 10 years ma nepal old age nation hunxa","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"Yestai chalirayo bhane aaba ko 20 years ma Nepal ma nepali nai minority hunxan kina ki different policy le Indian le nepali citizenship pairako xan paxi tini haur election ma uthxan, Indian majority bhaeay paxi tinihaur le nai jitxan parliament tinihaur ko Matlab government of Nepal India ko control ma hunxa. Sundo Hawa lagxa hamlai Tara depth ma gayeu bhane nepal ko future tehi ho. Political instability rw jhan economic instability ko lagi caste , religious  rw ethnic group  bicha ma civil war Pani hune chance high xa kina ki society ma lower background bhaeayka citizen Lai brainwash gardai aandolan ko lagi badawa diraheko xa. Ani-sanatan religion( Hindu, Buddhism rw kirati) ko Sath sathai monlogian structure bhaeayka daju Bhai haur Lai Pani brainwash garidaixa rw yesko lagi  heavenly funding hudaixa. No hates to all Tara reality yehi ho. Hami sabai Jana milera basenau rw yo strategies bare aware bhaeaynau bhane future dar lagdo xa.<br><br><br>[ Nepal different caste, religionand ethnic groups ko Sundar fulbari ho] <br><br>Mah Bahun Mero Socha Bahun, chettri, janjati, dalit aadi Hami sabai daju Bhai ho hamilai uslaieayla ekaarka ko birudha ma lagna chojieayla Tara Hami sabbai milera basnu parxa rw ekaarka Lai Sathi dinu parxa.","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"Became suscriber after watching 1st. Video.","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"I came to the Uk in 2020, at that time I wanted to come back Nepal after study in 3 years but time sangai now I don’t have answer “Nepal gyer k garne ?”.. at least Yata Basera m, I am fulfilling needs of my family…Paisa Kamayer Nepal janxu business grxu vanne ho vane pni thaha nai xa Nepal ko halat politics power bina","Trapped/Regretful","Economic Necessity","Collectivist-Family","Despairing/Sad"
"दाई डर लाग्छ ।","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"Have a flight to canada after 10 days😔","Pro-Migration","Economic Necessity","Individualist-Self","Despairing/Sad"
"Consequences! :) We are destined to be doomed.","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"total population of nepal is 30 million not a 3 million .😂 dont give wrong information 😂😂","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Nepali haru bidesh gairaxaina,desh xodiraxa. This was deep","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"+2 pachi visa layena vane ta depression ma gaynxaa😢","Pro-Migration","Economic Necessity","Individualist-Self","Despairing/Sad"
"Hapta ma   1 video halne garnu tw kati late haleko","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Nepali lai bahira pathau indian lai bhitryau niti xa nepalko","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"यो देश कहिलै बन्दैन 😭😭 यो देश लिज मा दिय हुन्छं अब 😭😭😭","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"3 crore ko 30 million hunxa <br>3 million hoina 😀","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"As a TU student you are right bro  even i want to go abroad because i made mistake  by choosing tribhuvan university instead tribhuvan airports","Pro-Migration","Economic Necessity","Individualist-Self","Despairing/Sad"
"Yes, this is an serious issue. Our youth they are dreaming to go abroad and settle their government should do something to deal with this issue ASAP!!","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Hopeful/Motivated"
"Bitter reality 😢😢😢","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"At the moment I live and work here in Nepal, sad part is people trying to provide awareness here are so pitiful and cant provide proper information like population numbers.","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Pragmatic"
"I&#39;m thankful to have this type of channels in nepal❤","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"__Bitter truth 😢😢😢","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"Harek friday 8pm ma post hunxa vanne suneko the 🙄🙄🙄🙄","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"<a href=""https://www.youtube.com/watch?v=_t2MyMVqddw&amp;t=164"">2:44</a> 😲😲","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"👇like if you are planning to go abroad for study in future","Pro-Migration","Economic Necessity","Individualist-Self","Pragmatic"
"mean while nepali politicians still craving for corruption","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Bro, you’re doing great job by making informative videos. Keep it up.","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"This really hearts 😢😢😢😢","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"bachelor padna nepal basyakaa70-85% regret bhaeraakaxan nepal basyara","Trapped/Regretful","Economic Necessity","Individualist-Self","Despairing/Sad"
"NOT 3 million it&#39;s 30 million population","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"खुब देशको चिन्ता भए जस्तो क्या।।नेपाली सेना विवादमा चुइँक्क बोल्यौ र?????","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"don&#39;t put flash as transition. thats not a good videography if you want to think from viewers perspectives. It really distracts.","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"This really hits close to home. Aile ko bela ta if a student jolle mehenat garera ramro sanga padhna sakxa  has only so few options if he/she wants to secure their future. Kita Kathmandu ayera interest na bhayeni MBBS/engineering/CA jasta course whose scope is slowly drying in the country liyera padha kita Bidesh nai jau. Aru course haru liyeni gambling jasto situation huna aunxa (Ramro job payela kinai, ramro k bhanne job nai payela ki nai bhanera) . At least bidesh ma gayera bhada Majera bhayeni money source hunxa ra ramro garna sake afno future gen ko life ta secure hunxani. These are the thoughts that every student has in their mind.","Pro-Migration","Economic Necessity","Individualist-Self","Despairing/Sad"
"I am in UAE right now doing my internship . Yeta aya pachi desh ko halat dhekhera auna maan lagako chaina. Ayera k garna politics ra economy dekhera hope nai audaina k garna vhanera . Din dinai corruption crime","Trapped/Regretful","Systemic/Political Anger","Individualist-Self","Despairing/Sad"
"Ma bidesh najane vanera Nepal baseko. Startup pani cha thikai chalirako cha ra morning ma  class padhune  garya chu. Kamai naramro chaina. Tara aba chai yaha pugyo jasto lagna thaleko  cha. Main<br> Reasons chai security needs and government facilities. Uta Jane bittikai yaha ko jasto ta hune haina tara jane decision banaudai chu. Euta arko reason yaha vane jasto sathi chai chainan kohi US kohi Canada testai chan. Malai pull factor le vanda pani push factor le badhi effect gariraa kocha decision lina ko lagi. Ajhai pani government le ramro policy banaye jadina vaniraa chu heram k huncha.","Pro-Migration","Systemic/Political Anger","Individualist-Self","Pragmatic"
"30 million hunxa solti 3 crore vaneko","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Professional research channel in nepal i had never seen","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"this is a reality of nepali people 😢😢😢😢","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"Dai ko afno podcast ko reach(views)  increase garna technique","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Bitter But It’s Truth Reality Of Our Country 😢","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"Are you think TU is going as world going?","Neutral/Observation","Economic Necessity","Collectivist-Nation","Pragmatic"
"PS: Be careful reading the statistics and visualization out here as the video is disclaimed for educational pupose !!! The figures he puts in - 3 million,  should have been 30 million because1 crore is equal to 10 millions . And something is wrong with the bar chart at the start . It doesn&#39;t make sense. The yellow bar should have been way down . No way irepresents the yellow bar represents 1/6 (56 lakh) of the total sum (presuming the white bar reads 3 crores not 3 million).","Neutral/Observation","Economic Necessity","Collectivist-Nation","Pragmatic"
"Aajhai hal vote surya, rukh,hasiya hatouda ma🤣<br>Thukka veda hruuu","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"It&#39;s reality ..","Neutral/Observation","Economic Necessity","Collectivist-Nation","Pragmatic"
"Tapai haru jastai manche politics maa janu paryo.. desh maa basum ki socheko tara maan mardai gacha sabai bujhda...","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"Planning old age care business","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
