"comment","intent","primary_driver","value_orientation","affect"
"Sad news😢","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"मत साउदी मा छु फेरि नेपाल आएसी दुबै जाने सोचिरा छु😢","Trapped/Regretful","Economic Necessity","Individualist-Self","Despairing/Sad"
"Nepal sarkarle kirsima ramroo laghani gree vane. Rojgarr di raknu pardaina","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Hopeful/Motivated"
"Very rare content dai loved it","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"If your mother is sick you care for her, you don&#39;t leave her to die and settledown in your neighbour&#39;s house. This is exactly what Nepalese youths are doing","Anti-Migration","Patriotism/Love","Collectivist-Nation","Hopeful/Motivated"
"Among the Nepali YouTube commentators, I think you make the best videos. Factual and no nonsense and no conspiracy. Keep it up bro.","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"&quot;These 3 pm should be end to start the development of this country.&quot;","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Hopeful/Motivated"
"Parsi ko flight xa aaja yo herdai xu😢","Pro-Migration","Economic Necessity","Individualist-Self","Despairing/Sad"
"Nepal be next Bangladesh team then something may changes","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Pragmatic"
"Nepal ma ta euta kam paunu pani neta ko jhole hunu parxa😢 ya ta 12 padeko pani kei valu nai hudaina bachlor ma pani 4 years barbad matai hunxa skilled manxey lai vanda pani neta ko aafanta lai nai thau hunxa teso vaye pachi last option bidesh nai ho","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"Ani dai tapai lai sarkar batw warning aako xa ki nai tw..? In depth story , Tanka Dhakal dai haru lai tw aayosake xa 😢","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Pragmatic"
"Good Choice.. No hope here","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"What do u think other country will take care of u. And What do u think they will give  opportunities in every work no they will only give  opportunities to those people or those work whom they need only other are normal salary. Suppose if they need doctors than there will be good opportunity and salary for specially doctors only not for everybody remaining others are just normal salary. Maybe u don&#39;t know that for example In Russia also they need army to fight for war so they will give special opportunities for army only by showing income and other facilities.","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Pragmatic"
"लौ! अब हामी देशमा नै भाको युवाले देश बनाउने हो तेसको लागि एक बनौँ। जय नेपाल","Anti-Migration","Patriotism/Love","Collectivist-Nation","Hopeful/Motivated"
"Hey Vagwan Sakesamma yo deshma basna napaiyoossssssaa🕉️🇺🇸🙂♥️🎓<br>USA nai Jane Ho permanently ✊🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸","Pro-Migration","Systemic/Political Anger","Individualist-Self","Despairing/Sad"
"Why not to go abroad?<br>In Nepal for a receptionist position one need bachelor or master qualification and then the salary is Rs 25-35k avg whereas in abroad for the same receptionist position the salary is Rs 300k-350k.<br>Then who doesn&#39;t want to go abroad?","Pro-Migration","Economic Necessity","Individualist-Self","Angry/Frustrated"
"ekdam ramro content 👌👌","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"Because youth want to chin tapak dam dam with kuireni","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Kam napayara desh xadeyako haina hami aafai ley Garda afno desh xadna parako ho <br>Kanun banako xa kanun aanusar hidna chadenau ani Nepal lai bedesh jasto banauxu vandai hidxau sano sano Kura ley Garda desh xadna parxa Tyo Kura bujdaina  thula thula neta lai aagadi dekhayara kahani sunauxa","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Hopeful/Motivated"
"म केहि समय पछि देश फर्किदै छु ।","Anti-Migration","Patriotism/Love","Collectivist-Nation","Hopeful/Motivated"
"Thumbnail copied from Indian Youtuber","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"its a trend","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"नेतालाई गालि गरौ समस्या समाधान हुन्छ ।<br><br><br>काम नगर्ने प्रवित्ति छ हजुर ।<br>सानोभन्दा सनो काम देखि ठुलो काम गर्न बिहारबाट बिहारि आउछ्न ।<br>तर नेपालि काम  नेतालाई गालि गर्‍यो बस्यो।","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Yo karar maa jaagir khuwane banda garnu parxa. Afnata parne , raajnitik ma hune ko maanxele job pauxa. Ani vacancy kam khulauxa lok sewa aayogle. 65 janako kotako lagi 7k-8k hunxn. Yo ni khaarej garnu parxa","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Reasons:<br>1. Political instability <br>2.lack of opportunities<br>3. Lack of private job that offer salaries<br>4.lack of establishment of factories and industries.<br>5.low vacancy on government job<br>6.salary scale is very low<br>7.Karar maa aafanta haru 8.small scale industries ma invest garda market napaunu 😢😢<br>And this is greater nepal😂","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Pragmatic"
"because we lost our beloved king to these piece of shits.","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Yo information ligerw ahile ka neta chor hari 60 age pani nadine tech use garla vanni dar 🙂","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"मैले पछिल्लो समयमा धेरै जब खोज्ने प्रयास गरे, 4-5 ठाउँमा Interview दिए । तर पनि कुनैपनि ठाउँमा छनोट हुन सकिन ! <br>(कारण :- एक जना चाहिएको थियो तर आवेदन दिने 50 जना अनि अन्तरबार्ता दिने 20-25 जना हुनु!!!)","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"Dam bro man ma nai lagyo","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"aba yesari sochauna sabai yuba bidesh gai halxan ani tespaxi remmitance aouni paisa le hami jasta neta ko pet palna vai halxa pet palna lai neta baneko ho paila pet palnu parla ani baki kura sochamla ni","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Hopeful/Motivated"
"I noticed Editing and sound effects is very improve on this video. And You always great.❤ Lots of love 💝","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"I am currently a 11th grade student . My teachers suggests us not to leave this country . But i fear what if i cant sustain myself in this country ? My country wont take care of me nor it will provide me with opportunities to do so .","Anti-Migration","Patriotism/Love","Collectivist-Nation","Hopeful/Motivated"
"Ma nepal aauxu voli japan bat<br>Runa man lagyo yo vdo herer","Trapped/Regretful","Patriotism/Love","Individualist-Self","Despairing/Sad"
"Nepalese outgoing : Indians incoming !","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"Nice topic based on true story ❤","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"J sukai hosh","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"यस्तो विडियो हेर्न त्रि.वि र मन्त्रिहरुलाई हेर्न फुर्सद मिलोस्  ‌बहस हुनु पर्ने कुरा बहस् होस् बाँकी कुरा देश छाड्ने वालाको एक युवा म पनि हो।","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Hopeful/Motivated"
"Today is my ielts exam if I have to get a good score, I leave Nepal within a few months.. pray for me guys 🙏🏻","Pro-Migration","Economic Necessity","Individualist-Self","Pragmatic"
"Main root problem is democracy .. Nepal was not ready for democracy.. we need one supreme leader ..","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Pragmatic"
"Next video should be on resources to invest on  in nepal","Anti-Migration","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"sahi kura ho last ma bidesh nai jane force nai huncha 😊","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Pragmatic"
"🎉🎉🎉keep it up","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Mero euta matra concern or euta matra question...... Desh ko bare ma socheko xa ya fir kasailey socheko xa....??? Yeha euta duita matra kura hunxa rules and regulations change ani tailey yo garis mailey yo gari..... K chai garyoo tw?? Dosh prtyarop only.... Kahiley hainw hai development ko bare ma ni sodhnu prxa vanne xainw... So Mero Nepal Mero noi rahenw..... Lagxa ma yeha kamauxu tyeha.... Neta ramauxa ajhai pariwar sngaa baserw hami khadi ma gali tension extra hour kaam garerw bsne chai pariwar naveni marinxu ki vanne Daar maan ma full time Rahi rahanxa😢 godd job nepal😊","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"Ma pani 1 month vayo .. leaved our nepal ..","Pro-Migration","Economic Necessity","Individualist-Self","Despairing/Sad"
"Brah, tell something we all already don&#39;t know for decades now.. 28 minutes of boilerplate content.<br><br>There is no winning when the competition is the developed countries. Whatever Nepal does in the best of the best situations will not be enough. There will always be and may be many more that will still dream of abroad no matter what. What will remain of Nepal will be just old, the unluckies and the insane patriots that have made a full circle. It&#39;s our destiny and there is nothing wrong if u ask me. We&#39;ll make what we can make out of it.<br>For me, all Nepal needs to do is to not fuck up its natural environment to the point of no return in name of development like some countries in the world are doing. We&#39;ll be just fine.","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"You’re Rising,keep going ❤🎉","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"Nepal ka Buda neta kukur haru ley garda hamro desh khatam vayoo","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Japan ma mero 15 year old japanese sathi kta le 6 months part time job garera 5 lakh ko computer setup kinyo <br>Ma 15 barsha ma nepal ma facebook ma love is fake wala post gardai thiye 🤧","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Ma bidesh jana dhilo gare jasto","Pro-Migration","Economic Necessity","Individualist-Self","Despairing/Sad"
"Today fri, sep, 27 - 2024 <br>This my Last Comment from Nepal... <br>I&#39;m Labour worker... 🙏","Pro-Migration","Economic Necessity","Individualist-Self","Despairing/Sad"
"Aru saman bechne haame manxey bechne","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"Long turm planning ani mehinat tyo pani janata ma dhairyata lagansilta tyag derei kura sahera strong strong manxe jasle aaphu jastai talant lai sath ma rakhera kam suru hunxa ni ani matra pauxa desh ley pratifal tara k garnu ati bujhna bichara hami lai budo hunuparxa jimbewari ley ani samasya ley garda fursad hunna kasailai😭","Anti-Migration","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"The way he say his channel name THAHA in every sentence capitally😂😂","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Pahila nepal ma rajneeti niyukti banda garnu parcha , party ko jhole haru lai sabhai thau bata nikalnu parcha ani balla education ra experience ho hisab le niyukti garnu parch","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Hopeful/Motivated"
"ma pani lagvag 9 barsa bidesh basera aaye yaha kam gareko 3 mahina vayo paisai didaina jhagada kati ko ko sanga xahi garnu","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"<a href=""https://www.youtube.com/watch?v=YRwlDwWEBew&amp;t=360"">06:00</a> Background music reminds me of aba ta ma farkinna hola song 🥲","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"sab chor neta harlai heraunu parne yo video.. thank you bro for the video","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Hopeful/Motivated"
"K garnu +2 padhdaa samma Nepal mai kehi garxu garera dekhauxu vane katti aat thiyo .<br>Nepal KO ahile KO haalat herdai bidesh jaa jaa Matra vanxan.<br>Janata man xaina Tara k garnu  dinvari mori Mori kaam gardani  vane jasto salary nai paaudaina.<br>Aafnai business garam vane yo desh ma nata uwaa xa nata uwati <br>ma professional hairdresser ho  <br>Dashain Pani aaEsakyo <br>Almost sabbai salon haru thappa xa..pahilaako jasto maaholnai xaina..<br>Heram 1 year jati <br>Kasari vaAni Nepal basxu natra vane bidesh nai jaanxu..❤<br>Yo desh ma uwaa haruko value nai xaina..<br> Yo mero Matra samasya hoina sampuna sector koni haalat astai hudai xa ..<br>Saale neta harulai dhapaaunu parxa aba atti vaisakyo","Anti-Migration","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"sarai naramro lagchha...desh ma basna ta man chha ni k garnu ....basne khalko environment nai chhaina 😕","Pro-Migration","Economic Necessity","Individualist-Self","Despairing/Sad"
"This is request to all viewers please like this channel. Yo vedio hamro marma ho estai vedio banaunu dai Keep it up ❤❤❤ Jai Nepal🙏🫡","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"Ahead to foreign 😢","Pro-Migration","Economic Necessity","Individualist-Self","Despairing/Sad"
"Malai ta video herera jhan tanab vo 😢😢😢😢","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"abba mero nee palo ayo bidesh janea . yo desh maa future nai xaina","Pro-Migration","Economic Necessity","Individualist-Self","Despairing/Sad"
"युवा जति पैसा कमाउन दाैडिने देशकाे विकृति विसंगति नहेेर्ने अनि कहाँबाट देश सुध्रिन्छ र युवाले देशमा अवसर पाउछन् जहाँ विग्रेकाे छ त्याहाँ सुधार्नु पर्याे अनि पाे युवा भन्न सुहाउँछ।","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"I m that Nepali who came tried and failed so back to bidesh again 😢","Trapped/Regretful","Economic Necessity","Individualist-Self","Despairing/Sad"
"आफ्नो गाउँ  घुमेपछि मनमा उब्जिएको प्रश्न ...??<br>अब कति समयमा देशलाइ <br>&#39;युवामुक्त देश&#39;<br>घोषणा गर्न सकिएला????🥺","Anti-Migration","Patriotism/Love","Collectivist-Nation","Hopeful/Motivated"
"मलाई स्वास्थ्यले अलि साथ न दिएर मात्रै हो नत्र म पनि यो देशमा कुनै हालतमा बस्ने नै थिइन । यो देश भने म जस्तो साधारण मान्छेको लागि हुदै होइन । यो देश त यी भ्रष्ट दलाल नेता तिनका आसेपासे झोले हनुमान र केहि ठुला व्यपारीहरुको लागी मात्रै हो ।","Pro-Migration","Systemic/Political Anger","Individualist-Self","Angry/Frustrated"
"Dai hajur KO address bhairahawa ho Hana<br>Dekhey dekhey jastai laayo","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Main reason vanako yeta nepal maa politicians haru vanda ni comedians haru xan","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"म पनि अब केहि समयमा देश छार्दै छु 😢😢😢","Pro-Migration","Economic Necessity","Individualist-Self","Despairing/Sad"
"Savai lai thaha xa to sav kura <br>Thaha nahuni vaneko tei kp oli prachande ra shere lai ho ra tin ka party ka jhole lai ho yo video kp oli lai tag garauna ..😢😢😢","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Bro euta kura vanum, America, Australia ma aako yuwa haru 80 percent kunai kaam ko hudainan, tini haru ley katai pani kehi na payera yaha loan liyera sab sey thotro collz ma padhchhan. Ra I-phone dekhauna ra ghumna bahek aru kehi audaina tini haru lai, Guff thokchahn ani tehi Indian ko restaurant me gayera kaam garchhan. Nepal ko 80% yuwa karma garne type ko dekhina maile, bas guff pelne type ko matra lagyo.","Neutral/Observation","Economic Necessity","Collectivist-Nation","Pragmatic"
"Police jawan ko behal xa Nepal ma police ko salary le aafno pariwar pani palnu sakdeina","Neutral/Observation","Economic Necessity","Collectivist-Nation","Pragmatic"
"Kp Oli sher Bahadur prachanda ko jhola boknu parxa desh bikash hunxa 😂","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Nepal ma kaam xaina but moh nepal ma basira $400/$500  monthly earn garxu and im happy with that","Anti-Migration","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"chor neta lai desh bata lakhetnu parcha.","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"W vid🎉🎉🎉","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"Why do you think those ‘Netas’ care..😆. They want money for them not for us.","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Jhole harule Nepal Desh sakyo","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Januii parxa yo desh ma basnu hudaena  kina ki nepal ma basyo vaneh kangal vainxa","Pro-Migration","Economic Necessity","Individualist-Self","Angry/Frustrated"
"Gr* show,  Brother .I n my opinion .  political stablity + . encourage foreing investment in NEpal  ie less dependancy of foreign land ..  which leads to refrain youngerster  moving abroad.   .. .  Thanks","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Hopeful/Motivated"
"Japan anime le garda gako ho 😂","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Hamile kehi Action Lina parne Din aai Sakeko Dekhinxa 😢","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"Keep it bro <br>new knowledge are unlocked","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"नेपालमा बजार नै छैन डाक्टर नर्स इन्जिनियर यही पढेर विदेशमा राम्रो जागीर खाएका छन् तर नेपालमा काम नै छैन काम पाए तलब छैन।","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"Content overlap nagarao hai...<br>Unsuscribed vaiyela hai....","Neutral/Observation","Economic Necessity","Collectivist-Nation","Pragmatic"
"malai euta sir le vannu vayeko kura yaad aauchha: &quot;yethartha ra adarsha ka kura beglai hunchha&quot; :)","Anti-Migration","Patriotism/Love","Collectivist-Nation","Hopeful/Motivated"
"Ma BHMstudent 4 years of working experience 5 star hotel ma chu Tara salary basic salary 18k age 29 paugi sakyea aarko barsa bidesh paugchu ma pani","Pro-Migration","Economic Necessity","Individualist-Self","Despairing/Sad"
"Yo sab bahunbaad ko karen ho hajur desh kangaal vayeko xa","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"Demographics bonus को बारेमा धेरै ठाउँमा छलफल गर्ने गर्छु तर दुर्भाग्य नीति निर्माण तहकालाई कुनै ज्ञान,योजना र नीति निर्माणमा ध्यान छैन। यो नै यो देशको दूर्भाग्य हो।","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Pragmatic"
"Ps subscribe and support these type of channels.","Anti-Migration","Patriotism/Love","Collectivist-Nation","Hopeful/Motivated"
"Lots of love from UKC ( United Kingdom of Chitwan)","Neutral/Observation","Patriotism/Love","Collectivist-Nation","Hopeful/Motivated"
"साथी यो सबै भयाभह अवस्थाको समाधान के कसरी हुन्छ भन्ने बारे हामी नै युवाहरुले जमघट छलफल र एक्सन को योजना बनाउने प्लाटफम बनाऔं न 🙏🙏 प्लिज 😢","Anti-Migration","Systemic/Political Anger","Collectivist-Nation","Hopeful/Motivated"
"Keep it up 💪👍❤","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"Keep it bro your videos is really nice ❤❤","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
